FIPS,State,State_name,State,County,long,lat,FFRPTH14,PCH_FFRPTH_09_14,FSRPTH14,PCH_FSRPTH_09_14
1035,AL,Alabama,AL,Conecuh,-87.1603,31.5535,0.552486188,46.67403315,0.315706393,4.767166535
1037,AL,Alabama,AL,Coosa,-86.3169,33.0267,0.091861106,NA,0,0
1037,AL,Alabama,AL,Coosa,-86.0516,33.0608,0.091861106,NA,0,0
1037,AL,Alabama,AL,Coosa,-86.215,32.8896,0.091861106,NA,0,0
1037,AL,Alabama,AL,Coosa,-86.2658,33.0725,0.091861106,NA,0,0
1037,AL,Alabama,AL,Coosa,-86.035,32.879,0.091861106,NA,0,0
1037,AL,Alabama,AL,Coosa,-86.1159,32.8746,0.091861106,NA,0,0
1037,AL,Alabama,AL,Coosa,-86.0358,32.979,0.091861106,NA,0,0
1039,AL,Alabama,AL,Covington,-86.5412,31.3524,0.633011552,-4.673524292,0.474758664,-25.52619085
1039,AL,Alabama,AL,Covington,-86.2785,31.2246,0.633011552,-4.673524292,0.474758664,-25.52619085
1039,AL,Alabama,AL,Covington,-86.6084,31.4055,0.633011552,-4.673524292,0.474758664,-25.52619085
1039,AL,Alabama,AL,Covington,-86.3505,31.0128,0.633011552,-4.673524292,0.474758664,-25.52619085
1039,AL,Alabama,AL,Covington,-86.685,31.4818,0.633011552,-4.673524292,0.474758664,-25.52619085
1039,AL,Alabama,AL,Covington,-86.4842,31.4092,0.633011552,-4.673524292,0.474758664,-25.52619085
1039,AL,Alabama,AL,Covington,-86.3976,31.3007,0.633011552,-4.673524292,0.474758664,-25.52619085
1039,AL,Alabama,AL,Covington,-86.4781,31.3101,0.633011552,-4.673524292,0.474758664,-25.52619085
1039,AL,Alabama,AL,Covington,-86.257,31.2848,0.633011552,-4.673524292,0.474758664,-25.52619085
1039,AL,Alabama,AL,Covington,-86.46,31.2428,0.633011552,-4.673524292,0.474758664,-25.52619085
1039,AL,Alabama,AL,Covington,-86.3229,31.3022,0.633011552,-4.673524292,0.474758664,-25.52619085
1039,AL,Alabama,AL,Covington,-86.5227,31.2337,0.633011552,-4.673524292,0.474758664,-25.52619085
1039,AL,Alabama,AL,Covington,-86.3138,31.0176,0.633011552,-4.673524292,0.474758664,-25.52619085
1039,AL,Alabama,AL,Covington,-86.4673,31.3579,0.633011552,-4.673524292,0.474758664,-25.52619085
1039,AL,Alabama,AL,Covington,-86.3211,31.2382,0.633011552,-4.673524292,0.474758664,-25.52619085
1041,AL,Alabama,AL,Crenshaw,-86.3694,31.5031,0.357730557,67.22711121,0.429276669,-33.10915552
1041,AL,Alabama,AL,Crenshaw,-86.3139,31.9535,0.357730557,67.22711121,0.429276669,-33.10915552
1041,AL,Alabama,AL,Crenshaw,-86.2057,31.8495,0.357730557,67.22711121,0.429276669,-33.10915552
1041,AL,Alabama,AL,Crenshaw,-86.2569,31.5823,0.357730557,67.22711121,0.429276669,-33.10915552
1041,AL,Alabama,AL,Crenshaw,-86.302,31.724,0.357730557,67.22711121,0.429276669,-33.10915552
1041,AL,Alabama,AL,Crenshaw,-86.2687,31.7186,0.357730557,67.22711121,0.429276669,-33.10915552
1041,AL,Alabama,AL,Crenshaw,-86.4061,31.8507,0.357730557,67.22711121,0.429276669,-33.10915552
1041,AL,Alabama,AL,Crenshaw,-86.173,31.6675,0.357730557,67.22711121,0.429276669,-33.10915552
1043,AL,Alabama,AL,Cullman,-86.97,33.9945,0.651994735,4.776857877,0.590485798,7.832100732
1043,AL,Alabama,AL,Cullman,-86.7636,34.0631,0.651994735,4.776857877,0.590485798,7.832100732
1043,AL,Alabama,AL,Cullman,-86.8642,34.2347,0.651994735,4.776857877,0.590485798,7.832100732
1043,AL,Alabama,AL,Cullman,-86.9017,33.9457,0.651994735,4.776857877,0.590485798,7.832100732
1043,AL,Alabama,AL,Cullman,-86.9625,33.9051,0.651994735,4.776857877,0.590485798,7.832100732
1043,AL,Alabama,AL,Cullman,-86.8402,34.1791,0.651994735,4.776857877,0.590485798,7.832100732
1043,AL,Alabama,AL,Cullman,-86.8837,34.0452,0.651994735,4.776857877,0.590485798,7.832100732
1043,AL,Alabama,AL,Cullman,-86.865,34.1098,0.651994735,4.776857877,0.590485798,7.832100732
1043,AL,Alabama,AL,Cullman,-87.052,34.2104,0.651994735,4.776857877,0.590485798,7.832100732
1043,AL,Alabama,AL,Cullman,-86.6082,34.2609,0.651994735,4.776857877,0.590485798,7.832100732
1043,AL,Alabama,AL,Cullman,-86.6843,34.2477,0.651994735,4.776857877,0.590485798,7.832100732
1043,AL,Alabama,AL,Cullman,-86.6125,34.1696,0.651994735,4.776857877,0.590485798,7.832100732
1043,AL,Alabama,AL,Cullman,-86.752,34.0152,0.651994735,4.776857877,0.590485798,7.832100732
1043,AL,Alabama,AL,Cullman,-86.7926,34.1856,0.651994735,4.776857877,0.590485798,7.832100732
1043,AL,Alabama,AL,Cullman,-86.9625,34.2401,0.651994735,4.776857877,0.590485798,7.832100732
1043,AL,Alabama,AL,Cullman,-86.5506,34.2982,0.651994735,4.776857877,0.590485798,7.832100732
1045,AL,Alabama,AL,Dale,-85.7131,31.5978,0.687090777,3.800677538,0.606256568,-2.502209903
1045,AL,Alabama,AL,Dale,-85.455,31.3149,0.687090777,3.800677538,0.606256568,-2.502209903
1045,AL,Alabama,AL,Dale,-85.5893,31.3423,0.687090777,3.800677538,0.606256568,-2.502209903
1045,AL,Alabama,AL,Dale,-85.7114,31.2914,0.687090777,3.800677538,0.606256568,-2.502209903
1045,AL,Alabama,AL,Dale,-85.7136,31.2435,0.687090777,3.800677538,0.606256568,-2.502209903
1045,AL,Alabama,AL,Dale,-85.4502,31.2999,0.687090777,3.800677538,0.606256568,-2.502209903
1045,AL,Alabama,AL,Dale,-85.7687,31.3071,0.687090777,3.800677538,0.606256568,-2.502209903
1045,AL,Alabama,AL,Dale,-85.4658,31.4757,0.687090777,3.800677538,0.606256568,-2.502209903
1045,AL,Alabama,AL,Dale,-85.6473,31.4508,0.687090777,3.800677538,0.606256568,-2.502209903
1045,AL,Alabama,AL,Dale,-85.543,31.3173,0.687090777,3.800677538,0.606256568,-2.502209903
1045,AL,Alabama,AL,Dale,-85.4937,31.3157,0.687090777,3.800677538,0.606256568,-2.502209903
1045,AL,Alabama,AL,Dale,-85.4299,31.6085,0.687090777,3.800677538,0.606256568,-2.502209903
1047,AL,Alabama,AL,Dallas,-87.2454,32.3068,0.455515332,-0.335523004,0.359617367,-1.646897701
1047,AL,Alabama,AL,Dallas,-87.0083,32.3951,0.455515332,-0.335523004,0.359617367,-1.646897701
1047,AL,Alabama,AL,Dallas,-87.0172,32.3912,0.455515332,-0.335523004,0.359617367,-1.646897701
