State_name,State,Gender,Year,Deaths,Population,Crude.Rate,Age_Adjusted_Rate
Alabama,AL,Male,2000,6466,2146504,301.2,375
Alabama,AL,Male,2001,6367,2158138,295,363.5
Alabama,AL,Female,1999,6918,2293259,301.7,247.1
Alabama,AL,Female,2000,6940,2300596,301.7,244.6
Alabama,AL,Female,2001,6840,2309496,296.2,240.6
Alabama,AL,Female,2002,6886,2314370,297.5,242.1
Alabama,AL,Female,2003,6804,2324069,292.8,238.5
Alabama,AL,Female,2004,6470,2337857,276.7,227.3
Alabama,AL,Female,2005,6679,2356423,283.4,231.5
Alabama,AL,Female,2006,6426,2385480,269.4,219.7
Alabama,AL,Female,2007,6018,2407275,250,202.8
Alabama,AL,Female,2008,6106,2430257,251.2,202.7
Alabama,AL,Female,2009,5862,2448159,239.4,192.3
Alabama,AL,Female,2010,5950,2459548,241.9,193.3
Alabama,AL,Female,2011,5867,2473249,237.2,187.4
Alabama,AL,Female,2012,5831,2483466,234.8,182.8
Alabama,AL,Female,2013,5910,2488375,237.5,182.8
Alabama,AL,Female,2014,5998,2499410,240,182.5
Alabama,AL,Female,2015,6190,2505795,247,185.7
Alabama,AL,Female,2016,6020,2507714,240.1,177.8
Alabama,AL,Female,2017,6036,2514911,240,175.5
Alabama,AL,Male,1999,6501,2136882,304.2,380.5
Alabama,AL,Male,2013,6562,2345347,279.8,285.9
Alabama,AL,Male,2014,6463,2349967,275,277.5
Alabama,AL,Male,2002,6311,2165719,291.4,356.8
Alabama,AL,Male,2003,6346,2179422,291.2,354.3
Alabama,AL,Male,2004,6304,2192872,287.5,345.3
Alabama,AL,Male,2005,6190,2213382,279.7,331.8
Alabama,AL,Male,2006,6157,2243501,274.4,318.1
Alabama,AL,Male,2007,5908,2265565,260.8,299.3
Alabama,AL,Male,2008,5968,2287949,260.8,295.9
Alabama,AL,Male,2009,6159,2309779,266.6,298.7
Alabama,AL,Male,2010,6133,2320188,264.3,290.5
Alabama,AL,Male,2011,6075,2329491,260.8,280.6
Alabama,AL,Male,2012,6205,2338557,265.3,278.7
Alabama,AL,Male,2017,7074,2359836,299.8,283
Alabama,AL,Male,2015,6791,2353184,288.6,286.9
Alabama,AL,Male,2016,6812,2355586,289.2,280
Alaska,AK,Male,2003,370,335380,110.3,232.6
Alaska,AK,Male,2002,370,332704,111.2,226.5
Alaska,AK,Female,1999,235,301266,78,164.7
Alaska,AK,Female,2000,257,302820,84.9,176.8
Alaska,AK,Female,2001,235,305579,76.9,143.6
Alaska,AK,Female,2002,197,309633,63.6,118.9
Alaska,AK,Female,2003,256,313034,81.8,148.2
Alaska,AK,Female,2004,229,317807,72.1,124.3
Alaska,AK,Female,2005,237,320920,73.9,124.3
Alaska,AK,Female,2006,266,325121,81.8,135.8
Alaska,AK,Female,2007,249,327138,76.1,124.5
Alaska,AK,Female,2008,259,329412,78.6,118
Alaska,AK,Female,2009,272,337002,80.7,121.6
Alaska,AK,Female,2010,266,340603,78.1,112.1
Alaska,AK,Female,2011,258,347526,74.2,106.5
Alaska,AK,Female,2012,260,350211,74.2,101.1
Alaska,AK,Female,2013,253,349564,72.4,95.4
Alaska,AK,Female,2014,293,349436,83.8,109
Alaska,AK,Female,2015,324,349407,92.7,117.7
Alaska,AK,Female,2016,300,353762,84.8,103.4
Alaska,AK,Female,2017,298,353003,84.4,99.4
Alaska,AK,Male,1999,328,323513,101.4,233.5
Alaska,AK,Male,2000,350,324112,108,251.3
Alaska,AK,Male,2001,368,328135,112.1,246.7
Alaska,AK,Male,2014,489,387296,126.3,188.3
Alaska,AK,Male,2015,522,389025,134.2,193.3
Alaska,AK,Male,2016,531,388132,136.8,181.6
Alaska,AK,Male,2004,360,341479,105.4,198.7
Alaska,AK,Male,2005,390,346026,112.7,213.3
Alaska,AK,Male,2006,379,350181,108.2,210.6
Alaska,AK,Male,2007,364,353162,103.1,182.9
Alaska,AK,Male,2008,375,358043,104.7,185.8
Alaska,AK,Male,2009,442,361893,122.1,201
Alaska,AK,Male,2010,441,369628,119.3,197.1
Alaska,AK,Male,2011,481,375192,128.2,199.8
Alaska,AK,Male,2012,448,381238,117.5,175.9
Alaska,AK,Male,2013,453,385568,117.5,179.8
Alaska,AK,Male,2017,516,386792,133.4,172.5
Arizona,AZ,Male,2004,5626,2816798,199.7,234.7
Arizona,AZ,Male,2005,5902,2908266,202.9,235.8
Arizona,AZ,Male,2006,5712,3003007,190.2,217.7
Arizona,AZ,Female,1999,5017,2518299,199.2,176.9
Arizona,AZ,Female,2000,4876,2569575,189.8,168.2
Arizona,AZ,Female,2001,4938,2641676,186.9,165.5
Arizona,AZ,Female,2002,5003,2704217,185,164.4
Arizona,AZ,Female,2003,5091,2764077,184.2,162.5
Arizona,AZ,Female,2004,4913,2835606,173.3,152.7
Arizona,AZ,Female,2005,5064,2930811,172.8,152
Arizona,AZ,Female,2006,4895,3026134,161.8,141.5
Arizona,AZ,Female,2007,4730,3096998,152.7,132.6
Arizona,AZ,Female,2008,4637,3155278,147,126.2
Arizona,AZ,Female,2009,4632,3189908,145.2,122.5
Arizona,AZ,Female,2010,4452,3216194,138.4,114.4
Arizona,AZ,Female,2011,4762,3258634,146.1,117.2
Arizona,AZ,Female,2012,4740,3294772,143.9,113
Arizona,AZ,Female,2013,4667,3331505,140.1,107.7
Arizona,AZ,Female,2014,4756,3387637,140.4,106.2
Arizona,AZ,Female,2015,5026,3436575,146.3,108
Arizona,AZ,Female,2016,5165,3488176,148.1,107
Arizona,AZ,Female,2017,5351,3527969,151.7,109.8
Arizona,AZ,Male,1999,5783,2505524,230.8,279.2
Arizona,AZ,Male,2000,5708,2561057,222.9,270.9
Arizona,AZ,Male,2001,5650,2631801,214.7,258.2
Arizona,AZ,Male,2002,5849,2692038,217.3,261.3
Arizona,AZ,Male,2003,5796,2746287,211,249.9
Arizona,AZ,Male,2009,5641,3153246,178.9,195.1
Arizona,AZ,Male,2010,5502,3175823,173.2,184.5
Arizona,AZ,Male,2007,5572,3070683,181.5,205.2
Arizona,AZ,Male,2008,5748,3125084,183.9,205.3
Arizona,AZ,Male,2013,6088,3295119,184.8,179.9
Arizona,AZ,Male,2014,6049,3343847,180.9,171.1
Arizona,AZ,Male,2011,5900,3223871,183,189.1
Arizona,AZ,Male,2012,5949,3258483,182.6,183.6
Arizona,AZ,Male,2017,7047,3488301,202,178.4
Arizona,AZ,Male,2015,6432,3391490,189.7,174.1
Arizona,AZ,Male,2016,6792,3442895,197.3,175.8
Arkansas,AR,Male,2008,3829,1410334,271.5,290.4
Arkansas,AR,Male,2007,3617,1397292,258.9,279.6
Arkansas,AR,Female,1999,4227,1359445,310.9,233.2
Arkansas,AR,Female,2000,4233,1368707,309.3,231.3
Arkansas,AR,Female,2001,4238,1376845,307.8,231
Arkansas,AR,Female,2002,4171,1383239,301.5,228.1
Arkansas,AR,Female,2003,3924,1391523,282,212.6
Arkansas,AR,Female,2004,3850,1403048,274.4,209.8
Arkansas,AR,Female,2005,3771,1418295,265.9,203
Arkansas,AR,Female,2006,3687,1438428,256.3,196.5
Arkansas,AR,Female,2007,3597,1451358,247.8,188.5
Arkansas,AR,Female,2008,3687,1464220,251.8,192
Arkansas,AR,Female,2009,3486,1475013,236.3,180.5
Arkansas,AR,Female,2010,3448,1484281,232.3,176.1
Arkansas,AR,Female,2011,3394,1495200,227,170.7
Arkansas,AR,Female,2012,3493,1500641,232.8,175.5
Arkansas,AR,Female,2013,3517,1505782,233.6,174.5
Arkansas,AR,Female,2014,3435,1509053,227.6,169.8
Arkansas,AR,Female,2015,3664,1515348,241.8,177.9
Arkansas,AR,Female,2016,3717,1520375,244.5,177.6
Arkansas,AR,Female,2017,3809,1528215,249.2,178.9
Arkansas,AR,Male,1999,4088,1292415,316.3,360.8
Arkansas,AR,Male,2000,4045,1304693,310,352.1
Arkansas,AR,Male,2001,4025,1314726,306.1,344.5
Arkansas,AR,Male,2002,4159,1322688,314.4,356.5
Arkansas,AR,Male,2003,3862,1333293,289.7,324.8
Arkansas,AR,Male,2004,3684,1346638,273.6,305.6
Arkansas,AR,Male,2005,3804,1362802,279.1,308
Arkansas,AR,Male,2006,3744,1383333,270.7,294.1
Arkansas,AR,Male,2011,3774,1442779,261.6,265
Arkansas,AR,Male,2012,3914,1448490,270.2,270.9
Arkansas,AR,Male,2009,3809,1421830,267.9,281.8
Arkansas,AR,Male,2010,3826,1431637,267.2,279.8
Arkansas,AR,Male,2015,4274,1462856,292.2,276.6
Arkansas,AR,Male,2016,4373,1467873,297.9,278.7
Arkansas,AR,Male,2013,3860,1453591,265.5,260.8
Arkansas,AR,Male,2014,4146,1457316,284.5,274
Arkansas,AR,Male,2017,4461,1476064,302.2,277.8
California,CA,Male,2009,30836,18378154,167.8,208.4
California,CA,Male,2010,30485,18517830,164.6,201.8
California,CA,Female,1999,36823,16800161,219.2,215.4
California,CA,Female,2000,34560,16996756,203.3,197.5
California,CA,Female,2001,34828,17294223,201.4,194.8
California,CA,Female,2002,34582,17498462,197.6,190.4
California,CA,Female,2003,34348,17709509,194,185.2
California,CA,Female,2004,32482,17871415,181.8,173
California,CA,Female,2005,32204,17996230,178.9,167
California,CA,Female,2006,31811,18097471,175.8,161.9
California,CA,Female,2007,30321,18214926,166.5,150.7
California,CA,Female,2008,29570,18396972,160.7,143.4
California,CA,Female,2009,28370,18583075,152.7,133.9
California,CA,Female,2010,28156,18736126,150.3,129.9
California,CA,Female,2011,28443,18943585,150.1,126.7
California,CA,Female,2012,27869,19122866,145.7,120.6
California,CA,Female,2013,28114,19268325,145.9,119.2
California,CA,Female,2014,26920,19533596,137.8,111
California,CA,Female,2015,28348,19701750,143.9,114.1
California,CA,Female,2016,28246,19756656,143,111.6
California,CA,Female,2017,28781,19889100,144.7,111.4
California,CA,Male,1999,35107,16699043,210.2,311
California,CA,Male,2000,33866,16874892,200.7,294.8
California,CA,Male,2001,33406,17185235,194.4,283.5
California,CA,Male,2002,34215,17373381,196.9,281.6
California,CA,Male,2003,34516,17543650,196.7,276.1
California,CA,Male,2004,32517,17703161,183.7,255.1
California,CA,Male,2005,32712,17831713,183.4,248.4
California,CA,Male,2006,33060,17923731,184.4,245.4
California,CA,Male,2007,31369,18035385,173.9,225.5
California,CA,Male,2008,31139,18207365,171,217.1
California,CA,Male,2012,31502,18918564,166.5,194.3
California,CA,Male,2013,32185,19064196,168.8,192.8
California,CA,Male,2014,31269,19268904,162.3,180.5
California,CA,Male,2011,31329,18748327,167.1,199.5
California,CA,Male,2016,33327,19493361,171,182
California,CA,Male,2017,34016,19647553,173.1,181.2
California,CA,Male,2015,32941,19443068,169.4,184.5
Colorado,CO,Male,2013,3439,2646446,129.9,155.6
Colorado,CO,Male,2011,3261,2567195,127,160.9
Colorado,CO,Male,2012,3351,2603705,128.7,158.6
Colorado,CO,Female,1999,3184,2101358,151.5,159.2
Colorado,CO,Female,2000,3084,2135278,144.4,151.7
Colorado,CO,Female,2001,3156,2195705,143.7,151.4
Colorado,CO,Female,2002,3105,2228665,139.3,146.1
Colorado,CO,Female,2003,3219,2253214,142.9,147.5
Colorado,CO,Female,2004,2899,2274511,127.5,130
Colorado,CO,Female,2005,3012,2308238,130.5,131.2
Colorado,CO,Female,2006,3012,2352960,128,126
Colorado,CO,Female,2007,2907,2396433,121.3,118.1
Colorado,CO,Female,2008,2921,2439060,119.8,115
Colorado,CO,Female,2009,2834,2480710,114.2,107.6
Colorado,CO,Female,2010,2865,2508534,114.2,106.9
Colorado,CO,Female,2011,2916,2549601,114.4,104.7
Colorado,CO,Female,2012,2960,2583877,114.6,101.6
Colorado,CO,Female,2013,3017,2621921,115.1,100.7
Colorado,CO,Female,2014,3140,2664707,117.8,102.5
Colorado,CO,Female,2015,3159,2712811,116.4,100.2
Colorado,CO,Female,2016,3191,2754727,115.8,99.4
Colorado,CO,Female,2017,3197,2784821,114.8,97.4
Colorado,CO,Male,1999,3236,2124660,152.3,242.6
Colorado,CO,Male,2000,3100,2165983,143.1,230.4
Colorado,CO,Male,2001,3137,2229982,140.7,224.2
Colorado,CO,Male,2002,3320,2261741,146.8,232.8
Colorado,CO,Male,2003,3280,2275518,144.1,222.3
Colorado,CO,Male,2004,3180,2300502,138.2,207.8
Colorado,CO,Male,2005,3295,2323650,141.8,209.2
Colorado,CO,Male,2006,3112,2367463,131.4,186
Colorado,CO,Male,2007,3199,2407435,132.9,184.1
Colorado,CO,Male,2008,3197,2450670,130.5,177.9
Colorado,CO,Male,2009,3259,2491485,130.8,172.5
Colorado,CO,Male,2010,3173,2520662,125.9,164.4
Colorado,CO,Male,2016,4086,2785818,146.7,167
Colorado,CO,Male,2017,3863,2822333,136.9,153.1
Colorado,CO,Male,2014,3760,2691159,139.7,164.3
Colorado,CO,Male,2015,3850,2743763,140.3,162.9
Connecticut,CT,Male,2014,3518,1754549,200.5,186.5
Connecticut,CT,Male,2015,3590,1751747,204.9,186.6
Connecticut,CT,Female,1999,4866,1747148,278.5,195.1
Connecticut,CT,Female,2000,4697,1756246,267.4,186.2
Connecticut,CT,Female,2001,4562,1768959,257.9,178.2
Connecticut,CT,Female,2002,4670,1780500,262.3,177
Connecticut,CT,Female,2003,4467,1793468,249.1,167
Connecticut,CT,Female,2004,4108,1798078,228.5,152.9
Connecticut,CT,Female,2005,4024,1802068,223.3,145.9
Connecticut,CT,Female,2006,3949,1807675,218.5,142.4
Connecticut,CT,Female,2007,3797,1811617,209.6,135.1
Connecticut,CT,Female,2008,3837,1820749,210.7,134.2
Connecticut,CT,Female,2009,3701,1828779,202.4,128.9
Connecticut,CT,Female,2010,3696,1834483,201.5,126.5
Connecticut,CT,Female,2011,3679,1835893,200.4,124.4
Connecticut,CT,Female,2012,3693,1840431,200.7,124.3
Connecticut,CT,Female,2013,3541,1841929,192.2,117.1
Connecticut,CT,Female,2014,3500,1842128,190,115.3
Connecticut,CT,Female,2015,3615,1839139,196.6,118
Connecticut,CT,Female,2016,3472,1830837,189.6,113.5
Connecticut,CT,Female,2017,3530,1836384,192.2,113.4
Connecticut,CT,Male,1999,4261,1639253,259.9,300.4
Connecticut,CT,Male,2000,4296,1649319,260.5,297
Connecticut,CT,Male,2001,4020,1663876,241.6,272.1
Connecticut,CT,Male,2002,4145,1678249,247,274.7
Connecticut,CT,Male,2003,3922,1690868,232,254.3
Connecticut,CT,Male,2004,3760,1698016,221.4,240.8
Connecticut,CT,Male,2005,3626,1704888,212.7,227.1
Connecticut,CT,Male,2006,3541,1709785,207.1,218
Connecticut,CT,Male,2007,3492,1715653,203.5,210.7
Connecticut,CT,Male,2008,3518,1724830,204,207.5
Connecticut,CT,Male,2009,3404,1733028,196.4,196.4
Connecticut,CT,Male,2010,3431,1739614,197.2,194.7
Connecticut,CT,Male,2011,3527,1744816,202.1,196.6
Connecticut,CT,Male,2012,3589,1749916,205.1,195.4
Connecticut,CT,Male,2013,3549,1754151,202.3,190.1
Connecticut,CT,Male,2016,3579,1745615,205,184.5
Connecticut,CT,Male,2017,3608,1751800,206,178.5
Delaware,DE,Male,2016,1094,460670,237.5,211.9
Delaware,DE,Male,2017,1068,465514,229.4,197.1
Delaware,DE,Female,1999,1043,398732,261.6,227
Delaware,DE,Female,2000,990,403059,245.6,210.8
Delaware,DE,Female,2001,1054,409349,257.5,220.2
Delaware,DE,Female,2002,997,414652,240.4,202.9
Delaware,DE,Female,2003,1020,420802,242.4,202.8
Delaware,DE,Female,2004,982,427320,229.8,191
Delaware,DE,Female,2005,1044,435227,239.9,195.7
Delaware,DE,Female,2006,926,442766,209.1,169.2
Delaware,DE,Female,2007,905,449398,201.4,161.1
Delaware,DE,Female,2008,859,455481,188.6,148.2
Delaware,DE,Female,2009,888,459795,193.1,149.3
Delaware,DE,Female,2010,855,462995,184.7,141.2
Delaware,DE,Female,2011,840,467299,179.8,136.9
Delaware,DE,Female,2012,871,472734,184.2,138
Delaware,DE,Female,2013,900,477802,188.4,137.6
Delaware,DE,Female,2014,902,482925,186.8,135.7
Delaware,DE,Female,2015,893,488125,182.9,130.4
Delaware,DE,Female,2016,880,491395,179.1,123.2
Delaware,DE,Female,2017,922,496425,185.7,127.3
Delaware,DE,Male,1999,968,376258,257.3,326
Delaware,DE,Male,2000,993,380541,260.9,330.2
Delaware,DE,Male,2001,979,386350,253.4,314.1
Delaware,DE,Male,2002,921,391517,235.2,286.2
Delaware,DE,Male,2003,1007,397201,253.5,301
Delaware,DE,Male,2004,1033,403483,256,299.1
Delaware,DE,Male,2005,987,409923,240.8,279.1
Delaware,DE,Male,2006,940,416502,225.7,254.4
Delaware,DE,Male,2007,1009,422351,238.9,260.6
Delaware,DE,Male,2008,918,428393,214.3,234.2
Delaware,DE,Male,2009,908,431935,210.2,222.1
Delaware,DE,Male,2010,921,434939,211.8,220.7
Delaware,DE,Male,2011,969,439836,220.3,224.3
Delaware,DE,Male,2012,919,444358,206.8,206.9
Delaware,DE,Male,2013,961,447947,214.5,205
Delaware,DE,Male,2014,1019,452689,225.1,211.6
Delaware,DE,Male,2015,1047,457809,228.7,209.3
Florida,FL,Female,1999,25719,8073847,318.5,202.7
Florida,FL,Female,2000,25058,8184663,306.2,194.3
Florida,FL,Female,2001,25145,8372776,300.3,192.7
Florida,FL,Female,2002,24036,8541734,281.4,182.6
Florida,FL,Female,2003,23461,8697573,269.7,175.7
Florida,FL,Female,2004,22858,8902447,256.8,168.5
Florida,FL,Female,2005,22265,9117950,244.2,160.5
Florida,FL,Female,2006,21166,9280080,228.1,150.1
Florida,FL,Female,2007,20013,9378587,213.4,139.6
Florida,FL,Female,2008,19825,9465279,209.4,134.9
Florida,FL,Female,2009,18928,9534289,198.5,126.2
Florida,FL,Female,2010,19111,9611955,198.8,124.9
Florida,FL,Female,2011,18781,9736166,192.9,118.3
Florida,FL,Female,2012,19429,9869741,196.9,119.2
Florida,FL,Female,2013,19466,9990213,194.9,115.4
Florida,FL,Female,2014,20245,10170011,199.1,116.9
Florida,FL,Female,2015,20448,10368733,197.2,114.7
Florida,FL,Female,2016,20757,10542288,196.9,113.9
Florida,FL,Female,2017,20582,10727581,191.9,111.6
Florida,FL,Male,1999,25715,7685574,334.6,302.6
Florida,FL,Male,2000,25278,7797715,324.2,292.8
Florida,FL,Male,2001,25484,7984190,319.2,289
Florida,FL,Male,2002,25199,8147636,309.3,279.8
Florida,FL,Male,2003,24680,8306512,297.1,268.9
Florida,FL,Male,2004,24302,8512871,285.5,257.6
Florida,FL,Male,2005,24014,8724088,275.3,248.5
Florida,FL,Male,2006,23139,8886910,260.4,234.1
Florida,FL,Male,2007,22241,8989255,247.4,219.9
Florida,FL,Male,2008,22242,9062026,245.4,214.3
Florida,FL,Male,2009,22346,9118355,245.1,210.1
Florida,FL,Male,2010,22626,9189355,246.2,208.6
Florida,FL,Male,2011,22138,9321376,237.5,195.8
Florida,FL,Male,2012,22696,9447827,240.2,194
Florida,FL,Male,2013,23190,9562647,242.5,191.3
Florida,FL,Male,2014,24266,9723286,249.6,192.7
Florida,FL,Male,2015,24993,9902539,252.4,191.9
Florida,FL,Male,2016,24902,10070151,247.3,184.7
Florida,FL,Male,2017,25858,10256819,252.1,186.2
Georgia,GA,Female,1999,9021,4096031,220.2,231.4
Georgia,GA,Female,2000,8910,4159340,214.2,226.3
Georgia,GA,Female,2001,8979,4256162,211,224.3
Georgia,GA,Female,2002,8865,4327934,204.8,218
Georgia,GA,Female,2003,8628,4394952,196.3,208.8
Georgia,GA,Female,2004,8178,4463524,183.2,195.1
Georgia,GA,Female,2005,8374,4555263,183.8,194.2
Georgia,GA,Female,2006,8014,4670606,171.6,179.1
Georgia,GA,Female,2007,7853,4777572,164.4,170.8
Georgia,GA,Female,2008,7702,4856984,158.6,163.2
Georgia,GA,Female,2009,7702,4917756,156.6,159.1
Georgia,GA,Female,2010,7626,4958482,153.8,154.7
Georgia,GA,Female,2011,7541,5012403,150.4,147.7
Georgia,GA,Female,2012,7543,5068921,148.8,143.7
Georgia,GA,Female,2013,7643,5110806,149.5,141.4
Georgia,GA,Female,2014,7960,5170356,154,143.7
Georgia,GA,Female,2015,8253,5234978,157.7,144.4
Georgia,GA,Female,2016,8363,5289906,158.1,142.9
Georgia,GA,Female,2017,8259,5353872,154.3,137.2
Georgia,GA,Male,1999,8576,3949934,217.1,355.9
Georgia,GA,Male,2000,8496,4027113,211,346.2
Georgia,GA,Male,2001,8499,4120876,206.2,336.8
Georgia,GA,Male,2002,8664,4180322,207.3,332.5
Georgia,GA,Male,2003,8560,4227841,202.5,321.2
Georgia,GA,Male,2004,8379,4305728,194.6,301.5
Georgia,GA,Male,2005,8407,4370659,192.4,293
Georgia,GA,Male,2006,8464,4485207,188.7,281
Georgia,GA,Male,2007,8331,4572416,182.2,268.6
Georgia,GA,Male,2008,8019,4647859,172.5,247.5
Georgia,GA,Male,2009,8463,4703090,179.9,251.7
Georgia,GA,Male,2010,8361,4729171,176.8,242.4
Georgia,GA,Male,2011,8232,4802807,171.4,229.1
Georgia,GA,Male,2012,8282,4851024,170.7,221.7
Georgia,GA,Male,2013,8907,4881361,182.5,226.7
Georgia,GA,Male,2014,9147,4926987,185.7,226.4
Georgia,GA,Male,2015,9516,4979882,191.1,226.1
Georgia,GA,Male,2016,9780,5020465,194.8,224.9
Georgia,GA,Male,2017,10130,5075507,199.6,225.6
Hawaii,HI,Female,1999,973,601830,161.7,147.5
Hawaii,HI,Female,2000,1001,602866,166,147.2
Hawaii,HI,Female,2001,1003,609189,164.6,140.9
Hawaii,HI,Female,2002,1051,616192,170.6,142.5
Hawaii,HI,Female,2003,1038,623753,166.4,134.6
Hawaii,HI,Female,2004,1030,636864,161.7,128.9
Hawaii,HI,Female,2005,1016,644813,157.6,122.2
Hawaii,HI,Female,2006,913,652351,140,107.2
Hawaii,HI,Female,2007,944,657185,143.6,107
Hawaii,HI,Female,2008,979,665313,147.1,107.4
Hawaii,HI,Female,2009,1000,673075,148.6,104.7
Hawaii,HI,Female,2010,923,679058,135.9,93.3
Hawaii,HI,Female,2011,1000,685005,146,96.2
Hawaii,HI,Female,2012,1051,690348,152.2,98.2
Hawaii,HI,Female,2013,1091,694440,157.1,100.4
Hawaii,HI,Female,2014,1091,701462,155.5,96.4
Hawaii,HI,Female,2015,1144,706231,162,98.4
Hawaii,HI,Female,2016,1087,710942,152.9,90.5
Hawaii,HI,Female,2017,1085,711451,152.5,90.6
Hawaii,HI,Male,1999,1437,608470,236.2,265.7
Hawaii,HI,Male,2000,1389,608671,228.2,252.3
Hawaii,HI,Male,2001,1307,616759,211.9,231.2
Hawaii,HI,Male,2002,1461,623421,234.4,252.7
Hawaii,HI,Male,2003,1423,627401,226.8,240.5
Hawaii,HI,Male,2004,1427,636705,224.1,235.8
Hawaii,HI,Male,2005,1303,647916,201.1,207.6
Hawaii,HI,Male,2006,1331,657380,202.5,207.6
Hawaii,HI,Male,2007,1283,658490,194.8,196
Hawaii,HI,Male,2008,1334,666900,200,198.3
Hawaii,HI,Male,2009,1363,673642,202.3,197.8
Hawaii,HI,Male,2010,1316,681243,193.2,185.6
Hawaii,HI,Male,2011,1312,689805,190.2,176.5
Hawaii,HI,Male,2012,1379,701965,196.4,180.9
Hawaii,HI,Male,2013,1430,709614,201.5,186.5
Hawaii,HI,Male,2014,1437,718099,200.1,184.1
Hawaii,HI,Male,2015,1461,725372,201.4,180.3
Hawaii,HI,Male,2016,1401,717615,195.2,169.9
Hawaii,HI,Male,2017,1490,716087,208.1,176
Idaho,ID,Female,1999,1144,636798,179.6,166.9
Idaho,ID,Female,2000,1211,645293,187.7,172.7
Idaho,ID,Female,2001,1162,658043,176.6,162
Idaho,ID,Female,2002,1211,668686,181.1,165.4
Idaho,ID,Female,2003,1209,679877,177.8,159.7
Idaho,ID,Female,2004,1183,693186,170.7,154.7
Idaho,ID,Female,2005,1162,711983,163.2,147.1
Idaho,ID,Female,2006,1112,732104,151.9,135.9
Idaho,ID,Female,2007,1122,750127,149.6,133.1
Idaho,ID,Female,2008,1117,764792,146.1,129.8
Idaho,ID,Female,2009,1071,775398,138.1,120
Idaho,ID,Female,2010,1130,782258,144.5,123.4
Idaho,ID,Female,2011,1112,791358,140.5,118.4
Idaho,ID,Female,2012,1105,797116,138.6,115.2
Idaho,ID,Female,2013,1137,805052,141.2,116.6
Idaho,ID,Female,2014,1204,815968,147.6,121.4
Idaho,ID,Female,2015,1265,826183,153.1,123.4
Idaho,ID,Female,2016,1319,839608,157.1,125.7
Idaho,ID,Female,2017,1346,856485,157.2,127.5
Idaho,ID,Male,1999,1388,638876,217.3,292.1
Idaho,ID,Male,2000,1308,648660,201.6,266.5
Idaho,ID,Male,2001,1327,661919,200.5,264.8
Idaho,ID,Male,2002,1321,671686,196.7,255.5
Idaho,ID,Male,2003,1357,683503,198.5,252.4
Idaho,ID,Male,2004,1267,698616,181.4,227.4
Idaho,ID,Male,2005,1288,716258,179.8,226
Idaho,ID,Male,2006,1287,736565,174.7,213.1
Idaho,ID,Male,2007,1311,754978,173.6,209.3
Idaho,ID,Male,2008,1213,769528,157.6,190
Idaho,ID,Male,2009,1327,779041,170.3,198.7
Idaho,ID,Male,2010,1365,785324,173.8,201.7
Idaho,ID,Male,2011,1410,793627,177.7,200.3
Idaho,ID,Male,2012,1410,798612,176.6,193.9
Idaho,ID,Male,2013,1358,807084,168.3,178.8
Idaho,ID,Male,2014,1472,818496,179.8,189.6
Idaho,ID,Male,2015,1560,828747,188.2,194.7
Idaho,ID,Male,2016,1650,843532,195.6,199.2
Idaho,ID,Male,2017,1738,860458,202,203.4
Illinois,IL,Female,1999,17220,6313350,272.8,224.3
Illinois,IL,Female,2000,16571,6338957,261.4,213.8
Illinois,IL,Female,2001,16424,6370443,257.8,210.6
Illinois,IL,Female,2002,15843,6387897,248,201.7
Illinois,IL,Female,2003,15464,6402859,241.5,195.5
Illinois,IL,Female,2004,14569,6414209,227.1,182.7
Illinois,IL,Female,2005,14419,6423831,224.5,178.3
Illinois,IL,Female,2006,13789,6440022,214.1,169.1
Illinois,IL,Female,2007,13031,6467577,201.5,157.9
Illinois,IL,Female,2008,13234,6493537,203.8,158.9
Illinois,IL,Female,2009,12372,6520723,189.7,147.2
Illinois,IL,Female,2010,12187,6538356,186.4,143
Illinois,IL,Female,2011,12241,6555063,186.7,141.2
Illinois,IL,Female,2012,11882,6555800,181.2,135.2
Illinois,IL,Female,2013,11943,6555652,182.2,134.4
Illinois,IL,Female,2014,11967,6559694,182.4,133.5
Illinois,IL,Female,2015,12384,6545500,189.2,136.2
Illinois,IL,Female,2016,11953,6509748,183.6,131
Illinois,IL,Female,2017,12029,6509545,184.8,128.3
Illinois,IL,Male,1999,16167,6045670,267.4,355.5
Illinois,IL,Male,2000,15273,6080336,251.2,333.2
Illinois,IL,Male,2001,14566,6118002,238.1,312.1
Illinois,IL,Male,2002,14978,6137659,244,317.6
Illinois,IL,Male,2003,14352,6153147,233.2,297.6
Illinois,IL,Male,2004,13715,6175564,222.1,280.5
Illinois,IL,Male,2005,13807,6186072,223.2,276.8
Illinois,IL,Male,2006,13218,6203933,213.1,260.7
Illinois,IL,Male,2007,12782,6228289,205.2,246.9
Illinois,IL,Male,2008,12844,6253501,205.4,242.8
Illinois,IL,Male,2009,12559,6276055,200.1,231.8
Illinois,IL,Male,2010,12772,6292276,203,232.5
Illinois,IL,Male,2011,12746,6314194,201.9,225.9
Illinois,IL,Male,2012,12785,6319455,202.3,221.3
Illinois,IL,Male,2013,12896,6326483,203.8,218
Illinois,IL,Male,2014,13057,6320886,206.6,216.4
Illinois,IL,Male,2015,13268,6314495,210.1,216.7
Illinois,IL,Male,2016,13060,6291791,207.6,209.6
Illinois,IL,Male,2017,13365,6292478,212.4,208
Indiana,IN,Female,1999,8676,3083351,281.4,231.5
