State_name,State,Age_group,Year,Deaths,Population,Crude_Rate
Illinois,IL,55-64,2013,3056,1589904,192.2
Illinois,IL,55-64,2014,3066,1619080,189.4
Illinois,IL,55-64,2015,3198,1644616,194.5
Illinois,IL,55-64,2016,3214,1655713,194.1
Illinois,IL,55-64,2017,3177,1666188,190.7
Illinois,IL,65-74,1999,5826,778076,748.8
Illinois,IL,65-74,2000,5306,772247,687.1
Illinois,IL,65-74,2001,4935,764773,645.3
Illinois,IL,65-74,2002,4804,758352,633.5
Illinois,IL,65-74,2003,4603,759295,606.2
Illinois,IL,65-74,2004,4228,761628,555.1
Illinois,IL,65-74,2005,4038,762354,529.7
Illinois,IL,65-74,2006,3840,766400,501
Illinois,IL,65-74,2007,3669,783737,468.1
Illinois,IL,65-74,2008,3783,811991,465.9
Illinois,IL,65-74,2009,3713,835601,444.4
Illinois,IL,65-74,2010,3640,849535,428.5
Illinois,IL,65-74,2011,3691,872945,422.8
Illinois,IL,65-74,2012,3754,923499,406.5
Illinois,IL,65-74,2013,3812,964779,395.1
Illinois,IL,65-74,2014,4208,1002122,419.9
Illinois,IL,65-74,2015,4278,1038829,411.8
Illinois,IL,65-74,2016,4301,1072843,400.9
Illinois,IL,65-74,2017,4605,1116989,412.3
Illinois,IL,75-84,1999,10226,533368,1917.3
Illinois,IL,75-84,2000,9698,535747,1810.2
Illinois,IL,75-84,2001,9417,541106,1740.3
Illinois,IL,75-84,2002,9193,543701,1690.8
Illinois,IL,75-84,2003,8835,546005,1618.1
Illinois,IL,75-84,2004,8127,546044,1488.3
Illinois,IL,75-84,2005,7895,546917,1443.5
Illinois,IL,75-84,2006,7661,543381,1409.9
Illinois,IL,75-84,2007,6991,538721,1297.7
Illinois,IL,75-84,2008,6779,532428,1273.2
Illinois,IL,75-84,2009,6355,525595,1209.1
Illinois,IL,75-84,2010,6208,524766,1183
Illinois,IL,75-84,2011,6084,524907,1159.1
Illinois,IL,75-84,2012,5902,523100,1128.3
Illinois,IL,75-84,2013,5867,526155,1115.1
Illinois,IL,75-84,2014,5817,530359,1096.8
Illinois,IL,75-84,2015,5843,532731,1096.8
Illinois,IL,75-84,2016,5670,538938,1052.1
Illinois,IL,75-84,2017,5805,562512,1032
Illinois,IL,85+,1999,11640,188400,6178.3
Illinois,IL,85+,2000,11387,192031,5929.8
Illinois,IL,85+,2001,11120,195123,5699
Illinois,IL,85+,2002,11264,196890,5721
Illinois,IL,85+,2003,10867,200243,5426.9
Illinois,IL,85+,2004,10561,203647,5185.9
Illinois,IL,85+,2005,10779,208046,5181.1
Illinois,IL,85+,2006,10302,213572,4823.7
Illinois,IL,85+,2007,9918,219926,4509.7
Illinois,IL,85+,2008,10175,225098,4520.3
Illinois,IL,85+,2009,9604,230810,4161
Illinois,IL,85+,2010,9873,234912,4202.9
Illinois,IL,85+,2011,9954,242913,4097.8
Illinois,IL,85+,2012,9877,247838,3985.3
Illinois,IL,85+,2013,9993,252707,3954.4
Illinois,IL,85+,2014,9915,256052,3872.3
Illinois,IL,85+,2015,10393,258717,4017.1
Illinois,IL,85+,2016,9898,259483,3814.5
Illinois,IL,85+,2017,10124,265897,3807.5
Indiana,IN,25-34,1999,71,836943,8.5
Indiana,IN,25-34,2000,76,831125,9.1
Indiana,IN,25-34,2001,88,817892,10.8
Indiana,IN,25-34,2002,64,812004,7.9
Indiana,IN,25-34,2003,92,812263,11.3
Indiana,IN,25-34,2004,83,810727,10.2
Indiana,IN,25-34,2005,99,811745,12.2
Indiana,IN,25-34,2006,95,812260,11.7
Indiana,IN,25-34,2007,80,816321,9.8
Indiana,IN,25-34,2008,88,821148,10.7
Indiana,IN,25-34,2009,82,825179,9.9
Indiana,IN,25-34,2010,89,827345,10.8
Indiana,IN,25-34,2011,97,834966,11.6
Indiana,IN,25-34,2012,102,836003,12.2
Indiana,IN,25-34,2013,80,842583,9.5
Indiana,IN,25-34,2014,90,845927,10.6
Indiana,IN,25-34,2015,97,850559,11.4
Indiana,IN,25-34,2016,87,859672,10.1
Indiana,IN,25-34,2017,86,868804,9.9
Indiana,IN,35-44,1999,326,962267,33.9
Indiana,IN,35-44,2000,316,960703,32.9
Indiana,IN,35-44,2001,334,951600,35.1
Indiana,IN,35-44,2002,331,937877,35.3
Indiana,IN,35-44,2003,343,922229,37.2
Indiana,IN,35-44,2004,351,910180,38.6
Indiana,IN,35-44,2005,304,900169,33.8
Indiana,IN,35-44,2006,339,893275,38
Indiana,IN,35-44,2007,324,883042,36.7
Indiana,IN,35-44,2008,295,869437,33.9
Indiana,IN,35-44,2009,315,851373,37
Indiana,IN,35-44,2010,234,840830,27.8
Indiana,IN,35-44,2011,256,830262,30.8
Indiana,IN,35-44,2012,246,825294,29.8
Indiana,IN,35-44,2013,244,826456,29.5
Indiana,IN,35-44,2014,273,824681,33.1
Indiana,IN,35-44,2015,253,823056,30.7
Indiana,IN,35-44,2016,260,814899,31.9
Indiana,IN,35-44,2017,308,816778,37.7
Indiana,IN,45-54,1999,856,795740,107.6
Indiana,IN,45-54,2000,867,816865,106.1
Indiana,IN,45-54,2001,829,851664,97.3
Indiana,IN,45-54,2002,867,861047,100.7
Indiana,IN,45-54,2003,951,877666,108.4
Indiana,IN,45-54,2004,984,891692,110.4
Indiana,IN,45-54,2005,934,907838,102.9
Indiana,IN,45-54,2006,920,923639,99.6
Indiana,IN,45-54,2007,912,934167,97.6
Indiana,IN,45-54,2008,895,941733,95
Indiana,IN,45-54,2009,891,946400,94.1
Indiana,IN,45-54,2010,934,946768,98.7
Indiana,IN,45-54,2011,898,935186,96
Indiana,IN,45-54,2012,924,920303,100.4
Indiana,IN,45-54,2013,868,904904,95.9
Indiana,IN,45-54,2014,829,891112,93
Indiana,IN,45-54,2015,788,878974,89.6
Indiana,IN,45-54,2016,860,865746,99.3
Indiana,IN,45-54,2017,784,854456,91.8
Indiana,IN,55-64,1999,1546,522962,295.6
Indiana,IN,55-64,2000,1538,529844,290.3
Indiana,IN,55-64,2001,1486,542610,273.9
Indiana,IN,55-64,2002,1464,574351,254.9
Indiana,IN,55-64,2003,1519,598272,253.9
Indiana,IN,55-64,2004,1509,622598,242.4
Indiana,IN,55-64,2005,1479,649036,227.9
Indiana,IN,55-64,2006,1497,674227,222
Indiana,IN,55-64,2007,1526,699158,218.3
Indiana,IN,55-64,2008,1588,719819,220.6
Indiana,IN,55-64,2009,1562,747106,209.1
Indiana,IN,55-64,2010,1594,769143,207.2
Indiana,IN,55-64,2011,1701,803177,211.8
Indiana,IN,55-64,2012,1649,812629,202.9
Indiana,IN,55-64,2013,1669,829486,201.2
Indiana,IN,55-64,2014,1811,842381,215
Indiana,IN,55-64,2015,1838,855764,214.8
Indiana,IN,55-64,2016,1815,864467,210
Indiana,IN,55-64,2017,1894,870607,217.5
Indiana,IN,65-74,1999,3152,397080,793.8
Indiana,IN,65-74,2000,2902,395393,734
Indiana,IN,65-74,2001,2649,393026,674
Indiana,IN,65-74,2002,2628,390579,672.8
Indiana,IN,65-74,2003,2566,392040,654.5
Indiana,IN,65-74,2004,2313,394470,586.4
Indiana,IN,65-74,2005,2283,397604,574.2
Indiana,IN,65-74,2006,2290,404944,565.5
Indiana,IN,65-74,2007,2073,414954,499.6
Indiana,IN,65-74,2008,1995,430610,463.3
Indiana,IN,65-74,2009,2077,443494,468.3
Indiana,IN,65-74,2010,2067,452335,457
Indiana,IN,65-74,2011,2089,464789,449.5
Indiana,IN,65-74,2012,2239,493554,453.6
Indiana,IN,65-74,2013,2251,514523,437.5
Indiana,IN,65-74,2014,2277,536111,424.7
Indiana,IN,65-74,2015,2473,556692,444.2
Indiana,IN,65-74,2016,2512,576378,435.8
Indiana,IN,65-74,2017,2725,598944,455
Indiana,IN,75-84,1999,5153,263559,1955.2
Indiana,IN,75-84,2000,4984,265880,1874.5
Indiana,IN,75-84,2001,4897,269722,1815.6
Indiana,IN,75-84,2002,4720,273169,1727.9
Indiana,IN,75-84,2003,4607,276375,1666.9
Indiana,IN,75-84,2004,4371,277551,1574.8
Indiana,IN,75-84,2005,4190,278966,1502
Indiana,IN,75-84,2006,4077,279173,1460.4
Indiana,IN,75-84,2007,3800,278151,1366.2
Indiana,IN,75-84,2008,3747,277105,1352.2
Indiana,IN,75-84,2009,3672,274136,1339.5
Indiana,IN,75-84,2010,3471,273501,1269.1
Indiana,IN,75-84,2011,3334,273520,1218.9
Indiana,IN,75-84,2012,3367,273667,1230.3
Indiana,IN,75-84,2013,3403,275677,1234.4
Indiana,IN,75-84,2014,3249,278910,1164.9
Indiana,IN,75-84,2015,3259,281625,1157.2
Indiana,IN,75-84,2016,3316,286716,1156.5
Indiana,IN,75-84,2017,3426,295886,1157.9
Indiana,IN,85+,1999,5502,90274,6094.8
Indiana,IN,85+,2000,5489,91558,5995.1
Indiana,IN,85+,2001,5357,93347,5738.8
Indiana,IN,85+,2002,5209,94209,5529.2
Indiana,IN,85+,2003,5337,95922,5563.9
Indiana,IN,85+,2004,4976,97216,5118.5
Indiana,IN,85+,2005,5192,99691,5208.1
Indiana,IN,85+,2006,5106,103320,4941.9
Indiana,IN,85+,2007,4918,106803,4604.7
Indiana,IN,85+,2008,5003,109917,4551.6
Indiana,IN,85+,2009,4870,113118,4305.2
Indiana,IN,85+,2010,4958,115272,4301.1
Indiana,IN,85+,2011,4951,119778,4133.5
Indiana,IN,85+,2012,5114,121927,4194.3
Indiana,IN,85+,2013,5221,124833,4182.4
Indiana,IN,85+,2014,5201,126423,4114
Indiana,IN,85+,2015,5193,127810,4063.1
Indiana,IN,85+,2016,5071,128469,3947.3
Indiana,IN,85+,2017,5173,130060,3977.4
Iowa,IA,25-34,2000,21,363060,5.8
Iowa,IA,25-34,2001,24,356466,6.7
Iowa,IA,25-34,2002,21,353253,5.9
Iowa,IA,25-34,2003,20,351501,5.7
Iowa,IA,25-34,2004,29,349425,8.3
Iowa,IA,25-34,2006,20,352021,5.7
Iowa,IA,25-34,2007,26,360633,7.2
Iowa,IA,25-34,2008,25,368668,6.8
Iowa,IA,25-34,2009,29,377041,7.7
Iowa,IA,25-34,2010,27,382583,7.1
Iowa,IA,25-34,2011,23,388238,5.9
Iowa,IA,25-34,2012,20,390200,5.1
Iowa,IA,25-34,2013,27,390593,6.9
Iowa,IA,25-34,2014,20,392294,5.1
Iowa,IA,25-34,2015,27,391509,6.9
Iowa,IA,25-34,2017,23,395643,5.8
Iowa,IA,35-44,1999,115,448486,25.6
Iowa,IA,35-44,2000,122,445199,27.4
Iowa,IA,35-44,2001,115,436822,26.3
Iowa,IA,35-44,2002,119,427032,27.9
Iowa,IA,35-44,2003,128,416982,30.7
Iowa,IA,35-44,2004,108,410225,26.3
Iowa,IA,35-44,2005,120,402318,29.8
Iowa,IA,35-44,2006,106,395815,26.8
Iowa,IA,35-44,2007,98,387253,25.3
Iowa,IA,35-44,2008,107,377667,28.3
Iowa,IA,35-44,2009,91,368264,24.7
Iowa,IA,35-44,2010,94,364548,25.8
Iowa,IA,35-44,2011,89,360215,24.7
Iowa,IA,35-44,2012,90,359269,25.1
Iowa,IA,35-44,2013,83,361649,23
Iowa,IA,35-44,2014,73,363219,20.1
Iowa,IA,35-44,2015,78,366396,21.3
Iowa,IA,35-44,2016,80,367535,21.8
Iowa,IA,35-44,2017,75,373088,20.1
Iowa,IA,45-54,1999,315,382540,82.3
Iowa,IA,45-54,2000,346,392794,88.1
Iowa,IA,45-54,2001,329,408822,80.5
Iowa,IA,45-54,2002,328,413615,79.3
Iowa,IA,45-54,2003,340,420249,80.9
Iowa,IA,45-54,2004,328,426965,76.8
Iowa,IA,45-54,2005,352,433677,81.2
Iowa,IA,45-54,2006,346,439226,78.8
Iowa,IA,45-54,2007,327,441001,74.1
Iowa,IA,45-54,2008,340,442580,76.8
Iowa,IA,45-54,2009,340,442237,76.9
Iowa,IA,45-54,2010,385,439726,87.6
Iowa,IA,45-54,2011,316,432049,73.1
Iowa,IA,45-54,2012,324,423537,76.5
Iowa,IA,45-54,2013,351,414402,84.7
Iowa,IA,45-54,2014,292,406732,71.8
Iowa,IA,45-54,2015,279,398825,70
Iowa,IA,45-54,2016,295,389744,75.7
Iowa,IA,45-54,2017,300,380879,78.8
Iowa,IA,55-64,1999,575,255776,224.8
Iowa,IA,55-64,2000,596,257412,231.5
Iowa,IA,55-64,2001,575,262251,219.3
Iowa,IA,55-64,2002,557,275536,202.2
Iowa,IA,55-64,2003,624,286451,217.8
Iowa,IA,55-64,2004,584,297811,196.1
Iowa,IA,55-64,2005,566,309928,182.6
Iowa,IA,55-64,2006,618,323025,191.3
Iowa,IA,55-64,2007,576,336911,171
Iowa,IA,55-64,2008,598,348104,171.8
Iowa,IA,55-64,2009,628,361422,173.8
Iowa,IA,55-64,2010,621,372750,166.6
Iowa,IA,55-64,2011,686,389049,176.3
Iowa,IA,55-64,2012,733,393632,186.2
Iowa,IA,55-64,2013,699,401545,174.1
Iowa,IA,55-64,2014,677,407141,166.3
Iowa,IA,55-64,2015,658,413317,159.2
Iowa,IA,55-64,2016,765,415998,183.9
Iowa,IA,55-64,2017,730,417559,174.8
Iowa,IA,65-74,1999,1341,213277,628.8
Iowa,IA,65-74,2000,1269,211935,598.8
Iowa,IA,65-74,2001,1196,209379,571.2
Iowa,IA,65-74,2002,1132,207371,545.9
Iowa,IA,65-74,2003,1030,206365,499.1
Iowa,IA,65-74,2004,959,206385,464.7
Iowa,IA,65-74,2005,923,206964,446
Iowa,IA,65-74,2006,895,208649,429
Iowa,IA,65-74,2007,867,211971,409
Iowa,IA,65-74,2008,936,217316,430.7
Iowa,IA,65-74,2009,894,222198,402.3
Iowa,IA,65-74,2010,925,224656,411.7
Iowa,IA,65-74,2011,876,228350,383.6
Iowa,IA,65-74,2012,890,240544,370
Iowa,IA,65-74,2013,984,250275,393.2
Iowa,IA,65-74,2014,953,259948,366.6
Iowa,IA,65-74,2015,986,270456,364.6
Iowa,IA,65-74,2016,1058,281046,376.5
Iowa,IA,65-74,2017,1094,291511,375.3
Iowa,IA,75-84,1999,2671,158946,1680.4
Iowa,IA,75-84,2000,2594,159160,1629.8
Iowa,IA,75-84,2001,2432,160325,1516.9
Iowa,IA,75-84,2002,2401,160662,1494.4
Iowa,IA,75-84,2003,2244,160982,1393.9
Iowa,IA,75-84,2004,2119,160886,1317.1
Iowa,IA,75-84,2005,2167,159972,1354.6
Iowa,IA,75-84,2006,1982,159201,1245
Iowa,IA,75-84,2007,1866,158144,1179.9
Iowa,IA,75-84,2008,1855,156637,1184.3
Iowa,IA,75-84,2009,1794,154392,1162
Iowa,IA,75-84,2010,1688,153574,1099.1
Iowa,IA,75-84,2011,1592,152730,1042.4
Iowa,IA,75-84,2012,1626,152389,1067
Iowa,IA,75-84,2013,1600,152109,1051.9
Iowa,IA,75-84,2014,1459,152699,955.5
Iowa,IA,75-84,2015,1575,153235,1027.8
Iowa,IA,75-84,2016,1544,154469,999.6
Iowa,IA,75-84,2017,1653,155209,1065
Iowa,IA,85+,1999,3641,64782,5620.4
Iowa,IA,85+,2000,3594,65118,5519.2
Iowa,IA,85+,2001,3558,66060,5386
Iowa,IA,85+,2002,3606,66397,5431
Iowa,IA,85+,2003,3435,67377,5098.2
Iowa,IA,85+,2004,3157,68151,4632.4
Iowa,IA,85+,2005,3276,69123,4739.4
Iowa,IA,85+,2006,3195,70685,4520.1
Iowa,IA,85+,2007,3107,72068,4311.2
Iowa,IA,85+,2008,3404,72837,4673.4
Iowa,IA,85+,2009,3152,73536,4286.3
Iowa,IA,85+,2010,3131,74658,4193.8
Iowa,IA,85+,2011,3147,76658,4105.2
Iowa,IA,85+,2012,3309,77372,4276.7
Iowa,IA,85+,2013,3236,78495,4122.6
Iowa,IA,85+,2014,3128,78702,3974.5
Iowa,IA,85+,2015,3199,79186,4039.9
Iowa,IA,85+,2016,3169,78700,4026.7
Iowa,IA,85+,2017,3285,79337,4140.6
Kansas,KS,25-34,2003,21,341110,6.2
Kansas,KS,25-34,2004,34,340723,10
Kansas,KS,25-34,2005,27,338523,8
Kansas,KS,25-34,2006,28,343137,8.2
Kansas,KS,25-34,2007,27,351287,7.7
Kansas,KS,25-34,2008,32,360888,8.9
Kansas,KS,25-34,2009,28,370956,7.5
Kansas,KS,25-34,2010,24,377720,6.4
Kansas,KS,25-34,2011,28,383112,7.3
Kansas,KS,25-34,2012,26,387451,6.7
Kansas,KS,25-34,2013,30,387397,7.7
Kansas,KS,25-34,2014,29,387893,7.5
Kansas,KS,25-34,2015,21,387229,5.4
Kansas,KS,25-34,2017,30,383787,7.8
Kansas,KS,35-44,1999,98,423950,23.1
Kansas,KS,35-44,2000,102,420351,24.3
Kansas,KS,35-44,2001,101,412400,24.5
Kansas,KS,35-44,2002,101,402085,25.1
Kansas,KS,35-44,2003,120,391506,30.7
Kansas,KS,35-44,2004,116,383865,30.2
Kansas,KS,35-44,2005,97,377045,25.7
Kansas,KS,35-44,2006,83,370570,22.4
Kansas,KS,35-44,2007,104,363340,28.6
Kansas,KS,35-44,2008,72,356322,20.2
Kansas,KS,35-44,2009,83,349360,23.8
Kansas,KS,35-44,2010,95,346673,27.4
Kansas,KS,35-44,2011,85,343294,24.8
Kansas,KS,35-44,2012,84,343038,24.5
Kansas,KS,35-44,2013,77,343815,22.4
Kansas,KS,35-44,2014,67,344667,19.4
Kansas,KS,35-44,2015,79,346113,22.8
Kansas,KS,35-44,2016,85,347089,24.5
Kansas,KS,35-44,2017,76,351767,21.6
Kansas,KS,45-54,1999,258,344157,75
Kansas,KS,45-54,2000,273,354147,77.1
Kansas,KS,45-54,2001,312,370908,84.1
Kansas,KS,45-54,2002,339,376928,89.9
Kansas,KS,45-54,2003,340,384264,88.5
Kansas,KS,45-54,2004,377,390810,96.5
Kansas,KS,45-54,2005,321,397798,80.7
Kansas,KS,45-54,2006,311,402650,77.2
Kansas,KS,45-54,2007,326,406909,80.1
Kansas,KS,45-54,2008,307,408413,75.2
Kansas,KS,45-54,2009,290,408687,71
Kansas,KS,45-54,2010,290,406264,71.4
Kansas,KS,45-54,2011,288,398902,72.2
Kansas,KS,45-54,2012,299,388791,76.9
Kansas,KS,45-54,2013,302,376468,80.2
Kansas,KS,45-54,2014,309,368739,83.8
Kansas,KS,45-54,2015,301,360892,83.4
Kansas,KS,45-54,2016,262,354323,73.9
Kansas,KS,45-54,2017,254,345555,73.5
Kansas,KS,55-64,1999,531,217720,243.9
Kansas,KS,55-64,2000,508,220253,230.6
Kansas,KS,55-64,2001,491,225990,217.3
Kansas,KS,55-64,2002,502,239555,209.6
Kansas,KS,55-64,2003,517,250711,206.2
Kansas,KS,55-64,2004,489,261557,187
Kansas,KS,55-64,2005,519,273620,189.7
Kansas,KS,55-64,2006,528,285458,185
Kansas,KS,55-64,2007,464,297973,155.7
Kansas,KS,55-64,2008,519,308123,168.4
Kansas,KS,55-64,2009,540,320851,168.3
Kansas,KS,55-64,2010,569,331247,171.8
Kansas,KS,55-64,2011,592,346152,171
Kansas,KS,55-64,2012,593,351110,168.9
Kansas,KS,55-64,2013,555,356847,155.5
Kansas,KS,55-64,2014,612,362462,168.8
Kansas,KS,55-64,2015,648,367203,176.5
Kansas,KS,55-64,2016,675,372194,181.4
Kansas,KS,55-64,2017,664,373644,177.7
Kansas,KS,65-74,1999,1108,177263,625.1
Kansas,KS,65-74,2000,1074,175916,610.5
Kansas,KS,65-74,2001,993,173913,571
Kansas,KS,65-74,2002,971,172173,564
Kansas,KS,65-74,2003,865,171498,504.4
Kansas,KS,65-74,2004,804,171760,468.1
Kansas,KS,65-74,2005,775,172127,450.2
Kansas,KS,65-74,2006,772,173676,444.5
Kansas,KS,65-74,2007,732,176402,415
Kansas,KS,65-74,2008,755,181532,415.9
Kansas,KS,65-74,2009,698,186880,373.5
Kansas,KS,65-74,2010,686,190389,360.3
Kansas,KS,65-74,2011,693,195260,354.9
Kansas,KS,65-74,2012,773,206830,373.7
Kansas,KS,65-74,2013,757,216544,349.6
Kansas,KS,65-74,2014,840,225583,372.4
Kansas,KS,65-74,2015,834,235268,354.5
Kansas,KS,65-74,2016,896,244996,365.7
Kansas,KS,65-74,2017,975,255057,382.3
Kansas,KS,75-84,1999,2107,127928,1647
Kansas,KS,75-84,2000,2056,128543,1599.5
Kansas,KS,75-84,2001,2030,129646,1565.8
Kansas,KS,75-84,2002,1975,130184,1517.1
Kansas,KS,75-84,2003,1855,130599,1420.4
Kansas,KS,75-84,2004,1747,130854,1335.1
Kansas,KS,75-84,2005,1637,130622,1253.2
Kansas,KS,75-84,2006,1593,130113,1224.3
Kansas,KS,75-84,2007,1561,129050,1209.6
Kansas,KS,75-84,2008,1496,128029,1168.5
Kansas,KS,75-84,2009,1382,126537,1092.2
Kansas,KS,75-84,2010,1345,126409,1064
Kansas,KS,75-84,2011,1264,125995,1003.2
Kansas,KS,75-84,2012,1276,125271,1018.6
Kansas,KS,75-84,2013,1274,125528,1014.9
Kansas,KS,75-84,2014,1276,126049,1012.3
Kansas,KS,75-84,2015,1229,126517,971.4
Kansas,KS,75-84,2016,1333,127193,1048
Kansas,KS,75-84,2017,1280,129564,987.9
Kansas,KS,85+,1999,2841,51497,5516.8
Kansas,KS,85+,2000,2879,51770,5561.1
Kansas,KS,85+,2001,2754,52044,5291.7
Kansas,KS,85+,2002,2768,52027,5320.3
Kansas,KS,85+,2003,2756,52541,5245.4
Kansas,KS,85+,2004,2461,53132,4631.9
Kansas,KS,85+,2005,2565,54236,4729.3
Kansas,KS,85+,2006,2514,55619,4520
Kansas,KS,85+,2007,2512,57060,4402.4
Kansas,KS,85+,2008,2445,57764,4232.7
Kansas,KS,85+,2009,2256,58686,3844.2
Kansas,KS,85+,2010,2411,59318,4064.5
Kansas,KS,85+,2011,2363,61406,3848.2
Kansas,KS,85+,2012,2301,62168,3701.3
Kansas,KS,85+,2013,2353,62991,3735.5
Kansas,KS,85+,2014,2327,63827,3645.8
Kansas,KS,85+,2015,2499,64625,3866.9
Kansas,KS,85+,2016,2390,64804,3688
Kansas,KS,85+,2017,2439,64942,3755.7
Kentucky,KY,25-34,1999,58,570025,10.2
Kentucky,KY,25-34,2000,71,568108,12.5
Kentucky,KY,25-34,2001,73,556948,13.1
Kentucky,KY,25-34,2002,70,552382,12.7
Kentucky,KY,25-34,2003,99,550343,18
Kentucky,KY,25-34,2004,81,552204,14.7
Kentucky,KY,25-34,2005,77,554515,13.9
Kentucky,KY,25-34,2006,78,555069,14.1
Kentucky,KY,25-34,2007,75,558071,13.4
Kentucky,KY,25-34,2008,60,558929,10.7
Kentucky,KY,25-34,2009,69,564291,12.2
Kentucky,KY,25-34,2010,69,566216,12.2
Kentucky,KY,25-34,2011,80,569158,14.1
Kentucky,KY,25-34,2012,57,567662,10
Kentucky,KY,25-34,2013,65,564035,11.5
Kentucky,KY,25-34,2014,68,565862,12
Kentucky,KY,25-34,2015,82,568388,14.4
Kentucky,KY,25-34,2016,82,575311,14.3
Kentucky,KY,25-34,2017,75,580996,12.9
Kentucky,KY,35-44,1999,250,641288,39
Kentucky,KY,35-44,2000,284,642665,44.2
Kentucky,KY,35-44,2001,261,637343,41
Kentucky,KY,35-44,2002,313,629240,49.7
Kentucky,KY,35-44,2003,289,620237,46.6
Kentucky,KY,35-44,2004,311,615348,50.5
Kentucky,KY,35-44,2005,295,609360,48.4
Kentucky,KY,35-44,2006,292,607472,48.1
Kentucky,KY,35-44,2007,296,602631,49.1
Kentucky,KY,35-44,2008,242,594012,40.7
Kentucky,KY,35-44,2009,279,583402,47.8
Kentucky,KY,35-44,2010,259,576662,44.9
Kentucky,KY,35-44,2011,243,570028,42.6
Kentucky,KY,35-44,2012,216,566136,38.2
Kentucky,KY,35-44,2013,230,564798,40.7
Kentucky,KY,35-44,2014,280,561197,49.9
Kentucky,KY,35-44,2015,240,559036,42.9
Kentucky,KY,35-44,2016,278,553030,50.3
Kentucky,KY,35-44,2017,248,550240,45.1
Kentucky,KY,45-54,1999,642,541439,118.6
Kentucky,KY,45-54,2000,685,556932,123
Kentucky,KY,45-54,2001,772,579011,133.3
Kentucky,KY,45-54,2002,718,584781,122.8
Kentucky,KY,45-54,2003,801,595970,134.4
Kentucky,KY,45-54,2004,753,603605,124.8
Kentucky,KY,45-54,2005,776,613982,126.4
Kentucky,KY,45-54,2006,833,624604,133.4
Kentucky,KY,45-54,2007,738,630641,117
Kentucky,KY,45-54,2008,809,638081,126.8
Kentucky,KY,45-54,2009,774,641717,120.6
Kentucky,KY,45-54,2010,802,643097,124.7
Kentucky,KY,45-54,2011,792,637556,124.2
Kentucky,KY,45-54,2012,807,627061,128.7
Kentucky,KY,45-54,2013,740,619528,119.4
Kentucky,KY,45-54,2014,795,610933,130.1
Kentucky,KY,45-54,2015,796,603912,131.8
Kentucky,KY,45-54,2016,806,596852,135
Kentucky,KY,45-54,2017,768,588090,130.6
Kentucky,KY,55-64,1999,1248,365988,341
Kentucky,KY,55-64,2000,1207,372595,323.9
Kentucky,KY,55-64,2001,1258,382298,329.1
Kentucky,KY,55-64,2002,1249,405555,308
Kentucky,KY,55-64,2003,1285,423593,303.4
Kentucky,KY,55-64,2004,1231,440485,279.5
Kentucky,KY,55-64,2005,1257,458920,273.9
Kentucky,KY,55-64,2006,1208,477485,253
Kentucky,KY,55-64,2007,1233,493319,249.9
Kentucky,KY,55-64,2008,1262,508641,248.1
Kentucky,KY,55-64,2009,1339,524383,255.3
Kentucky,KY,55-64,2010,1336,538993,247.9
Kentucky,KY,55-64,2011,1461,560468,260.7
Kentucky,KY,55-64,2012,1532,562778,272.2
Kentucky,KY,55-64,2013,1471,571744,257.3
Kentucky,KY,55-64,2014,1530,578122,264.7
Kentucky,KY,55-64,2015,1568,585545,267.8
Kentucky,KY,55-64,2016,1712,590470,289.9
Kentucky,KY,55-64,2017,1660,594559,279.2
Kentucky,KY,65-74,1999,2391,274018,872.6
Kentucky,KY,65-74,2000,2272,273943,829.4
Kentucky,KY,65-74,2001,2105,274350,767.3
Kentucky,KY,65-74,2002,2177,274094,794.3
Kentucky,KY,65-74,2003,1905,276867,688.1
Kentucky,KY,65-74,2004,1863,280681,663.7
Kentucky,KY,65-74,2005,1876,285541,657
Kentucky,KY,65-74,2006,1793,292586,612.8
Kentucky,KY,65-74,2007,1705,300454,567.5
Kentucky,KY,65-74,2008,1755,311179,564
Kentucky,KY,65-74,2009,1766,319714,552.4
Kentucky,KY,65-74,2010,1701,325314,522.9
Kentucky,KY,65-74,2011,1778,334546,531.5
Kentucky,KY,65-74,2012,1851,355298,521
Kentucky,KY,65-74,2013,1908,370128,515.5
Kentucky,KY,65-74,2014,1987,385387,515.6
Kentucky,KY,65-74,2015,2076,398866,520.5
Kentucky,KY,65-74,2016,2201,411687,534.6
Kentucky,KY,65-74,2017,2212,425393,520
Kentucky,KY,75-84,1999,3692,170785,2161.8
Kentucky,KY,75-84,2000,3552,172589,2058.1
Kentucky,KY,75-84,2001,3591,174136,2062.2
Kentucky,KY,75-84,2002,3530,176213,2003.3
Kentucky,KY,75-84,2003,3386,178297,1899.1
Kentucky,KY,75-84,2004,3034,178857,1696.3
Kentucky,KY,75-84,2005,3099,181480,1707.6
Kentucky,KY,75-84,2006,2910,182711,1592.7
Kentucky,KY,75-84,2007,2751,182845,1504.6
Kentucky,KY,75-84,2008,2652,182904,1449.9
Kentucky,KY,75-84,2009,2512,182869,1373.7
Kentucky,KY,75-84,2010,2502,183705,1362
Kentucky,KY,75-84,2011,2483,185832,1336.2
Kentucky,KY,75-84,2012,2438,186384,1308.1
Kentucky,KY,75-84,2013,2483,189439,1310.7
Kentucky,KY,75-84,2014,2377,193232,1230.1
Kentucky,KY,75-84,2015,2418,196538,1230.3
Kentucky,KY,75-84,2016,2428,200941,1208.3
