State_name,State,Age_group,Year,Deaths,Population,Crude_Rate
Alabama,AL,85+,2009,3765,74324,5065.7
Alabama,AL,85+,2010,3737,75684,4937.6
Alabama,AL,85+,2011,3768,77743,4846.7
Alabama,AL,85+,2008,3782,72594,5209.8
Alabama,AL,85+,2013,3719,81976,4536.7
Alabama,AL,85+,2014,3872,83567,4633.4
Alabama,AL,85+,2015,4071,85439,4764.8
Alabama,AL,85+,2016,3901,86753,4496.7
Alabama,AL,85+,2017,3877,88179,4396.7
Alabama,AL,25-34,2009,89,605551,14.7
Alabama,AL,25-34,2010,99,608922,16.3
Alabama,AL,25-34,2011,115,614507,18.7
Alabama,AL,25-34,2012,107,617757,17.3
Alabama,AL,25-34,2013,106,620984,17.1
Alabama,AL,25-34,2014,105,626387,16.8
Alabama,AL,25-34,2015,123,632726,19.4
Alabama,AL,85+,2012,3640,80104,4544.1
Alabama,AL,25-34,2017,104,640302,16.2
Alabama,AL,35-44,1999,362,686932,52.7
Alabama,AL,35-44,2000,308,685512,44.9
Alabama,AL,35-44,2001,345,678003,50.9
Alabama,AL,35-44,2002,391,666137,58.7
Alabama,AL,35-44,2003,367,655351,56
Alabama,AL,35-44,2004,385,647811,59.4
Alabama,AL,35-44,2005,350,642755,54.5
Alabama,AL,35-44,2006,369,642706,57.4
Alabama,AL,35-44,2007,328,638956,51.3
Alabama,AL,35-44,2008,314,632634,49.6
Alabama,AL,35-44,2009,356,626649,56.8
Alabama,AL,25-34,2016,89,637487,14
Alabama,AL,35-44,2011,321,608252,52.8
Alabama,AL,35-44,2012,334,606667,55.1
Alabama,AL,35-44,2013,333,607139,54.8
Alabama,AL,35-44,2014,337,605590,55.6
Alabama,AL,35-44,2015,327,602496,54.3
Alabama,AL,35-44,2016,335,595713,56.2
Alabama,AL,35-44,2017,310,591795,52.4
Alabama,AL,45-54,1999,817,585651,139.5
Alabama,AL,45-54,2000,872,600209,145.3
Alabama,AL,45-54,2001,915,623455,146.8
Alabama,AL,45-54,2002,916,629906,145.4
Alabama,AL,45-54,2003,910,639357,142.3
Alabama,AL,45-54,2004,938,648373,144.7
Alabama,AL,45-54,2005,957,659231,145.2
Alabama,AL,45-54,2006,998,671910,148.5
Alabama,AL,45-54,2007,880,680795,129.3
Alabama,AL,45-54,2008,985,688154,143.1
Alabama,AL,45-54,2009,961,692734,138.7
Alabama,AL,45-54,2010,955,693854,137.6
Alabama,AL,45-54,2011,941,685148,137.3
Alabama,AL,45-54,2012,943,673464,140
Alabama,AL,45-54,2013,990,664435,149
Alabama,AL,45-54,2014,865,656585,131.7
Alabama,AL,45-54,2015,965,649442,148.6
Alabama,AL,45-54,2016,909,644018,141.1
Alabama,AL,45-54,2017,878,636632,137.9
Alabama,AL,55-64,1999,1428,410542,347.8
Alabama,AL,55-64,2000,1385,415532,333.3
Alabama,AL,55-64,2001,1413,425024,332.5
Alabama,AL,55-64,2002,1423,447523,318
Alabama,AL,55-64,2003,1467,465670,315
Alabama,AL,55-64,2004,1464,485363,301.6
Alabama,AL,55-64,2005,1620,504487,321.1
Alabama,AL,55-64,2006,1545,524312,294.7
Alabama,AL,55-64,2007,1528,542075,281.9
Alabama,AL,55-64,2008,1549,556340,278.4
Alabama,AL,55-64,2009,1637,572887,285.7
Alabama,AL,55-64,2010,1625,588033,276.3
Alabama,AL,55-64,2011,1672,610224,274
Alabama,AL,35-44,2010,336,619501,54.2
Alabama,AL,55-64,2015,1852,637997,290.3
Alabama,AL,55-64,2016,1883,645092,291.9
Alabama,AL,55-64,2017,1997,650545,307
Alabama,AL,65-74,1999,2633,315928,833.4
Alabama,AL,65-74,2000,2599,316748,820.5
Alabama,AL,65-74,2001,2528,318262,794.3
Alabama,AL,65-74,2002,2321,318459,728.8
Alabama,AL,65-74,2003,2226,320967,693.5
Alabama,AL,65-74,2004,2168,323711,669.7
Alabama,AL,65-74,2005,2114,329027,642.5
Alabama,AL,65-74,2006,2100,336048,624.9
Alabama,AL,65-74,2007,2021,342611,589.9
Alabama,AL,65-74,2008,2024,354234,571.4
Alabama,AL,65-74,2009,2091,364755,573.3
Alabama,AL,65-74,2010,2153,370501,581.1
Alabama,AL,65-74,2011,2013,380180,529.5
Alabama,AL,65-74,2012,2197,402571,545.7
Alabama,AL,65-74,2013,2410,418704,575.6
Alabama,AL,65-74,2014,2378,435428,546.1
Alabama,AL,65-74,2015,2387,450273,530.1
Alabama,AL,65-74,2016,2556,464669,550.1
Alabama,AL,65-74,2017,2627,477332,550.4
Alabama,AL,75-84,1999,3982,194773,2044.4
Alabama,AL,75-84,2000,4001,195749,2043.9
Alabama,AL,75-84,2001,3741,198633,1883.4
Alabama,AL,75-84,2002,3829,200722,1907.6
Alabama,AL,75-84,2003,3892,203838,1909.4
Alabama,AL,75-84,2004,3760,204612,1837.6
Alabama,AL,75-84,2005,3734,205685,1815.4
Alabama,AL,75-84,2006,3558,207754,1712.6
Alabama,AL,75-84,2007,3300,208541,1582.4
Alabama,AL,75-84,2008,3283,210116,1562.5
Alabama,AL,75-84,2009,3071,209962,1462.6
Alabama,AL,75-84,2010,3119,211607,1474
Alabama,AL,75-84,2011,3063,214663,1426.9
Alabama,AL,75-84,2012,3055,216705,1409.8
Alabama,AL,75-84,2013,3076,220486,1395.1
Alabama,AL,75-84,2014,3056,224937,1358.6
Alabama,AL,75-84,2015,3211,228450,1405.6
Alabama,AL,75-84,2016,3116,233129,1336.6
Alabama,AL,75-84,2017,3280,238260,1376.6
Alabama,AL,85+,1999,4056,65953,6149.8
Alabama,AL,85+,2000,4117,67301,6117.3
Alabama,AL,85+,2001,4112,66936,6143.2
Alabama,AL,85+,2002,4161,66424,6264.3
Alabama,AL,85+,2003,4156,65567,6338.6
Alabama,AL,85+,2004,3906,65503,5963.1
Alabama,AL,85+,2005,3944,67390,5852.5
Alabama,AL,85+,2006,3824,69278,5519.8
Alabama,AL,85+,2007,3731,70918,5261
Alabama,AL,25-34,1999,76,608323,12.5
Alabama,AL,25-34,2000,80,603015,13.3
Alabama,AL,25-34,2001,88,588949,14.9
Alabama,AL,25-34,2002,103,583671,17.6
Alabama,AL,25-34,2003,90,583109,15.4
Alabama,AL,25-34,2004,88,583760,15.1
Alabama,AL,25-34,2005,100,585831,17.1
Alabama,AL,25-34,2006,135,591061,22.8
Alabama,AL,25-34,2007,85,593652,14.3
Alabama,AL,25-34,2008,92,598776,15.4
Alabama,AL,55-64,2013,1790,622799,287.4
Alabama,AL,55-64,2014,1782,629476,283.1
Alabama,AL,55-64,2012,1726,615408,280.5
Alaska,AK,35-44,2001,37,111004,33.3
Alaska,AK,35-44,1999,25,116881,21.4
Alaska,AK,35-44,2000,26,114049,22.8
Alaska,AK,35-44,2005,26,100595,25.8
Alaska,AK,35-44,2006,23,98682,23.3
Alaska,AK,35-44,2007,23,96454,23.8
Alaska,AK,35-44,2008,23,94295,24.4
Alaska,AK,35-44,2009,33,92685,35.6
Alaska,AK,35-44,2010,40,92974,43
Alaska,AK,35-44,2011,27,91953,29.4
Alaska,AK,35-44,2012,23,91993,25
Alaska,AK,35-44,2013,30,90454,33.2
Alaska,AK,35-44,2014,24,89980,26.7
Alaska,AK,35-44,2002,29,107776,26.9
Alaska,AK,35-44,2003,27,104401,25.9
Alaska,AK,35-44,2004,24,102617,23.4
Alaska,AK,45-54,1999,59,92120,64
Alaska,AK,45-54,2000,66,94952,69.5
Alaska,AK,45-54,2001,78,99953,78
Alaska,AK,45-54,2002,70,102844,68.1
Alaska,AK,45-54,2003,69,105868,65.2
Alaska,AK,45-54,2004,80,108069,74
Alaska,AK,45-54,2005,71,109846,64.6
Alaska,AK,45-54,2006,75,111530,67.2
Alaska,AK,45-54,2007,62,111676,55.5
Alaska,AK,45-54,2008,72,111163,64.8
Alaska,AK,45-54,2009,93,112318,82.8
Alaska,AK,45-54,2010,95,111026,85.6
Alaska,AK,45-54,2011,74,109611,67.5
Alaska,AK,45-54,2012,111,106266,104.5
Alaska,AK,45-54,2013,81,100482,80.6
Alaska,AK,45-54,2014,96,97583,98.4
Alaska,AK,45-54,2015,71,94440,75.2
Alaska,AK,45-54,2016,74,94167,78.6
Alaska,AK,45-54,2017,65,91285,71.2
Alaska,AK,55-64,1999,86,43341,198.4
Alaska,AK,55-64,2000,91,44750,203.4
Alaska,AK,55-64,2001,90,47643,188.9
Alaska,AK,55-64,2002,110,52428,209.8
Alaska,AK,55-64,2003,98,56268,174.2
Alaska,AK,55-64,2004,104,60988,170.5
Alaska,AK,55-64,2005,111,65507,169.4
Alaska,AK,55-64,2006,91,69753,130.5
Alaska,AK,55-64,2007,110,73679,149.3
Alaska,AK,55-64,2008,108,77967,138.5
Alaska,AK,55-64,2009,133,83075,160.1
Alaska,AK,55-64,2010,146,85909,169.9
Alaska,AK,55-64,2011,169,90885,185.9
Alaska,AK,55-64,2012,131,92816,141.1
Alaska,AK,55-64,2013,138,92820,148.7
Alaska,AK,55-64,2014,153,93050,164.4
Alaska,AK,55-64,2015,170,93624,181.6
Alaska,AK,55-64,2016,176,95322,184.6
Alaska,AK,35-44,2015,29,90156,32.2
Alaska,AK,35-44,2016,29,92145,31.5
Alaska,AK,35-44,2017,29,93212,31.1
Alaska,AK,65-74,2001,130,23338,557
Alaska,AK,65-74,2002,102,24115,423
Alaska,AK,65-74,2003,124,25031,495.4
Alaska,AK,65-74,2004,126,25949,485.6
Alaska,AK,65-74,2005,114,26825,425
Alaska,AK,65-74,2006,129,27990,460.9
Alaska,AK,65-74,2007,119,29703,400.6
Alaska,AK,65-74,2008,134,31798,421.4
Alaska,AK,65-74,2009,131,33759,388
Alaska,AK,65-74,2010,112,35350,316.8
Alaska,AK,65-74,2011,144,37702,381.9
Alaska,AK,65-74,2012,137,41000,334.1
Alaska,AK,65-74,2013,132,43810,301.3
Alaska,AK,65-74,2014,144,46606,309
Alaska,AK,65-74,2015,172,49155,349.9
Alaska,AK,65-74,2016,196,52387,374.1
Alaska,AK,65-74,2017,199,55904,356
Alaska,AK,75-84,1999,148,10052,1472.3
Alaska,AK,75-84,2000,177,10558,1676.5
Alaska,AK,75-84,2001,153,11238,1361.5
Alaska,AK,75-84,2002,148,11768,1257.6
Alaska,AK,75-84,2003,171,12214,1400
Alaska,AK,75-84,2004,137,12881,1063.6
Alaska,AK,75-84,2005,170,13507,1258.6
Alaska,AK,75-84,2006,175,13740,1273.7
Alaska,AK,75-84,2007,151,13898,1086.5
Alaska,AK,75-84,2008,150,14239,1053.4
Alaska,AK,75-84,2009,155,14612,1060.8
Alaska,AK,75-84,2010,123,14877,826.8
Alaska,AK,75-84,2011,150,15417,973
Alaska,AK,75-84,2012,125,16124,775.2
Alaska,AK,75-84,2013,143,16590,862
Alaska,AK,75-84,2014,166,16876,983.6
Alaska,AK,75-84,2015,193,17545,1100
Alaska,AK,75-84,2016,164,18399,891.4
Alaska,AK,75-84,2017,156,20122,775.3
Alaska,AK,85+,1999,89,2461,3616.4
Alaska,AK,85+,2000,116,2634,4403.9
Alaska,AK,85+,2001,105,2839,3698.5
Alaska,AK,85+,2002,100,2985,3350.1
Alaska,AK,85+,2003,122,3164,3855.9
Alaska,AK,85+,2004,107,3318,3224.8
Alaska,AK,85+,2005,121,3613,3349
Alaska,AK,85+,2006,144,3870,3720.9
Alaska,AK,85+,2007,137,4005,3420.7
Alaska,AK,85+,2008,134,4285,3127.2
Alaska,AK,85+,2009,153,4508,3394
Alaska,AK,85+,2010,177,4711,3757.2
Alaska,AK,85+,2011,160,5094,3141
Alaska,AK,85+,2012,164,5373,3052.3
Alaska,AK,85+,2013,166,5689,2917.9
Alaska,AK,85+,2014,186,5931,3136.1
Alaska,AK,85+,2015,190,6137,3096
Alaska,AK,85+,2016,177,6420,2757
Alaska,AK,85+,2017,195,6554,2975.3
Alaska,AK,65-74,2000,124,22507,550.9
Alaska,AK,55-64,2017,153,95366,160.4
Alaska,AK,65-74,1999,150,21731,690.3
Arizona,AZ,25-34,2000,48,742665,6.5
Arizona,AZ,25-34,1999,40,738538,5.4
Arizona,AZ,25-34,2004,48,788430,6.1
Arizona,AZ,25-34,2001,39,748567,5.2
Arizona,AZ,25-34,2002,52,761307,6.8
Arizona,AZ,25-34,2003,51,771335,6.6
Arizona,AZ,25-34,2008,48,858658,5.6
Arizona,AZ,25-34,2005,51,811925,6.3
Arizona,AZ,25-34,2006,49,838414,5.8
Arizona,AZ,25-34,2007,56,851237,6.6
Arizona,AZ,25-34,2012,56,877831,6.4
Arizona,AZ,25-34,2013,60,881828,6.8
Arizona,AZ,25-34,2014,59,897745,6.6
Arizona,AZ,25-34,2015,66,913645,7.2
Arizona,AZ,25-34,2016,54,933128,5.8
Arizona,AZ,25-34,2017,69,955894,7.2
Arizona,AZ,35-44,1999,186,761436,24.4
Arizona,AZ,35-44,2000,190,768804,24.7
Arizona,AZ,35-44,2001,198,777891,25.5
Arizona,AZ,35-44,2002,198,782077,25.3
Arizona,AZ,25-34,2009,52,859294,6.1
Arizona,AZ,25-34,2010,42,856693,4.9
Arizona,AZ,25-34,2011,48,870723,5.5
Arizona,AZ,35-44,2006,183,825809,22.2
Arizona,AZ,35-44,2007,182,831523,21.9
Arizona,AZ,35-44,2008,156,831711,18.8
Arizona,AZ,35-44,2009,181,825788,21.9
Arizona,AZ,35-44,2010,136,822494,16.5
Arizona,AZ,35-44,2011,176,821696,21.4
Arizona,AZ,35-44,2012,171,826174,20.7
Arizona,AZ,35-44,2013,157,829775,18.9
Arizona,AZ,35-44,2014,182,836593,21.8
Arizona,AZ,35-44,2015,166,841613,19.7
Arizona,AZ,35-44,2016,139,845220,16.4
Arizona,AZ,35-44,2017,179,858680,20.8
Arizona,AZ,45-54,1999,506,604767,83.7
Arizona,AZ,45-54,2000,558,627904,88.9
Arizona,AZ,45-54,2001,530,664404,79.8
Arizona,AZ,45-54,2002,612,682453,89.7
Arizona,AZ,45-54,2003,575,703231,81.8
Arizona,AZ,45-54,2004,542,726370,74.6
Arizona,AZ,45-54,2005,607,756024,80.3
Arizona,AZ,45-54,2006,629,784538,80.2
Arizona,AZ,45-54,2007,603,807802,74.6
Arizona,AZ,45-54,2008,577,825478,69.9
Arizona,AZ,45-54,2009,584,836017,69.9
Arizona,AZ,45-54,2010,533,842546,63.3
Arizona,AZ,45-54,2011,557,842402,66.1
Arizona,AZ,45-54,2012,537,839039,64
Arizona,AZ,45-54,2013,531,836217,63.5
Arizona,AZ,45-54,2014,511,839503,60.9
Arizona,AZ,45-54,2015,541,843768,64.1
Arizona,AZ,45-54,2016,574,846897,67.8
Arizona,AZ,45-54,2017,510,847764,60.2
Arizona,AZ,55-64,1999,1016,427747,237.5
Arizona,AZ,55-64,2000,976,442372,220.6
Arizona,AZ,55-64,2001,1017,464349,219
Arizona,AZ,55-64,2002,1053,496951,211.9
Arizona,AZ,55-64,2003,1039,527386,197
Arizona,AZ,55-64,2004,1132,559670,202.3
Arizona,AZ,35-44,2003,195,783198,24.9
Arizona,AZ,35-44,2004,191,791660,24.1
Arizona,AZ,35-44,2005,208,808093,25.7
Arizona,AZ,55-64,2007,1197,660397,181.3
Arizona,AZ,55-64,2008,1209,682249,177.2
Arizona,AZ,55-64,2009,1157,704828,164.2
Arizona,AZ,55-64,2010,1208,726228,166.3
Arizona,AZ,55-64,2011,1282,756230,169.5
Arizona,AZ,55-64,2012,1254,764833,164
Arizona,AZ,55-64,2013,1233,776850,158.7
Arizona,AZ,55-64,2014,1215,793914,153
Arizona,AZ,55-64,2015,1351,813701,166
Arizona,AZ,55-64,2016,1403,831142,168.8
Arizona,AZ,55-64,2017,1381,846253,163.2
Arizona,AZ,65-74,1999,2170,362714,598.3
Arizona,AZ,65-74,2000,2027,363841,557.1
Arizona,AZ,65-74,2001,1994,368912,540.5
Arizona,AZ,65-74,2002,1915,375319,510.2
Arizona,AZ,65-74,2003,1872,383311,488.4
Arizona,AZ,65-74,2004,1793,394895,454
Arizona,AZ,65-74,2005,1791,408816,438.1
Arizona,AZ,65-74,2006,1707,423965,402.6
Arizona,AZ,65-74,2007,1596,439585,363.1
Arizona,AZ,65-74,2008,1680,461986,363.6
Arizona,AZ,65-74,2009,1674,483182,346.5
Arizona,AZ,65-74,2010,1641,497892,329.6
Arizona,AZ,65-74,2011,1727,521580,331.1
Arizona,AZ,65-74,2012,1862,558589,333.3
Arizona,AZ,65-74,2013,1910,590110,323.7
Arizona,AZ,65-74,2014,1903,622486,305.7
Arizona,AZ,65-74,2015,2017,653014,308.9
Arizona,AZ,65-74,2016,2211,682820,323.8
Arizona,AZ,65-74,2017,2293,701409,326.9
Arizona,AZ,75-84,1999,3515,231098,1521
Arizona,AZ,75-84,2000,3435,235473,1458.8
Arizona,AZ,75-84,2001,3401,243327,1397.7
Arizona,AZ,75-84,2002,3407,248198,1372.7
Arizona,AZ,75-84,2003,3491,252669,1381.6
Arizona,AZ,75-84,2004,3210,257532,1246.4
Arizona,AZ,75-84,2005,3324,265532,1251.8
Arizona,AZ,75-84,2006,3110,269512,1153.9
Arizona,AZ,75-84,2007,2984,272172,1096.4
Arizona,AZ,75-84,2008,2944,275347,1069.2
Arizona,AZ,75-84,2009,2856,277413,1029.5
Arizona,AZ,75-84,2010,2650,280539,944.6
Arizona,AZ,75-84,2011,2738,290015,944.1
Arizona,AZ,75-84,2012,2722,298519,911.8
Arizona,AZ,75-84,2013,2707,309542,874.5
Arizona,AZ,75-84,2014,2676,322959,828.6
Arizona,AZ,75-84,2015,2850,336251,847.6
Arizona,AZ,75-84,2016,2958,351270,842.1
Arizona,AZ,75-84,2017,3160,363610,869.1
Arizona,AZ,85+,1999,3329,66200,5028.7
Arizona,AZ,85+,2000,3313,68525,4834.7
Arizona,AZ,85+,2001,3368,70994,4744.1
Arizona,AZ,85+,2002,3576,72605,4925.3
Arizona,AZ,85+,2003,3624,75704,4787.1
Arizona,AZ,85+,2004,3582,78197,4580.7
Arizona,AZ,85+,2005,3758,82184,4572.7
Arizona,AZ,85+,2006,3690,86787,4251.8
Arizona,AZ,85+,2007,3641,91210,3991.9
Arizona,AZ,85+,2008,3744,94831,3948.1
Arizona,AZ,85+,2009,3734,99851,3739.6
Arizona,AZ,85+,2010,3716,103400,3593.8
Arizona,AZ,85+,2011,4098,110240,3717.3
Arizona,AZ,85+,2012,4064,114425,3551.7
Arizona,AZ,85+,2013,4129,119210,3463.6
Arizona,AZ,85+,2014,4228,124772,3388.6
Arizona,AZ,85+,2015,4438,130789,3393.3
Arizona,AZ,85+,2016,4595,136834,3358.1
Arizona,AZ,85+,2017,4785,136727,3499.7
Arizona,AZ,55-64,2006,1188,633263,187.6
Arizona,AZ,55-64,2005,1195,596994,200.2
Arkansas,AR,85+,2008,2563,50052,5120.7
Arkansas,AR,85+,2009,2420,50628,4780
Arkansas,AR,85+,2007,2412,49210,4901.4
Arkansas,AR,85+,2012,2385,53920,4423.2
Arkansas,AR,85+,2013,2369,54416,4353.5
Arkansas,AR,85+,2010,2437,51402,4741.1
Arkansas,AR,85+,2011,2403,53051,4529.6
Arkansas,AR,85+,2016,2461,56680,4341.9
Arkansas,AR,85+,2017,2524,57882,4360.6
Arkansas,AR,85+,2014,2273,55050,4129
Arkansas,AR,85+,2015,2451,55980,4378.3
Arkansas,AR,25-34,2012,61,384233,15.9
Arkansas,AR,25-34,2013,60,384032,15.6
Arkansas,AR,25-34,2014,61,386530,15.8
Arkansas,AR,25-34,2015,66,388958,17
Arkansas,AR,25-34,2016,45,392755,11.5
Arkansas,AR,25-34,2017,50,395464,12.6
Arkansas,AR,35-44,1999,174,394882,44.1
Arkansas,AR,35-44,2000,167,398127,41.9
Arkansas,AR,35-44,2001,172,395032,43.5
Arkansas,AR,35-44,2002,201,389201,51.6
Arkansas,AR,35-44,2003,190,384753,49.4
Arkansas,AR,35-44,2004,172,382246,45
Arkansas,AR,35-44,2005,196,380572,51.5
Arkansas,AR,35-44,2006,200,381372,52.4
Arkansas,AR,35-44,2007,177,378802,46.7
Arkansas,AR,35-44,2008,188,374414,50.2
Arkansas,AR,35-44,2009,169,369150,45.8
Arkansas,AR,35-44,2010,155,366208,42.3
Arkansas,AR,35-44,2011,157,363873,43.1
Arkansas,AR,35-44,2012,178,363648,48.9
Arkansas,AR,35-44,2013,170,364666,46.6
Arkansas,AR,35-44,2014,176,364642,48.3
Arkansas,AR,35-44,2015,180,365774,49.2
Arkansas,AR,35-44,2016,186,364726,51
Arkansas,AR,35-44,2017,165,366276,45
Arkansas,AR,45-54,1999,434,340043,127.6
Arkansas,AR,45-54,2000,417,349519,119.3
Arkansas,AR,45-54,2001,444,363232,122.2
Arkansas,AR,45-54,2002,521,366034,142.3
Arkansas,AR,45-54,2003,460,370826,124
Arkansas,AR,45-54,2004,505,376080,134.3
Arkansas,AR,45-54,2005,516,383112,134.7
Arkansas,AR,45-54,2006,541,391289,138.3
Arkansas,AR,45-54,2007,538,396686,135.6
Arkansas,AR,45-54,2008,594,401762,147.8
Arkansas,AR,45-54,2009,560,405489,138.1
Arkansas,AR,45-54,2010,597,407266,146.6
Arkansas,AR,45-54,2011,568,403512,140.8
Arkansas,AR,25-34,2010,53,375892,14.1
Arkansas,AR,25-34,2011,47,381792,12.3
Arkansas,AR,45-54,2015,521,382362,136.3
Arkansas,AR,45-54,2016,493,378897,130.1
Arkansas,AR,45-54,2017,515,374651,137.5
Arkansas,AR,55-64,1999,767,251017,305.6
Arkansas,AR,55-64,2000,836,256783,325.6
Arkansas,AR,55-64,2001,851,262728,323.9
Arkansas,AR,55-64,2002,877,276471,317.2
Arkansas,AR,55-64,2003,843,286595,294.1
Arkansas,AR,55-64,2004,845,297658,283.9
Arkansas,AR,55-64,2005,849,308071,275.6
Arkansas,AR,55-64,2006,902,318693,283
Arkansas,AR,55-64,2007,877,327923,267.4
Arkansas,AR,55-64,2008,901,335312,268.7
Arkansas,AR,55-64,2009,906,343649,263.6
Arkansas,AR,55-64,2010,924,350991,263.3
Arkansas,AR,55-64,2011,1002,363599,275.6
Arkansas,AR,55-64,2012,1035,364152,284.2
Arkansas,AR,55-64,2013,1047,366965,285.3
Arkansas,AR,55-64,2014,1103,369673,298.4
Arkansas,AR,55-64,2015,1130,374520,301.7
Arkansas,AR,55-64,2016,1142,378345,301.8
Arkansas,AR,55-64,2017,1211,381856,317.1
Arkansas,AR,65-74,1999,1561,197936,788.6
Arkansas,AR,65-74,2000,1464,198334,738.1
Arkansas,AR,65-74,2001,1500,198248,756.6
Arkansas,AR,65-74,2002,1408,198262,710.2
Arkansas,AR,65-74,2003,1326,200441,661.5
Arkansas,AR,65-74,2004,1294,202755,638.2
Arkansas,AR,65-74,2005,1271,206253,616.2
Arkansas,AR,65-74,2006,1212,212125,571.4
Arkansas,AR,65-74,2007,1170,217281,538.5
Arkansas,AR,65-74,2008,1251,224652,556.9
Arkansas,AR,65-74,2009,1266,230814,548.5
Arkansas,AR,65-74,2010,1242,234602,529.4
Arkansas,AR,65-74,2011,1266,240264,526.9
Arkansas,AR,65-74,2012,1333,252770,527.4
Arkansas,AR,65-74,2013,1392,261551,532.2
Arkansas,AR,65-74,2014,1462,270213,541.1
Arkansas,AR,65-74,2015,1595,277411,575
Arkansas,AR,65-74,2016,1732,283580,610.8
Arkansas,AR,65-74,2017,1771,290509,609.6
Arkansas,AR,75-84,1999,2583,128798,2005.5
Arkansas,AR,75-84,2000,2542,129193,1967.6
Arkansas,AR,75-84,2001,2494,129844,1920.8
Arkansas,AR,75-84,2002,2454,130743,1877
Arkansas,AR,75-84,2003,2262,131018,1726.5
Arkansas,AR,75-84,2004,2113,130961,1613.5
Arkansas,AR,75-84,2005,2080,131294,1584.2
Arkansas,AR,75-84,2006,2021,132021,1530.8
Arkansas,AR,75-84,2007,1962,132326,1482.7
Arkansas,AR,75-84,2008,1919,132862,1444.4
Arkansas,AR,75-84,2009,1890,133141,1419.5
Arkansas,AR,75-84,2010,1845,133977,1377.1
Arkansas,AR,75-84,2011,1694,135784,1247.6
Arkansas,AR,75-84,2012,1852,135900,1362.8
Arkansas,AR,75-84,2013,1833,138453,1323.9
Arkansas,AR,75-84,2014,1881,140928,1334.7
Arkansas,AR,75-84,2015,1980,143758,1377.3
Arkansas,AR,75-84,2016,2006,146474,1369.5
Arkansas,AR,75-84,2017,2007,150753,1331.3
Arkansas,AR,85+,1999,2727,45862,5946.1
Arkansas,AR,85+,2000,2770,46492,5958
Arkansas,AR,85+,2001,2719,46467,5851.5
Arkansas,AR,85+,2002,2803,46266,6058.4
Arkansas,AR,85+,2003,2636,46272,5696.7
Arkansas,AR,85+,2004,2524,46414,5438
Arkansas,AR,85+,2005,2586,47128,5487.2
Arkansas,AR,85+,2006,2457,48405,5075.9
Arkansas,AR,25-34,1999,36,351295,10.2
Arkansas,AR,25-34,2000,46,352845,13
Arkansas,AR,25-34,2001,58,348283,16.7
Arkansas,AR,25-34,2002,41,347949,11.8
Arkansas,AR,25-34,2003,45,350210,12.8
Arkansas,AR,25-34,2004,51,354627,14.4
Arkansas,AR,25-34,2005,49,360441,13.6
Arkansas,AR,25-34,2006,59,366132,16.1
Arkansas,AR,25-34,2007,46,368360,12.5
Arkansas,AR,25-34,2008,64,370940,17.3
Arkansas,AR,25-34,2009,56,374133,15
Arkansas,AR,45-54,2012,535,396935,134.8
Arkansas,AR,45-54,2013,487,391101,124.5
Arkansas,AR,45-54,2014,596,385750,154.5
California,CA,25-34,2002,299,5225289,5.7
California,CA,25-34,2003,314,5211149,6
California,CA,25-34,2004,304,5201301,5.8
California,CA,25-34,2005,305,5170422,5.9
California,CA,25-34,2006,291,5169993,5.6
California,CA,25-34,2007,318,5180534,6.1
California,CA,25-34,2008,260,5227071,5
California,CA,25-34,2009,292,5279559,5.5
California,CA,25-34,2010,284,5317877,5.3
California,CA,25-34,2011,315,5412367,5.8
California,CA,25-34,2012,269,5482640,4.9
California,CA,25-34,2013,293,5591286,5.2
California,CA,25-34,2014,281,5723386,4.9
California,CA,25-34,2015,298,5835694,5.1
California,CA,25-34,2016,319,5917785,5.4
California,CA,25-34,2017,315,6023779,5.2
California,CA,35-44,1999,1197,5462186,21.9
California,CA,35-44,2000,1118,5485341,20.4
California,CA,35-44,2001,959,5516317,17.4
California,CA,35-44,2002,1230,5500299,22.4
California,CA,35-44,2003,1296,5485873,23.6
California,CA,35-44,2004,1147,5474192,21
California,CA,35-44,2005,1173,5448579,21.5
California,CA,35-44,2006,1155,5408745,21.4
California,CA,35-44,2007,1032,5338861,19.3
California,CA,35-44,2008,927,5278905,17.6
California,CA,35-44,2009,981,5214338,18.8
California,CA,35-44,2010,900,5182710,17.4
California,CA,35-44,2011,938,5163971,18.2
California,CA,35-44,2012,918,5161434,17.8
California,CA,35-44,2013,852,5149410,16.5
California,CA,35-44,2014,877,5175338,16.9
California,CA,35-44,2015,870,5187676,16.8
California,CA,35-44,2016,833,5159932,16.1
California,CA,35-44,2017,828,5223062,15.9
California,CA,45-54,1999,3347,4189310,79.9
California,CA,45-54,2000,3124,4331635,72.1
California,CA,25-34,1999,298,5278543,5.6
California,CA,25-34,2000,235,5229062,4.5
California,CA,25-34,2001,208,5234401,4
California,CA,45-54,2004,3497,4829266,72.4
California,CA,45-54,2005,3518,4926826,71.4
California,CA,45-54,2006,3610,5010240,72.1
California,CA,45-54,2007,3470,5087486,68.2
California,CA,45-54,2008,3405,5158516,66
California,CA,45-54,2009,3399,5220443,65.1
California,CA,45-54,2010,3220,5252371,61.3
California,CA,45-54,2011,3191,5250438,60.8
California,CA,45-54,2012,3062,5231936,58.5
California,CA,45-54,2013,3008,5212165,57.7
California,CA,45-54,2014,2972,5243544,56.7
California,CA,45-54,2015,2988,5246813,56.9
California,CA,45-54,2016,2944,5195297,56.7
California,CA,45-54,2017,2798,5162688,54.2
