State_abbrev,FIPS,ANSICODE,County,lat,long                                                                                                               
TX,48113,1383842,Dallas County,32.766987,-96.778424
TX,48115,1383843,Dawson County,32.741934,-101.947322
TX,48117,1383845,Deaf Smith County,34.940766,-102.607564
TX,48119,1383846,Delta County,33.385933,-95.67335
TX,48121,1383847,Denton County,33.205132,-97.12114
TX,48123,1383844,DeWitt County,29.082346,-97.361654
TX,48125,1383848,Dickens County,33.615363,-100.787617
TX,48127,1383849,Dimmit County,28.423587,-99.765871
TX,48129,1383850,Donley County,34.955036,-100.815846
TX,48131,1383851,Duval County,27.681123,-98.497393
TX,48133,1383852,Eastland County,32.324645,-98.83656
TX,48135,1383853,Ector County,31.865301,-102.542507
TX,48137,1383854,Edwards County,29.985877,-100.307373
TX,48139,1383856,Ellis County,32.346878,-96.79694
TX,48141,1383855,El Paso County,31.76648,-106.241424
TX,48143,1383857,Erath County,32.238136,-98.222377
TX,48145,1383858,Falls County,31.25193,-96.934127
TX,48147,1383859,Fannin County,33.591161,-96.104988
TX,48149,1383860,Fayette County,29.877886,-96.921231
TX,48151,1383861,Fisher County,32.740473,-100.40312
TX,48153,1383862,Floyd County,34.07373,-101.303274
TX,48155,1383863,Foard County,33.963306,-99.816828
TX,48157,1383864,Fort Bend County,29.526602,-95.771015
TX,48159,1383865,Franklin County,33.175846,-95.219066
TX,48161,1383866,Freestone County,31.70126,-96.144487
TX,48163,1383867,Frio County,28.869334,-99.108788
TX,48165,1383868,Gaines County,32.743942,-102.631561
TX,48167,1383869,Galveston County,29.228247,-94.895511
TX,48169,1383870,Garza County,33.183792,-101.301134
TX,48171,1383871,Gillespie County,30.325091,-98.941851
TX,48173,1383872,Glasscock County,31.868006,-101.521494
TX,48175,1383873,Goliad County,28.6607,-97.430415
TX,48177,1383874,Gonzales County,29.461912,-97.49192
TX,48179,1383875,Gray County,35.402542,-100.812374
TX,48181,1383876,Grayson County,33.624524,-96.675693
TX,48183,1383877,Gregg County,32.486397,-94.816276
TX,48185,1383878,Grimes County,30.543231,-95.988082
TX,48187,1383879,Guadalupe County,29.583532,-97.946771
TX,48189,1383880,Hale County,34.068436,-101.822888
TX,48191,1383881,Hall County,34.655623,-100.763893
TX,48193,1383882,Hamilton County,31.707342,-98.111756
TX,48195,1383883,Hansford County,36.272847,-101.35693
TX,48197,1383884,Hardeman County,34.289904,-99.745697
TX,48199,1383885,Hardin County,30.329648,-94.393178
TX,48201,1383886,Harris County,29.857273,-95.393037
TX,48203,1383887,Harrison County,32.547991,-94.374434
TX,48205,1383888,Hartley County,35.840244,-102.610047
TX,48207,1383889,Haskell County,33.175964,-99.730774
TX,48209,1383890,Hays County,30.061225,-98.029267
TX,48211,1383891,Hemphill County,35.815956,-100.27921
TX,48213,1383892,Henderson County,32.211633,-95.853418
TX,48215,1383893,Hidalgo County,26.396384,-98.18099
TX,48217,1383894,Hill County,31.982681,-97.130668
TX,48219,1383895,Hockley County,33.605932,-102.343398
TX,48221,1383896,Hood County,32.430149,-97.831677
TX,48223,1383897,Hopkins County,33.148959,-95.565194
TX,48225,1383898,Houston County,31.323036,-95.4216
TX,48227,1383899,Howard County,32.303471,-101.438772
TX,48229,1383900,Hudspeth County,31.450868,-105.377549
TX,48231,1383901,Hunt County,33.123308,-96.08423
TX,48233,1383902,Hutchinson County,35.837047,-101.362746
TX,48235,1383903,Irion County,31.303424,-100.981304
TX,48237,1383904,Jack County,33.232161,-98.171176
TX,48239,1383905,Jackson County,28.959802,-96.58908
TX,48241,1383906,Jasper County,30.752932,-94.022294
TX,48243,1383907,Jeff Davis County,30.621957,-104.191304
TX,48245,1383908,Jefferson County,29.854,-94.149331
TX,48247,1383909,Jim Hogg County,27.041212,-98.700127
TX,48249,1383910,Jim Wells County,27.733516,-98.090814
TX,48251,1383911,Johnson County,32.379821,-97.364959
TX,48253,1383912,Jones County,32.743709,-99.87443
TX,48255,1383913,Karnes County,28.908996,-97.852205
TX,48257,1383914,Kaufman County,32.598944,-96.288377
TX,48259,1383915,Kendall County,29.943525,-98.709269
TX,48261,1383916,Kenedy County,26.890213,-97.591143
TX,48263,1383917,Kent County,33.18478,-100.76972
TX,48265,1383918,Kerr County,30.059953,-99.353339
TX,48267,1383919,Kimble County,30.479472,-99.746396
TX,48269,1383920,King County,33.614268,-100.245345
TX,48271,1383921,Kinney County,29.347086,-100.4177
TX,48273,1383922,Kleberg County,27.438735,-97.66062
TX,48275,1383923,Knox County,33.616657,-99.747112
TX,48277,1383925,Lamar County,33.667263,-95.570348
TX,48279,1383926,Lamb County,34.068861,-102.348018
TX,48281,1383927,Lampasas County,31.196731,-98.240889
TX,48283,1383924,La Salle County,28.351098,-99.096774
TX,48285,1383928,Lavaca County,29.382578,-96.923633
TX,48287,1383929,Lee County,30.321078,-96.976321
TX,48289,1383930,Leon County,31.300493,-95.995622
TX,48291,1383931,Liberty County,30.158451,-94.844078
TX,48293,1383932,Limestone County,31.547543,-96.593623
TX,48295,1383933,Lipscomb County,36.2802,-100.272683
TX,48297,1383934,Live Oak County,28.351535,-98.126961
TX,48299,1383935,Llano County,30.707584,-98.68469
TX,48301,1383936,Loving County,31.844936,-103.561229
TX,48303,1383937,Lubbock County,33.611469,-101.819944
TX,48305,1383938,Lynn County,33.178412,-101.818493
TX,48307,1383945,McCulloch County,31.205477,-99.359856
TX,48309,1383946,McLennan County,31.549493,-97.201472
TX,48311,1383947,McMullen County,28.384922,-98.578853
TX,48313,1383939,Madison County,30.966878,-95.930372
TX,48315,1383940,Marion County,32.798182,-94.356853
TX,48317,1383941,Martin County,32.30983,-101.961836
TX,48319,1383942,Mason County,30.703229,-99.237613
TX,48321,1383943,Matagorda County,28.77476,-96.001532
TX,48323,1383944,Maverick County,28.729787,-100.316678
TX,48325,1383948,Medina County,29.353661,-99.111085
TX,48327,1383949,Menard County,30.884392,-99.853962
TX,48329,1383950,Midland County,31.870896,-102.024326
TX,48331,1383951,Milam County,30.791242,-96.984395
TX,48333,1383952,Mills County,31.494888,-98.594623
TX,48335,1383953,Mitchell County,32.304117,-100.924392
TX,48337,1383954,Montague County,33.678356,-97.725014
TX,48339,1383955,Montgomery County,30.300611,-95.494719
TX,48341,1383956,Moore County,35.835676,-101.890502
TX,48343,1383957,Morris County,33.116466,-94.731265
TX,48345,1383958,Motley County,34.057899,-100.793152
TX,48347,1383959,Nacogdoches County,31.62056,-94.62025
TX,48349,1383960,Navarro County,32.048448,-96.476909
TX,48351,1383961,Newton County,30.786718,-93.73925
TX,48353,1383962,Nolan County,32.312338,-100.418108
TX,48355,1383963,Nueces County,27.738737,-97.51866
TX,48357,1383964,Ochiltree County,36.278744,-100.815864
TX,48359,1383965,Oldham County,35.401921,-102.59762
TX,48361,1383966,Orange County,30.122323,-93.8941
TX,48363,1383967,Palo Pinto County,32.752204,-98.317967
TX,48365,1383968,Panola County,32.163978,-94.305156
TX,48367,1383969,Parker County,32.777096,-97.805905
TX,48369,1383970,Parmer County,34.532163,-102.784853
TX,48371,1383971,Pecos County,30.770894,-102.71986
TX,48373,1383972,Polk County,30.784553,-94.837338
TX,48375,1383973,Potter County,35.398675,-101.893804
TX,48377,1383974,Presidio County,30.005891,-104.261619
TX,48379,1383975,Rains County,32.87058,-95.79544
TX,48381,1383976,Randall County,34.962529,-101.895547
TX,48383,1383977,Reagan County,31.375191,-101.514395
TX,48385,1383978,Real County,29.830097,-99.812549
TX,48387,1383979,Red River County,33.619625,-95.048429
TX,48389,1383980,Reeves County,31.308366,-103.712706
TX,48391,1383981,Refugio County,28.312716,-97.161366
TX,48393,1383982,Roberts County,35.836216,-100.807555
TX,48395,1383983,Robertson County,31.025481,-96.514941
TX,48397,1383984,Rockwall County,32.898677,-96.404402
TX,48399,1383985,Runnels County,31.845119,-99.982715
TX,48401,1383986,Rusk County,32.109423,-94.756382
TX,48403,1383987,Sabine County,31.3433,-93.851913
TX,48405,1383988,San Augustine County,31.382449,-94.16318
TX,48407,1383989,San Jacinto County,30.574388,-95.163136
TX,48409,1383990,San Patricio County,28.011794,-97.517157
TX,48411,1383991,San Saba County,31.155138,-98.819292
TX,48413,1383992,Schleicher County,30.896233,-100.527216
TX,48415,1383993,Scurry County,32.744353,-100.913346
TX,48417,1383994,Shackelford County,32.74382,-99.347005
TX,48419,1383995,Shelby County,31.790139,-94.142579
TX,48421,1383996,Sherman County,36.278593,-101.899265
TX,48423,1383997,Smith County,32.375106,-95.268743
TX,48425,1383998,Somervell County,32.218071,-97.769217
TX,48427,1383999,Starr County,26.530903,-98.740235
TX,48429,1384000,Stephens County,32.736306,-98.836119
TX,48431,1384001,Sterling County,31.835773,-101.054911
TX,48433,1384002,Stonewall County,33.17958,-100.253807
TX,48435,1384003,Sutton County,30.51768,-100.50527
TX,48437,1384004,Swisher County,34.526319,-101.743865
TX,48439,1384005,Tarrant County,32.772119,-97.291224
TX,48441,1384006,Taylor County,32.297327,-99.890179
TX,48443,1384007,Terrell County,30.232343,-102.072513
TX,48445,1384008,Terry County,33.171229,-102.339284
TX,48447,1384009,Throckmorton County,33.170695,-99.205796
TX,48449,1384010,Titus County,33.214599,-94.966783
TX,48451,1384011,Tom Green County,31.398823,-100.463788
TX,48453,1384012,Travis County,30.239513,-97.69127
TX,48455,1384013,Trinity County,31.096675,-95.151687
TX,48457,1384014,Tyler County,30.769295,-94.375656
TX,48459,1384015,Upshur County,32.735349,-94.941184
TX,48461,1384016,Upton County,31.353816,-102.041546
TX,48463,1384017,Uvalde County,29.350308,-99.768427
TX,48465,1384018,Val Verde County,29.875285,-101.143324
TX,48467,1384019,Van Zandt County,32.558787,-95.836906
TX,48469,1384020,Victoria County,28.79637,-96.971198
TX,48471,1384021,Walker County,30.743163,-95.569825
TX,48473,1384022,Waller County,30.013578,-95.982102
TX,48475,1384023,Ward County,31.513069,-103.105113
TX,48477,1384024,Washington County,30.215075,-96.410272
TX,48479,1384025,Webb County,27.760799,-99.340752
TX,48481,1384026,Wharton County,29.27848,-96.229674
TX,48483,1384027,Wheeler County,35.392593,-100.253107
TX,48485,1384028,Wichita County,33.991103,-98.716851
TX,48487,1384029,Wilbarger County,34.08492,-99.24244
TX,48489,1384030,Willacy County,26.480381,-97.583256
TX,48491,1384031,Williamson County,30.64903,-97.605069
TX,48493,1384032,Wilson County,29.173883,-98.086734
TX,48495,1384033,Winkler County,31.831415,-103.055986
TX,48497,1384034,Wise County,33.219095,-97.653997
TX,48499,1384035,Wood County,32.783588,-95.382166
TX,48501,1384036,Yoakum County,33.162398,-102.832242
TX,48503,1384037,Young County,33.158788,-98.678281
TX,48505,1384038,Zapata County,26.996981,-99.182603
TX,48507,1384039,Zavala County,28.864652,-99.75983
UT,49001,1448015,Beaver County,38.357535,-113.238948
UT,49003,1455966,Box Elder County,41.300466,-113.126808
UT,49005,1448017,Cache County,41.734168,-111.744568
UT,49007,1448018,Carbon County,39.673284,-110.588484
UT,49009,1448019,Daggett County,40.890099,-109.505785
UT,49011,1448020,Davis County,41.037559,-112.201943
UT,49013,1448021,Duchesne County,40.289393,-110.429584
UT,49015,1448022,Emery County,39.009025,-110.7211
UT,49017,1448023,Garfield County,37.831664,-111.450908
UT,49019,1448024,Grand County,38.974326,-109.57345
UT,49021,1448025,Iron County,37.909304,-113.30674
UT,49023,1455158,Juab County,39.71412,-112.790471
UT,49025,1448026,Kane County,37.275089,-111.815329
UT,49027,1448027,Millard County,39.094535,-113.525009
UT,49029,1448028,Morgan County,41.091027,-111.577885
UT,49031,1448029,Piute County,38.335881,-112.129375
UT,49033,1448030,Rich County,41.627598,-111.240227
UT,49035,1448031,Salt Lake County,40.667883,-111.92424
UT,49037,1448032,San Juan County,37.602633,-109.791574
UT,49039,1448033,Sanpete County,39.382531,-111.572883
UT,49041,1448034,Sevier County,38.746824,-111.81193
UT,49043,1448035,Summit County,40.87206,-110.968486
UT,49045,1448036,Tooele County,40.467753,-113.123979
UT,49047,1448037,Uintah County,40.125887,-109.517748
UT,49049,1448038,Utah County,40.120425,-111.668508
UT,49051,1448039,Wasatch County,40.334884,-111.161568
UT,49053,1448040,Washington County,37.262531,-113.4878
UT,49055,1448041,Wayne County,38.25984,-110.990877
UT,49057,1448042,Weber County,41.270328,-111.876794
VT,50001,1461757,Addison County,44.031248,-73.141581
VT,50003,1461758,Bennington County,43.035325,-73.11146
VT,50005,1461759,Caledonia County,44.468791,-72.112168
VT,50007,1461760,Chittenden County,44.463329,-73.06941
VT,50009,1461761,Essex County,44.724021,-71.732736
VT,50011,1461762,Franklin County,44.858964,-72.909402
VT,50013,1461763,Grand Isle County,44.801787,-73.300759
VT,50015,1461764,Lamoille County,44.603704,-72.638922
VT,50017,1461765,Orange County,44.003392,-72.369687
VT,50019,1461766,Orleans County,44.828442,-72.25163
VT,50021,1461767,Rutland County,43.580858,-73.038202
VT,50023,1461768,Washington County,44.274988,-72.609514
VT,50025,1461769,Windham County,42.995335,-72.721955
VT,50027,1461770,Windsor County,43.572685,-72.598821
VA,51001,1480091,Accomack County,37.765944,-75.757807
VA,51003,1675170,Albemarle County,38.024184,-78.553506
VA,51005,1673675,Alleghany County,37.787905,-80.008669
VA,51007,1497770,Amelia County,37.331927,-77.977462
VA,51009,1480095,Amherst County,37.62861,-79.154281
VA,51011,1497238,Appomattox County,37.370725,-78.81094
VA,51013,1480097,Arlington County,38.878337,-77.100703
VA,51015,1480098,Augusta County,38.171911,-79.147557
VA,51017,1673638,Bath County,38.068368,-79.731203
VA,51019,1674818,Bedford County,37.312223,-79.52708
VA,51021,1494613,Bland County,37.130612,-81.125853
VA,51023,1674418,Botetourt County,37.565481,-79.797553
VA,51025,1493961,Brunswick County,36.764204,-77.861483
VA,51027,1497431,Buchanan County,37.26812,-82.038151
VA,51029,1501502,Buckingham County,37.573928,-78.529169
VA,51031,1674917,Campbell County,37.210152,-79.095428
VA,51033,1480107,Caroline County,38.030319,-77.352348
VA,51035,1480108,Carroll County,36.731963,-80.727831
VA,51036,1480109,Charles City County,37.361054,-77.05417
VA,51037,1492442,Charlotte County,37.009042,-78.658568
VA,51041,1480111,Chesterfield County,37.378434,-77.585847
VA,51043,1690562,Clarke County,39.115381,-77.990836
VA,51045,1673664,Craig County,37.473603,-80.231051
VA,51047,1497831,Culpeper County,38.48593,-77.956476
VA,51049,1494109,Cumberland County,37.520189,-78.252836
VA,51051,1497376,Dickenson County,37.136701,-82.34922
VA,51053,1690739,Dinwiddie County,37.073498,-77.635492
VA,51057,1480118,Essex County,37.93948,-76.941871
VA,51059,1480119,Fairfax County,38.82952,-77.273252
VA,51061,1480120,Fauquier County,38.744094,-77.821479
VA,51063,1494354,Floyd County,36.931438,-80.350309
VA,51065,1494061,Fluvanna County,37.830571,-78.283479
VA,51067,1494434,Franklin County,36.991182,-79.882715
VA,51069,1480124,Frederick County,39.203677,-78.263828
VA,51071,1494551,Giles County,37.318072,-80.698321
VA,51073,1480126,Gloucester County,37.403541,-76.523505
VA,51075,1674271,Goochland County,37.718814,-77.917626
VA,51077,1501196,Grayson County,36.652229,-81.215324
VA,51079,1480129,Greene County,38.297981,-78.470163
VA,51081,1501122,Greensville County,36.680336,-77.560277
VA,51083,1496705,Halifax County,36.766461,-78.939614
VA,51085,1480132,Hanover County,37.760215,-77.491317
VA,51087,1480133,Henrico County,37.631269,-77.651922
VA,51089,1502770,Henry County,36.781479,-79.759231
VA,51091,1673774,Highland County,38.366243,-79.564472
VA,51093,1702378,Isle of Wight County,36.901418,-76.707569
VA,51095,1480135,James City County,37.324837,-76.777888
VA,51097,1480136,King and Queen County,37.714372,-76.901855
VA,51099,1480137,King George County,38.277049,-77.162769
VA,51101,1480138,King William County,37.70826,-77.091054
VA,51103,1480139,Lancaster County,37.704843,-76.412663
VA,51105,1496538,Lee County,36.701721,-83.130112
VA,51107,1480141,Loudoun County,39.0812,-77.638898
VA,51109,1494707,Louisa County,37.972704,-77.959795
VA,51111,1492239,Lunenburg County,36.946094,-78.241985
VA,51113,1494590,Madison County,38.412059,-78.276961
VA,51115,1480145,Mathews County,37.425348,-76.268808
VA,51117,1500747,Mecklenburg County,36.687256,-78.368959
VA,51119,1480147,Middlesex County,37.606975,-76.528082
VA,51121,1674630,Montgomery County,37.175534,-80.387791
VA,51125,1500936,Nelson County,37.789079,-78.88344
VA,51127,1480150,New Kent County,37.510158,-76.999326
VA,51131,1480151,Northampton County,37.302775,-75.924018
VA,51133,1480152,Northumberland County,37.856974,-76.379687
VA,51135,1493928,Nottoway County,37.141167,-78.053866
VA,51137,1494761,Orange County,38.250193,-78.009622
VA,51139,1500440,Page County,38.623201,-78.49188
VA,51141,1497999,Patrick County,36.667138,-80.286413
VA,51143,1480157,Pittsylvania County,36.821721,-79.398502
VA,51145,1674225,Powhatan County,37.549404,-77.912855
VA,51147,1492359,Prince Edward County,37.224881,-78.432957
VA,51149,1480160,Prince George County,37.187325,-77.220993
VA,51153,1480161,Prince William County,38.701119,-77.479579
VA,51155,1501465,Pulaski County,37.063385,-80.713444
VA,51157,1673976,Rappahannock County,38.684522,-78.168824
VA,51159,1480164,Richmond County,37.942894,-76.730561
VA,51161,1480165,Roanoke County,37.343588,-79.943996
VA,51163,1480166,Rockbridge County,37.814517,-79.447754
VA,51165,1488970,Rockingham County,38.507585,-78.885321
VA,51167,1497573,Russell County,36.93342,-82.095934
VA,51169,1498172,Scott County,36.712776,-82.613624
VA,51171,1673918,Shenandoah County,38.856204,-78.573987
VA,51173,1500545,Smyth County,36.842318,-81.539786
VA,51175,1480171,Southampton County,36.720173,-77.103856
VA,51177,1480172,Spotsylvania County,38.182431,-77.657226
VA,51179,1480173,Stafford County,38.4154,-77.454878
VA,51181,1480174,Surry County,37.119761,-76.880172
VA,51183,1690257,Sussex County,36.926645,-77.259732
VA,51185,1497748,Tazewell County,37.125395,-81.562924
VA,51187,1674058,Warren County,38.908221,-78.207594
VA,51191,1498359,Washington County,36.747831,-81.950316
VA,51193,1480179,Westmoreland County,38.109311,-76.803933
VA,51195,1496656,Wise County,36.974561,-82.62156
VA,51197,1501379,Wythe County,36.899873,-81.083005
VA,51199,1480182,York County,37.219081,-76.561648
VA,51510,1498415,Alexandria city,38.820071,-77.084063
VA,51520,1498416,Bristol city,36.616954,-82.157564
VA,51530,1498417,Buena Vista city,37.729345,-79.358134
VA,51540,1789068,Charlottesville city,38.037658,-78.485381
VA,51550,1498558,Chesapeake city,36.679376,-76.301788
VA,51570,1498420,Colonial Heights city,37.261685,-77.396804
VA,51580,1789069,Covington city,37.778143,-79.986039
VA,51590,1498421,Danville city,36.583334,-79.408071
VA,51595,1498422,Emporia city,36.696182,-77.535975
VA,51600,1789070,Fairfax city,38.853183,-77.299025
VA,51610,1498423,Falls Church city,38.884722,-77.175603
VA,51620,1498424,Franklin city,36.684014,-76.941396
VA,51630,1498425,Fredericksburg city,38.299272,-77.486658
VA,51640,1498426,Galax city,36.66564,-80.914308
VA,51650,1498554,Hampton city,37.04803,-76.297149
VA,51660,1498563,Harrisonburg city,38.436255,-78.873303
VA,51670,1498428,Hopewell city,37.29101,-77.298944
VA,51678,1789071,Lexington city,37.782332,-79.44432
VA,51680,1498429,Lynchburg city,37.399016,-79.195458
VA,51683,1498430,Manassas city,38.747172,-77.484536
VA,51685,1498431,Manassas Park city,38.768945,-77.448767
VA,51690,1789072,Martinsville city,36.683527,-79.863647
VA,51700,1498555,Newport News city,37.076166,-76.521968
VA,51710,1498557,Norfolk city,36.923015,-76.244641
VA,51720,1498434,Norton city,36.931549,-82.625996
VA,51730,1498435,Petersburg city,37.20473,-77.392368
VA,51735,1498436,Poquoson city,37.12836,-76.303534
VA,51740,1498556,Portsmouth city,36.859623,-76.356307
VA,51750,1498438,Radford city,37.120119,-80.559147
VA,51760,1789073,Richmond city,37.531399,-77.476009
VA,51770,1498439,Roanoke city,37.278458,-79.958174
VA,51775,1789074,Salem city,37.285333,-80.055241
VA,51790,1789075,Staunton city,38.158056,-79.061501
VA,51800,1498560,Suffolk city,36.697157,-76.634781
VA,51810,1498559,Virginia Beach city,36.779985,-76.025209
VA,51820,1498443,Waynesboro city,38.067157,-78.90142
VA,51830,1789076,Williamsburg city,37.269481,-76.708193
VA,51840,1789077,Winchester city,39.173869,-78.176356
WA,53001,1531601,Adams County,47.011238,-118.512861
WA,53003,1533502,Asotin County,46.181861,-117.227781
WA,53005,1513302,Benton County,46.228125,-119.516659
WA,53007,1531932,Chelan County,47.860974,-120.619041
WA,53009,1531341,Clallam County,48.110903,-123.88986
WA,53011,1531820,Clark County,45.771674,-122.485903
WA,53013,1513273,Columbia County,46.29285,-117.911634
WA,53015,1529156,Cowlitz County,46.196785,-122.67846
WA,53017,1531818,Douglas County,47.741763,-119.694622
WA,53019,1531821,Ferry County,48.473256,-118.533589
WA,53021,1531822,Franklin County,46.53458,-118.906944
WA,53023,1533500,Garfield County,46.429478,-117.536711
WA,53025,1531924,Grant County,47.213633,-119.467788
WA,53027,1531823,Grays Harbor County,47.113999,-123.826655
WA,53029,1513272,Island County,48.158554,-122.670649
WA,53031,1531936,Jefferson County,47.805346,-123.527136
WA,53033,1531933,King County,47.490599,-121.833996
WA,53035,1529223,Kitsap County,47.639687,-122.649636
WA,53037,1531926,Kittitas County,47.124444,-120.676714
WA,53039,1529219,Klickitat County,45.870446,-120.779305
WA,53041,1531927,Lewis County,46.580071,-122.377444
WA,53043,1514052,Lincoln County,47.582743,-118.417692
WA,53045,1529221,Mason County,47.354126,-123.17385
WA,53047,1531928,Okanogan County,48.548453,-119.742235
WA,53049,1513274,Pacific County,46.556587,-123.782419
WA,53051,1529157,Pend Oreille County,48.543825,-117.232191
WA,53053,1529159,Pierce County,47.051415,-122.153242
WA,53055,1531931,San Juan County,48.50719,-123.103769
WA,53057,1531402,Skagit County,48.493292,-121.81577
WA,53059,1529220,Skamania County,46.024782,-121.953227
WA,53061,1529222,Snohomish County,48.070464,-121.936784
WA,53063,1529225,Spokane County,47.620375,-117.403371
WA,53065,1531930,Stevens County,48.388727,-117.854454
WA,53067,1529226,Thurston County,46.935822,-122.830152
WA,53069,1513275,Wahkiakum County,46.294638,-123.424458
WA,53071,1531819,Walla Walla County,46.254606,-118.480374
WA,53073,1529224,Whatcom County,48.842653,-121.836432
WA,53075,1533501,Whitman County,46.905944,-117.53539
WA,53077,1531929,Yakima County,46.456558,-120.740145
WV,54001,1696996,Barbour County,39.139725,-79.996947
WV,54003,1550008,Berkeley County,39.448054,-78.037776
WV,54005,1550009,Boone County,38.022814,-81.713539
WV,54007,1550010,Braxton County,38.699342,-80.731657
WV,54009,1558262,Brooke County,40.272645,-80.578691
WV,54011,1550012,Cabell County,38.419578,-82.243397
WV,54013,1696945,Calhoun County,38.844159,-81.115478
WV,54015,1550014,Clay County,38.459826,-81.081866
WV,54017,1689476,Doddridge County,39.26348,-80.701232
WV,54019,1560095,Fayette County,38.030933,-81.086051
WV,54021,1689673,Gilmer County,38.915867,-80.849413
WV,54023,1697238,Grant County,39.105988,-79.195064
WV,54025,1557518,Greenbrier County,37.924418,-80.45059
WV,54027,1718644,Hampshire County,39.312139,-78.611989
WV,54029,1560574,Hancock County,40.516958,-80.570164
WV,54031,1718557,Hardy County,39.011361,-78.841729
WV,54033,1718426,Harrison County,39.279182,-80.386498
WV,54035,1559963,Jackson County,38.834234,-81.677717
WV,54037,1550025,Jefferson County,39.307398,-77.86322
WV,54039,1550026,Kanawha County,38.328068,-81.523516
WV,54041,1550027,Lewis County,38.988877,-80.495477
WV,54043,1550028,Lincoln County,38.17177,-82.077623
WV,54045,1550029,Logan County,37.830591,-81.940853
WV,54047,1689162,McDowell County,37.382663,-81.658205
WV,54049,1718173,Marion County,39.505839,-80.243402
WV,54051,1717539,Marshall County,39.854426,-80.671794
WV,54053,1560254,Mason County,38.770914,-82.029007
WV,54055,1557645,Mercer County,37.403448,-81.106456
WV,54057,1717890,Mineral County,39.404781,-78.95669
WV,54059,1550036,Mingo County,37.721161,-82.158989
WV,54061,1550037,Monongalia County,39.633645,-80.059074
WV,54063,1557702,Monroe County,37.55034,-80.54789
WV,54065,1557950,Morgan County,39.555002,-78.257345
WV,54067,1550040,Nicholas County,38.291416,-80.797516
WV,54069,1717163,Ohio County,40.098932,-80.620728
WV,54071,1550042,Pendleton County,38.67445,-79.340617
WV,54073,1678557,Pleasants County,39.368133,-81.161172
WV,54075,1550044,Pocahontas County,38.332606,-80.010121
WV,54077,1558642,Preston County,39.46903,-79.668865
WV,54079,1550046,Putnam County,38.510513,-81.906109
WV,54081,1550047,Raleigh County,37.76247,-81.264671
WV,54083,1550048,Randolph County,38.781095,-79.867788
WV,54085,1689049,Ritchie County,39.177112,-81.066317
WV,54087,1550050,Roane County,38.743003,-81.354522
WV,54089,1557805,Summers County,37.656003,-80.856315
WV,54091,1689856,Taylor County,39.332478,-80.046554
WV,54093,1689423,Tucker County,39.111175,-79.559968
WV,54095,1678706,Tyler County,39.465634,-80.877219
WV,54097,1696800,Upshur County,38.902536,-80.231335
WV,54099,1550056,Wayne County,38.145541,-82.419681
WV,54101,1550057,Webster County,38.483459,-80.449052
WV,54103,1717836,Wetzel County,39.600602,-80.628157
WV,54105,1678877,Wirt County,39.020034,-81.382975
WV,54107,1560558,Wood County,39.211575,-81.516253
WV,54109,1550061,Wyoming County,37.603717,-81.548884
WI,55001,1581060,Adams County,43.973763,-89.767223
WI,55003,1581061,Ashland County,46.544424,-90.679691
WI,55005,1581062,Barron County,45.437192,-91.852892
WI,55007,1581063,Bayfield County,46.634199,-91.177282
WI,55009,1581064,Brown County,44.474021,-87.996151
WI,55011,1581065,Buffalo County,44.385642,-91.761229
WI,55013,1581066,Burnett County,45.866897,-92.37573
WI,55015,1581067,Calumet County,44.07841,-88.212132
WI,55017,1581068,Chippewa County,45.069092,-91.283505
WI,55019,1581069,Clark County,44.739346,-90.609953
WI,55021,1581070,Columbia County,43.471882,-89.330472
WI,55023,1581071,Crawford County,43.24991,-90.95123
WI,55025,1581072,Dane County,43.067468,-89.417852
WI,55027,1581073,Dodge County,43.422662,-88.704398
WI,55029,1581074,Door County,45.093417,-87.048683
WI,55031,1581075,Douglas County,46.463218,-91.892477
WI,55033,1581076,Dunn County,44.947745,-91.897661
WI,55035,1581077,Eau Claire County,44.726355,-91.286414
WI,55037,1581078,Florence County,45.871828,-88.406988
WI,55039,1581079,Fond du Lac County,43.754722,-88.493284
WI,55041,1581080,Forest County,45.666881,-88.773326
WI,55043,1581081,Grant County,42.870028,-90.694229
WI,55045,1581082,Green County,42.675522,-89.605074
WI,55047,1581083,Green Lake County,43.82619,-89.113699
WI,55049,1581084,Iowa County,43.001021,-90.133691
WI,55051,1581085,Iron County,46.32655,-90.261298
WI,55053,1581086,Jackson County,44.326331,-90.797491
WI,55055,1581087,Jefferson County,43.013804,-88.773985
WI,55057,1581088,Juneau County,43.932836,-90.113984
WI,55059,1581089,Kenosha County,42.579703,-87.425005
WI,55061,1581090,Kewaunee County,44.501064,-87.163062
WI,55063,1581091,La Crosse County,43.908222,-91.111758
WI,55065,1581092,Lafayette County,42.655578,-90.130292
WI,55067,1581093,Langlade County,45.26238,-89.067548
WI,55069,1581094,Lincoln County,45.338417,-89.742309
WI,55071,1581095,Manitowoc County,44.104433,-87.315478
WI,55073,1581096,Marathon County,44.898036,-89.757823
WI,55075,1581097,Marinette County,45.346899,-87.991198
WI,55077,1581098,Marquette County,43.826053,-89.409095
WI,55078,1581099,Menominee County,44.991304,-88.669251
WI,55079,1581100,Milwaukee County,43.01766,-87.481554
WI,55081,1581101,Monroe County,43.945175,-90.619969
WI,55083,1581102,Oconto County,44.996575,-88.206516
WI,55085,1581103,Oneida County,45.716176,-89.534533
WI,55087,1581104,Outagamie County,44.418226,-88.464988
WI,55089,1581105,Ozaukee County,43.360752,-87.499304
