State_abbrev,FIPS,ANSICODE,County,lat,long                                                                                                               
AL,1001,161526,Autauga County,32.532237,-86.64644
AL,1003,161527,Baldwin County,30.659218,-87.746067
AL,1005,161528,Barbour County,31.870253,-85.405104
AL,1007,161529,Bibb County,33.015893,-87.127148
AL,1009,161530,Blount County,33.977358,-86.56644
AL,1011,161531,Bullock County,32.101759,-85.717261
AL,1013,161532,Butler County,31.751667,-86.681969
AL,1015,161533,Calhoun County,33.771706,-85.822513
AL,1017,161534,Chambers County,32.915504,-85.394032
AL,1019,161535,Cherokee County,34.069515,-85.654242
AL,1021,161536,Chilton County,32.854051,-86.726607
AL,1023,161537,Choctaw County,31.990954,-88.248889
AL,1025,161538,Clarke County,31.685521,-87.818624
AL,1027,161539,Clay County,33.2704,-85.863525
AL,1029,161540,Cleburne County,33.671964,-85.516126
AL,1031,161541,Coffee County,31.402258,-85.989602
AL,1033,161542,Colbert County,34.703112,-87.801457
AL,1035,161543,Conecuh County,31.430926,-86.988722
AL,1037,161544,Coosa County,32.931445,-86.243482
AL,1039,161545,Covington County,31.243987,-86.448721
AL,1041,161546,Crenshaw County,31.732826,-86.319222
AL,1043,161547,Cullman County,34.131923,-86.869267
AL,1045,161548,Dale County,31.430654,-85.609476
AL,1047,161549,Dallas County,32.33354,-87.114356
AL,1049,161550,DeKalb County,34.460929,-85.803992
AL,1051,161551,Elmore County,32.597229,-86.142735
AL,1053,161552,Escambia County,31.122287,-87.16841
AL,1055,161553,Etowah County,34.047641,-86.034263
AL,1057,161554,Fayette County,33.716157,-87.764292
AL,1059,161555,Franklin County,34.441989,-87.842814
AL,1061,161556,Geneva County,31.092382,-85.821022
AL,1063,161557,Greene County,32.844497,-87.9642
AL,1065,161558,Hale County,32.752796,-87.623061
AL,1067,161559,Henry County,31.516978,-85.239971
AL,1069,161560,Houston County,31.158183,-85.296411
AL,1071,161561,Jackson County,34.764114,-85.980056
AL,1073,161562,Jefferson County,33.553444,-86.896536
AL,1075,161563,Lamar County,33.787085,-88.087431
AL,1077,161564,Lauderdale County,34.904122,-87.650997
AL,1079,161565,Lawrence County,34.529776,-87.321865
AL,1081,161566,Lee County,32.604064,-85.353048
AL,1083,161567,Limestone County,34.810239,-86.981399
AL,1085,161568,Lowndes County,32.147888,-86.650586
AL,1087,161569,Macon County,32.387027,-85.692887
AL,1089,161570,Madison County,34.764238,-86.55108
AL,1091,161572,Marengo County,32.247591,-87.791091
AL,1093,161573,Marion County,34.138219,-87.881551
AL,1095,161574,Marshall County,34.309564,-86.321668
AL,1097,161575,Mobile County,30.684572,-88.196568
AL,1099,161576,Monroe County,31.580332,-87.383266
AL,1101,161577,Montgomery County,32.202881,-86.204461
AL,1103,161578,Morgan County,34.454484,-86.846402
AL,1105,161579,Perry County,32.639005,-87.293827
AL,1107,161580,Pickens County,33.296793,-88.096863
AL,1109,161581,Pike County,31.798651,-85.941604
AL,1111,161582,Randolph County,33.296475,-85.464068
AL,1113,161583,Russell County,32.289811,-85.18698
AL,1115,164997,St. Clair County,33.712963,-86.315663
AL,1117,161584,Shelby County,33.263043,-86.678089
AL,1119,161585,Sumter County,32.597481,-88.200057
AL,1121,161586,Talladega County,33.369314,-86.17593
AL,1123,161587,Tallapoosa County,32.863369,-85.799553
AL,1125,161588,Tuscaloosa County,33.29022,-87.522783
AL,1127,161589,Walker County,33.791558,-87.301094
AL,1129,161590,Washington County,31.405217,-88.197564
AL,1131,161591,Wilcox County,31.990082,-87.304935
AL,1133,161592,Winston County,34.154607,-87.36529
AK,2013,1419964,Aleutians East Borough,55.245044,-161.997477
AK,2016,1419965,Aleutians West Census Area,51.948964,179.621188
AK,2020,1416061,Anchorage Municipality,61.17425,-149.284329
AK,2050,1419966,Bethel Census Area,60.929141,-160.152625
AK,2060,1419967,Bristol Bay Borough,58.741615,-156.966992
AK,2068,1419988,Denali Borough,63.681106,-150.026544
AK,2070,1419968,Dillingham Census Area,59.543326,-158.267123
AK,2090,1419969,Fairbanks North Star Borough,64.692317,-146.601733
AK,2100,1419970,Haines Borough,59.098404,-135.575791
AK,2105,2371430,Hoonah-Angoon Census Area,58.253462,-136.320731
AK,2110,1419971,Juneau City and Borough,58.643523,-134.281167
AK,2122,1419972,Kenai Peninsula Borough,60.366668,-152.322283
AK,2130,1419973,Ketchikan Gateway Borough,55.449938,-131.106685
AK,2150,1419974,Kodiak Island Borough,57.7044,-153.918372
AK,2158,1419985,Kusilvak Census Area,62.283588,-163.190171
AK,2164,1419975,Lake and Peninsula Borough,58.108674,-156.414001
AK,2170,1419976,Matanuska-Susitna Borough,62.279075,-149.617562
AK,2180,1419977,Nome Census Area,64.783686,-164.188912
AK,2185,1419978,North Slope Borough,69.449343,-153.47283
AK,2188,1419979,Northwest Arctic Borough,67.005066,-160.021086
AK,2195,2516404,Petersburg Borough,57.112458,-133.008598
AK,2198,1419980,Prince of Wales-Hyder Census Area,55.682773,-133.162389
AK,2220,1419981,Sitka City and Borough,57.193204,-135.367396
AK,2230,2339479,Skagway Municipality,59.575097,-135.335418
AK,2240,1419983,Southeast Fairbanks Census Area,63.864997,-143.218628
AK,2261,1419984,Valdez-Cordova Census Area,61.34984,-145.023141
AK,2275,2516402,Wrangell City and Borough,56.317416,-132.343978
AK,2282,1419986,Yakutat City and Borough,59.963024,-141.761587
AK,2290,1419987,Yukon-Koyukuk Census Area,65.375718,-151.577873
AZ,4001,25441,Apache County,35.385084,-109.490172
AZ,4003,25442,Cochise County,31.840129,-109.775163
AZ,4005,25443,Coconino County,35.829692,-111.773728
AZ,4007,40471,Gila County,33.789618,-110.81187
AZ,4009,25444,Graham County,32.931828,-109.87831
AZ,4011,42807,Greenlee County,33.238872,-109.242323
AZ,4012,43540,La Paz County,33.72761,-114.038806
AZ,4013,37026,Maricopa County,33.346541,-112.495534
AZ,4015,25445,Mohave County,35.717705,-113.749689
AZ,4017,42808,Navajo County,35.390785,-110.321025
AZ,4019,25446,Pima County,32.128523,-111.783027
AZ,4021,25447,Pinal County,32.918538,-111.366387
AZ,4023,40472,Santa Cruz County,31.525733,-110.845228
AZ,4025,42809,Yavapai County,34.631212,-112.577385
AZ,4027,23901,Yuma County,32.773942,-113.910905
AR,5001,63755,Arkansas County,34.28957,-91.376547
AR,5003,63756,Ashley County,33.190835,-91.772267
AR,5005,69895,Baxter County,36.280759,-92.330476
AR,5007,69896,Benton County,36.337836,-94.256224
AR,5009,69897,Boone County,36.304299,-93.079236
AR,5011,63757,Bradley County,33.466549,-92.169156
AR,5013,63758,Calhoun County,33.56046,-92.513879
AR,5015,66975,Carroll County,36.337774,-93.541663
AR,5017,69160,Chicot County,33.267139,-91.297158
AR,5019,66845,Clark County,34.053316,-93.176208
AR,5021,63759,Clay County,36.367302,-90.418704
AR,5023,66983,Cleburne County,35.566315,-92.05995
AR,5025,63760,Cleveland County,33.893201,-92.188714
AR,5027,63761,Columbia County,33.223038,-93.232843
AR,5029,66846,Conway County,35.265702,-92.689248
AR,5031,66847,Craighead County,35.827729,-90.631421
AR,5033,69161,Crawford County,35.583011,-94.236219
AR,5035,69162,Crittenden County,35.211879,-90.315332
AR,5037,66848,Cross County,35.285692,-90.763984
AR,5039,66849,Dallas County,33.967823,-92.653999
AR,5041,66850,Desha County,33.828752,-91.244103
AR,5043,66851,Drew County,33.587242,-91.722778
AR,5045,66852,Faulkner County,35.146286,-92.324711
AR,5047,66853,Franklin County,35.508558,-93.887665
AR,5049,66854,Fulton County,36.383619,-91.819664
AR,5051,66855,Garland County,34.578852,-93.146932
AR,5053,66856,Grant County,34.285568,-92.422979
AR,5055,66857,Greene County,36.120607,-90.566346
AR,5057,66858,Hempstead County,33.728611,-93.665809
AR,5059,66859,Hot Spring County,34.315177,-92.944147
AR,5061,66872,Howard County,34.083064,-93.990931
AR,5063,69163,Independence County,35.737499,-91.559942
AR,5065,66860,Izard County,36.094879,-91.913625
AR,5067,66861,Jackson County,35.596467,-91.223205
AR,5069,66862,Jefferson County,34.277628,-91.930701
AR,5071,66863,Johnson County,35.573359,-93.466322
AR,5073,66864,Lafayette County,33.240629,-93.611514
AR,5075,66865,Lawrence County,36.041098,-91.101153
AR,5077,66866,Lee County,34.779858,-90.779345
AR,5079,66873,Lincoln County,33.957675,-91.727626
AR,5081,66874,Little River County,33.699497,-94.229774
AR,5083,82850,Logan County,35.218654,-93.72091
AR,5085,69164,Lonoke County,34.755114,-91.894132
AR,5087,69165,Madison County,36.012545,-93.724053
AR,5089,69898,Marion County,36.266664,-92.678577
AR,5091,69166,Miller County,33.305505,-93.901502
AR,5093,69899,Mississippi County,35.766944,-90.052207
AR,5095,69167,Monroe County,34.679512,-91.20331
AR,5097,69168,Montgomery County,34.545581,-93.663329
AR,5099,69169,Nevada County,33.666699,-93.305072
AR,5101,69900,Newton County,35.910742,-93.215899
AR,5103,69170,Ouachita County,33.591168,-92.878413
AR,5105,69171,Perry County,34.946363,-92.926877
AR,5107,69172,Phillips County,34.423687,-90.855593
AR,5109,69173,Pike County,34.158191,-93.658659
AR,5111,69174,Poinsett County,35.56887,-90.681104
AR,5113,69175,Polk County,34.490915,-94.230884
AR,5115,69901,Pope County,35.456557,-93.026818
AR,5117,69176,Prairie County,34.831116,-91.55362
AR,5119,69177,Pulaski County,34.770311,-92.312996
AR,5121,69178,Randolph County,36.341298,-91.028441
AR,5123,83331,St. Francis County,35.014026,-90.742138
AR,5125,67102,Saline County,34.648525,-92.674463
AR,5127,69179,Scott County,34.858869,-94.063641
AR,5129,69180,Searcy County,35.896387,-92.695888
AR,5131,69181,Sebastian County,35.196981,-94.274989
AR,5133,69182,Sevier County,33.994877,-94.243279
AR,5135,69183,Sharp County,36.173399,-91.471069
AR,5137,69902,Stone County,35.857017,-92.140508
AR,5139,69903,Union County,33.168219,-92.598145
AR,5141,69904,Van Buren County,35.582953,-92.515976
AR,5143,69905,Washington County,35.971209,-94.218417
AR,5145,69906,White County,35.255118,-91.753034
AR,5147,69907,Woodruff County,35.192777,-91.244535
AR,5149,69908,Yell County,34.997713,-93.408303
CA,6001,1675839,Alameda County,37.647139,-121.912488
CA,6003,1675840,Alpine County,38.621783,-119.798352
CA,6005,1675841,Amador County,38.44355,-120.653856
CA,6007,1675842,Butte County,39.665959,-121.601919
CA,6009,1675885,Calaveras County,38.1839,-120.561441
CA,6011,1675902,Colusa County,39.177739,-122.237563
CA,6013,1675903,Contra Costa County,37.919479,-121.951543
CA,6015,1682074,Del Norte County,41.763958,-124.003614
CA,6017,277273,El Dorado County,38.785532,-120.534398
CA,6019,277274,Fresno County,36.761006,-119.655019
CA,6021,277275,Glenn County,39.602546,-122.4017
CA,6023,1681908,Humboldt County,40.706655,-123.926176
CA,6025,277277,Imperial County,33.040814,-115.3554
CA,6027,1804637,Inyo County,36.561977,-117.403927
CA,6029,2054176,Kern County,35.346629,-118.729506
CA,6031,277280,Kings County,36.072478,-119.81553
CA,6033,277281,Lake County,39.094802,-122.746757
CA,6035,1693324,Lassen County,40.721086,-120.629952
CA,6037,277283,Los Angeles County,34.196398,-118.261862
CA,6039,277284,Madera County,37.209821,-119.749802
CA,6041,277285,Marin County,38.051817,-122.745974
CA,6043,277286,Mariposa County,37.57003,-119.912861
CA,6045,277287,Mendocino County,39.432388,-123.442881
CA,6047,277288,Merced County,37.194806,-120.722802
CA,6049,277289,Modoc County,41.592918,-120.71837
CA,6051,277290,Mono County,37.915836,-118.875167
CA,6053,277291,Monterey County,36.240107,-121.315572
CA,6055,277292,Napa County,38.5071,-122.325904
CA,6057,1682927,Nevada County,39.297508,-120.771343
CA,6059,277294,Orange County,33.675687,-117.777207
CA,6061,277295,Placer County,39.062032,-120.722718
CA,6063,277296,Plumas County,39.992295,-120.824371
CA,6065,277297,Riverside County,33.729828,-116.002239
CA,6067,277298,Sacramento County,38.450016,-121.340441
CA,6069,277299,San Benito County,36.610702,-121.085296
CA,6071,277300,San Bernardino County,34.85722,-116.181197
CA,6073,277301,San Diego County,33.023604,-116.776117
CA,6075,277302,San Francisco County,37.727239,-123.032229
CA,6077,277303,San Joaquin County,37.934982,-121.272244
CA,6079,277304,San Luis Obispo County,35.385224,-120.447544
CA,6081,277305,San Mateo County,37.414672,-122.371546
CA,6083,277306,Santa Barbara County,34.537057,-120.039973
CA,6085,277307,Santa Clara County,37.220777,-121.690622
CA,6087,277308,Santa Cruz County,37.012488,-122.007205
CA,6089,1682610,Shasta County,40.760514,-122.043556
CA,6091,277310,Sierra County,39.576925,-120.521993
CA,6093,277311,Siskiyou County,41.587986,-122.533287
CA,6095,277312,Solano County,38.267226,-121.939594
CA,6097,1657246,Sonoma County,38.525182,-122.92611
CA,6099,277314,Stanislaus County,37.562316,-121.002831
CA,6101,277315,Sutter County,39.03619,-121.70394
CA,6103,1692767,Tehama County,40.126157,-122.232274
CA,6105,277317,Trinity County,40.647803,-123.114476
CA,6107,277318,Tulare County,36.228834,-118.781055
CA,6109,277319,Tuolumne County,38.021434,-119.964733
CA,6111,277320,Ventura County,34.358741,-119.133143
CA,6113,277321,Yolo County,38.679595,-121.902441
CA,6115,277322,Yuba County,39.266247,-121.340781
CO,8001,198116,Adams County,39.874325,-104.331872
CO,8003,198117,Alamosa County,37.568442,-105.788041
CO,8005,198118,Arapahoe County,39.644554,-104.331706
CO,8007,198119,Archuleta County,37.202395,-107.050863
CO,8009,198120,Baca County,37.306693,-102.537758
CO,8011,198121,Bent County,37.931891,-103.077584
CO,8013,198122,Boulder County,40.09497,-105.397691
CO,8014,1945881,Broomfield County,39.95321,-105.051995
CO,8015,198123,Chaffee County,38.738223,-106.316683
CO,8017,198124,Cheyenne County,38.835386,-102.604585
CO,8019,198125,Clear Creek County,39.669732,-105.69257
CO,8021,198126,Conejos County,37.213406,-106.176447
CO,8023,198127,Costilla County,37.277547,-105.42894
CO,8025,198128,Crowley County,38.30618,-103.772736
CO,8027,198129,Custer County,38.101994,-105.373515
CO,8029,198130,Delta County,38.861756,-107.864757
CO,8031,198131,Denver County,39.76185,-104.881105
CO,8033,198132,Dolores County,37.747602,-108.530383
CO,8035,198133,Douglas County,39.325414,-104.925987
CO,8037,198134,Eagle County,39.626992,-106.695169
CO,8039,198136,Elbert County,39.310582,-104.117729
CO,8041,198135,El Paso County,38.827383,-104.527472
CO,8043,198137,Fremont County,38.45517,-105.424958
CO,8045,198138,Garfield County,39.599352,-107.90978
CO,8047,198139,Gilpin County,39.861156,-105.528878
CO,8049,198140,Grand County,40.123205,-106.095935
CO,8051,198141,Gunnison County,38.67264,-107.066506
CO,8053,198142,Hinsdale County,37.821165,-107.338261
CO,8055,198143,Huerfano County,37.687815,-104.959928
CO,8057,198144,Jackson County,40.663432,-106.329248
CO,8059,198145,Jefferson County,39.579511,-105.245462
CO,8061,198146,Kiowa County,38.387663,-102.756849
CO,8063,198147,Kit Carson County,39.30534,-102.603023
CO,8065,198149,Lake County,39.205341,-106.350079
CO,8067,198148,La Plata County,37.287367,-107.839718
CO,8069,198150,Larimer County,40.658093,-105.486764
CO,8071,198151,Las Animas County,37.318831,-104.04411
CO,8073,198152,Lincoln County,38.99374,-103.507555
CO,8075,198153,Logan County,40.728091,-103.090464
CO,8077,198154,Mesa County,39.019421,-108.461893
CO,8079,198155,Mineral County,37.549067,-107.003236
CO,8081,198156,Moffat County,40.616358,-108.211099
CO,8083,198157,Montezuma County,37.338025,-108.595786
CO,8085,198158,Montrose County,38.407507,-108.266282
CO,8087,198159,Morgan County,40.263167,-103.812278
CO,8089,198160,Otero County,37.88417,-103.72126
CO,8091,198161,Ouray County,38.154731,-107.78848
CO,8093,198162,Park County,39.118914,-105.717648
CO,8095,198163,Phillips County,40.594712,-102.345105
CO,8097,198164,Pitkin County,39.217332,-106.915783
CO,8099,198165,Prowers County,37.958181,-102.392161
CO,8101,198166,Pueblo County,38.170658,-104.489892
CO,8103,198167,Rio Blanco County,39.972622,-108.200716
CO,8105,198168,Rio Grande County,37.485853,-106.453128
CO,8107,198169,Routt County,40.483664,-106.987702
CO,8109,198170,Saguache County,38.031651,-106.234666
CO,8111,198171,San Juan County,37.781074,-107.670257
CO,8113,198172,San Miguel County,38.009374,-108.427326
CO,8115,198173,Sedgwick County,40.871568,-102.355358
CO,8117,198174,Summit County,39.621023,-106.137555
CO,8119,198175,Teller County,38.870023,-105.187339
CO,8121,198176,Washington County,39.96579,-103.209744
CO,8123,198177,Weld County,40.555961,-104.383666
CO,8125,198178,Yuma County,40.000631,-102.422649
CT,9001,212794,Fairfield County,41.227413,-73.367061
CT,9003,212338,Hartford County,41.806053,-72.732916
CT,9005,212796,Litchfield County,41.791883,-73.235404
CT,9007,212797,Middlesex County,41.433003,-72.52278
CT,9009,212798,New Haven County,41.349717,-72.900204
CT,9011,212799,New London County,41.472652,-72.108634
CT,9013,212668,Tolland County,41.858081,-72.340978
CT,9015,212801,Windham County,41.824999,-71.990702
DE,10001,217271,Kent County,39.097088,-75.502982
DE,10003,217270,New Castle County,39.575915,-75.644132
DE,10005,217269,Sussex County,38.673227,-75.337024
DC,11001,1702382,District of Columbia,38.904103,-77.017229
FL,12001,308548,Alachua County,29.67574,-82.357221
FL,12003,306920,Baker County,30.324442,-82.302284
FL,12005,295738,Bay County,30.238263,-85.63151
FL,12007,303634,Bradford County,29.952386,-82.166599
FL,12009,295749,Brevard County,28.298304,-80.700331
FL,12011,295753,Broward County,26.193535,-80.476683
FL,12013,306919,Calhoun County,30.388801,-85.197915
FL,12015,295742,Charlotte County,26.868933,-81.941077
FL,12017,295752,Citrus County,28.84364,-82.52481
FL,12019,295726,Clay County,29.986584,-81.865036
FL,12021,295754,Collier County,26.118786,-81.400955
FL,12023,306909,Columbia County,30.221333,-82.623168
FL,12027,294452,DeSoto County,27.190581,-81.806253
FL,12029,295725,Dixie County,29.580899,-83.195666
FL,12031,293656,Duval County,30.335245,-81.648113
FL,12033,295737,Escambia County,30.611638,-87.3389
FL,12035,308547,Flagler County,29.474912,-81.286305
FL,12037,306911,Franklin County,29.810176,-84.799174
FL,12039,306918,Gadsden County,30.578687,-84.612607
FL,12041,303633,Gilchrist County,29.723456,-82.795801
FL,12043,295743,Glades County,26.95481,-81.19082
FL,12045,306917,Gulf County,29.907257,-85.256537
FL,12047,295736,Hamilton County,30.491226,-82.951069
FL,12049,295746,Hardee County,27.492846,-81.82158
FL,12051,307626,Hendry County,26.539967,-81.152114
FL,12053,295751,Hernando County,28.573043,-82.466227
FL,12055,295756,Highlands County,27.342627,-81.340921
FL,12057,295757,Hillsborough County,27.906607,-82.349719
FL,12059,295735,Holmes County,30.866222,-85.812959
FL,12061,307624,Indian River County,27.700528,-80.574789
FL,12063,295734,Jackson County,30.789249,-85.208814
FL,12065,295733,Jefferson County,30.424558,-83.890859
FL,12067,295732,Lafayette County,29.990066,-83.17851
FL,12069,308551,Lake County,28.764113,-81.712282
FL,12071,295758,Lee County,26.559035,-81.891994
FL,12073,306916,Leon County,30.45931,-84.2778
FL,12075,295724,Levy County,29.284457,-82.783462
FL,12077,308549,Liberty County,30.259849,-84.86858
FL,12079,295731,Madison County,30.447233,-83.470416
FL,12081,295744,Manatee County,27.481682,-82.368767
FL,12083,306922,Marion County,29.202805,-82.0431
FL,12085,308550,Martin County,27.083604,-80.398201
FL,12086,295755,Miami-Dade County,25.61058,-80.499137
FL,12087,295759,Monroe County,24.535414,-82.00692
FL,12089,295730,Nassau County,30.605926,-81.764929
FL,12091,306915,Okaloosa County,30.665851,-86.594187
FL,12093,295760,Okeechobee County,27.385592,-80.887388
FL,12095,295750,Orange County,28.514435,-81.323295
FL,12097,295748,Osceola County,28.059027,-81.139312
FL,12099,295761,Palm Beach County,26.649124,-80.448374
FL,12101,295739,Pasco County,28.307465,-82.464584
FL,12103,295745,Pinellas County,27.903122,-82.739518
FL,12105,295747,Polk County,27.953115,-81.692783
FL,12107,306910,Putnam County,29.606006,-81.740894
FL,12109,308371,St. Johns County,29.890644,-81.383948
FL,12111,308372,St. Lucie County,27.379812,-80.443537
FL,12113,306914,Santa Rosa County,30.701838,-87.012762
FL,12115,295741,Sarasota County,27.184386,-82.365835
FL,12117,303665,Seminole County,28.690092,-81.131989
FL,12119,295740,Sumter County,28.71431,-82.074703
FL,12121,295729,Suwannee County,30.189244,-82.992754
FL,12123,295728,Taylor County,30.009908,-83.609483
FL,12125,306913,Union County,30.05428,-82.366918
FL,12127,306921,Volusia County,29.057769,-81.161792
FL,12129,306912,Wakulla County,30.140358,-84.375112
FL,12131,295727,Walton County,30.631211,-86.176614
FL,12133,295762,Washington County,30.602217,-85.662797
GA,13001,349113,Appling County,31.739712,-82.290103
GA,13003,345784,Atkinson County,31.296806,-82.878151
GA,13005,344784,Bacon County,31.55021,-82.451433
GA,13007,342832,Baker County,31.31958,-84.454881
GA,13009,345255,Baldwin County,33.05949,-83.255457
GA,13011,349230,Banks County,34.351922,-83.498441
GA,13013,356976,Barrow County,33.992009,-83.712303
GA,13015,351604,Bartow County,34.240917,-84.838188
GA,13017,351606,Ben Hill County,31.740775,-83.14719
GA,13019,326638,Berrien County,31.288652,-83.22787
GA,13021,1672039,Bibb County,32.808845,-83.694194
GA,13023,347451,Bleckley County,32.435403,-83.331717
GA,13025,351605,Brantley County,31.197334,-81.982978
GA,13027,345518,Brooks County,30.822934,-83.581905
GA,13029,350496,Bryan County,32.017969,-81.438543
GA,13031,350302,Bulloch County,32.391711,-81.744021
GA,13033,347944,Burke County,33.060181,-82.000164
GA,13035,352295,Butts County,33.290355,-83.958221
GA,13037,344074,Calhoun County,31.521279,-84.62629
GA,13039,1671316,Camden County,30.913347,-81.642001
GA,13043,342852,Candler County,32.40395,-82.071266
GA,13045,326650,Carroll County,33.582237,-85.080527
GA,13047,353230,Catoosa County,34.900218,-85.139386
GA,13049,357747,Charlton County,30.779904,-82.139644
GA,13051,1694477,Chatham County,31.98041,-81.085196
GA,13053,351012,Chattahoochee County,32.347445,-84.788021
GA,13055,352213,Chattooga County,34.474178,-85.345289
GA,13057,1685718,Cherokee County,34.244317,-84.475057
GA,13059,1672699,Clarke County,33.952185,-83.367152
GA,13061,344805,Clay County,31.619831,-84.992583
GA,13063,1672399,Clayton County,33.542686,-84.355573
GA,13065,351285,Clinch County,30.917653,-82.702614
GA,13067,1686112,Cobb County,33.93994,-84.574166
GA,13069,347456,Coffee County,31.549245,-82.844938
GA,13071,343936,Colquitt County,31.189707,-83.769773
GA,13073,348865,Columbia County,33.547631,-82.252296
GA,13075,343878,Cook County,31.152516,-83.429445
GA,13077,326666,Coweta County,33.352897,-84.762138
GA,13079,342918,Crawford County,32.709428,-83.979187
GA,13081,351607,Crisp County,31.915149,-83.753531
GA,13083,347465,Dade County,34.852424,-85.506201
GA,13085,351312,Dawson County,34.442842,-84.173284
GA,13087,352234,Decatur County,30.880655,-84.584144
GA,13089,1687424,DeKalb County,33.770661,-84.226343
GA,13091,348116,Dodge County,32.164349,-83.167866
GA,13093,351608,Dooly County,32.151995,-83.807167
GA,13095,351259,Dougherty County,31.532588,-84.20904
GA,13097,1686467,Douglas County,33.701242,-84.767314
GA,13099,345041,Early County,31.324191,-84.906723
GA,13101,348092,Echols County,30.7085,-82.836132
GA,13103,350219,Effingham County,32.361711,-81.343337
GA,13105,347828,Elbert County,34.116455,-82.841834
GA,13107,347508,Emanuel County,32.5911,-82.299763
GA,13109,345923,Evans County,32.153083,-81.890153
GA,13111,351094,Fannin County,34.866543,-84.317331
GA,13113,1687740,Fayette County,33.412717,-84.493941
GA,13115,353665,Floyd County,34.263692,-85.213685
GA,13117,1673358,Forsyth County,34.225143,-84.127435
GA,13119,349324,Franklin County,34.375081,-83.228064
GA,13121,1694833,Fulton County,33.790034,-84.468182
GA,13123,351260,Gilmer County,34.690506,-84.454624
GA,13125,345642,Glascock County,33.227491,-82.606913
GA,13127,1671513,Glynn County,31.21271,-81.49645
GA,13129,356672,Gordon County,34.509667,-84.873862
GA,13131,351261,Grady County,30.875903,-84.245008
GA,13133,348672,Greene County,33.57674,-83.166613
GA,13135,1688166,Gwinnett County,33.959146,-84.023087
GA,13137,351383,Habersham County,34.634392,-83.525875
GA,13139,1686953,Hall County,34.317569,-83.8185
GA,13141,348209,Hancock County,33.26922,-83.000465
GA,13143,350637,Haralson County,33.795165,-85.220063
GA,13145,326700,Harris County,32.731549,-84.912432
GA,13147,1687995,Hart County,34.348733,-82.96329
GA,13149,347067,Heard County,33.291347,-85.137886
GA,13151,1671894,Henry County,33.452947,-84.154021
GA,13153,1671693,Houston County,32.458381,-83.662856
GA,13155,352302,Irwin County,31.604306,-83.277037
GA,13157,349570,Jackson County,34.130881,-83.562566
GA,13159,346144,Jasper County,33.318169,-83.690142
GA,13161,1687999,Jeff Davis County,31.811615,-82.636825
GA,13163,345714,Jefferson County,33.058176,-82.420004
GA,13165,342985,Jenkins County,32.794563,-81.971524
GA,13167,346664,Johnson County,32.694584,-82.66397
GA,13169,345367,Jones County,33.020226,-83.562339
GA,13171,326713,Lamar County,33.07446,-84.146721
GA,13173,348102,Lanier County,31.038197,-83.063164
GA,13175,346568,Laurens County,32.39322,-82.926317
GA,13177,343390,Lee County,31.818419,-84.146681
GA,13179,357095,Liberty County,31.807458,-81.457871
GA,13181,1688000,Lincoln County,33.792151,-82.448299
GA,13183,326719,Long County,31.749563,-81.74287
GA,13185,326720,Lowndes County,30.833145,-83.268995
GA,13187,357196,Lumpkin County,34.56814,-83.998925
GA,13189,348794,McDuffie County,33.479623,-82.478733
GA,13191,356886,McIntosh County,31.488592,-81.37246
GA,13193,346957,Macon County,32.362686,-84.051231
GA,13195,1688004,Madison County,34.128526,-83.203737
GA,13197,344107,Marion County,32.359532,-84.529567
GA,13199,346892,Meriwether County,33.029267,-84.667058
GA,13201,344088,Miller County,31.162931,-84.730398
GA,13205,343645,Mitchell County,31.228997,-84.192038
GA,13207,343073,Monroe County,33.017435,-83.922938
GA,13209,352276,Montgomery County,32.172108,-82.533349
GA,13211,346008,Morgan County,33.593474,-83.491049
GA,13213,1688005,Murray County,34.797097,-84.73799
GA,13215,357428,Muscogee County,32.510197,-84.874946
GA,13217,1673547,Newton County,33.544041,-83.855184
GA,13219,356774,Oconee County,33.834125,-83.437728
GA,13221,351262,Oglethorpe County,33.866806,-83.074081
GA,13223,349912,Paulding County,33.921026,-84.867162
GA,13225,343153,Peach County,32.571324,-83.831978
GA,13227,1673011,Pickens County,34.456804,-84.490333
GA,13229,349086,Pierce County,31.353988,-82.210427
GA,13231,346482,Pike County,33.090768,-84.386627
GA,13233,343585,Polk County,33.996015,-85.188338
GA,13235,347593,Pulaski County,32.238803,-83.481845
GA,13237,347246,Putnam County,33.32106,-83.37179
GA,13239,350547,Quitman County,31.862948,-85.004801
GA,13241,351489,Rabun County,34.883949,-83.404859
GA,13243,352242,Randolph County,31.762651,-84.752311
GA,13245,358024,Richmond County,33.361487,-82.074998
GA,13247,357592,Rockdale County,33.652081,-84.02637
GA,13249,344129,Schley County,32.263444,-84.322708
GA,13251,350204,Screven County,32.744751,-81.617585
GA,13253,351263,Seminole County,30.933894,-84.867592
GA,13255,353055,Spalding County,33.262389,-84.286067
GA,13257,350028,Stephens County,34.552914,-83.290216
GA,13259,347360,Stewart County,32.073225,-84.834912
GA,13261,343504,Sumter County,32.042197,-84.204257
GA,13263,326757,Talbot County,32.704603,-84.530029
GA,13265,347654,Taliaferro County,33.559319,-82.875272
GA,13267,347445,Tattnall County,32.043768,-82.059208
GA,13269,344156,Taylor County,32.554667,-84.251426
GA,13271,356958,Telfair County,31.913639,-82.931062
GA,13273,352238,Terrell County,31.777191,-84.439446
GA,13275,343835,Thomas County,30.86462,-83.919812
GA,13277,344090,Tift County,31.457003,-83.525931
GA,13279,345220,Toombs County,32.117812,-82.330626
GA,13281,351252,Towns County,34.902529,-83.732264
