"","County","FIPS","State","FFRPTH14","PCH_FFRPTH_09_14","FSRPTH14","PCH_FSRPTH_09_14","long","lat","group","order","State_name"
"191520","Kerr",48265,"TX",0.771330248,12.1310005,0.791107947,5.681331028,-99.6946563720703,29.8797492980957,2625,76972,"Texas"
"191531","Kershaw",45055,"SC",0.649134751,20.27286689,0.554139421,12.93915549,-80.294303894043,34.4118461608887,2312,68549,"South carolina"
"191575","Ketchikan Gateway",2130,"AK",0.870385145,65.29857319,0.870385145,-10.99307598,NA,NA,NA,NA,NA
"191576","Kewaunee",55061,"WI",0.391312855,60.86871454,1.173938564,-7.191126228,-87.7656784057617,44.318286895752,3018,89636,"Wisconsin"
"191588","Keweenaw",26083,"MI",0,0,2.706359946,-17.61067079,-87.719841003418,47.4179878234863,1239,39352,"Michigan"
"191620","Keya Paha",31103,"NE",0,0,0,-100,NA,NA,NA,NA,NA
"191621","Kidder",38043,"ND",0,-100,1.650165017,31.79317932,-100.078544616699,46.9825401306152,1980,59099,"North dakota"
"191632","Kimball",31105,"NE",0.538647994,2.316186372,0.538647994,-59.07352545,-103.373046875,41.0409660339355,1674,49843,"Nebraska"
"191640","Kimble",48267,"TX",0.901306895,108.3370888,0.901306895,-40.47511749,-99.2878570556641,30.2636299133301,2626,76984,"Texas"
"191648","King",48269,"TX",0,0,0,0,-121.318077087402,47.4638252258301,2907,85698,"Washington"
"191720","King",53033,"WA",0.826936197,-5.774020792,1.106267551,1.157189546,-121.318077087402,47.4638252258301,2907,85698,"Washington"
"191792","King and Queen",51097,"VA",0,0,0.278745645,92.13937282,NA,NA,NA,NA,NA
"191793","King George",51099,"VA",0.472980963,-21.16420886,0.551811123,-14.15658298,NA,NA,NA,NA,NA
"191794","King William",51101,"VA",0.432472507,13.65377487,0.864945014,51.53836649,NA,NA,NA,NA,NA
"191795","Kingfisher",40073,"OK",0.450682462,-32.84380634,0.901364924,-4.062580479,-98.1992340087891,35.712459564209,2136,62150,"Oklahoma"
"191801","Kingman",20095,"KS",0.389711613,-23.17809821,0.519615485,36.57226985,-98.4627990722656,37.379768371582,901,26897,"Kansas"
"191809","Kings",36047,"NY",0.76054822,16.72144327,0.735756027,22.51524703,-119.518997192383,36.4802207946777,172,7723,"California"
"191854","Kings",6031,"CA",0.578961729,13.02965912,0.299462963,-6.935467157,-119.518997192383,36.4802207946777,172,7723,"California"
"191899","Kingsbury",46077,"SD",0.197044335,1.399014778,0.78817734,-18.88078818,-97.1220703125,44.2036933898926,2368,70146,"South dakota"
"191906","Kinney",48271,"TX",0.283607487,1.191151446,0.567214974,102.3823029,-100.691604614258,29.0718765258789,2628,76994,"Texas"
"191922","Kiowa",8061,"CO",0,0,1.426533524,96.57631954,-99.0185623168945,37.4599800109863,902,26903,"Kansas"
"191973","Kiowa",40075,"OK",0.214224507,-49.41623822,0.642673522,1.167523565,-99.0185623168945,37.4599800109863,902,26903,"Kansas"
"192024","Kiowa",20097,"KS",0,-100,0.39793076,-66.97174692,-99.0185623168945,37.4599800109863,902,26903,"Kansas"
"192075","Kit Carson",8063,"CO",0.991080278,38.47043277,0.867195243,45.39395441,NA,NA,NA,NA,NA
"192076","Kitsap",53035,"WA",0.625533572,-0.870858102,0.708151214,1.257483917,-122.618698120117,47.796142578125,2908,85767,"Washington"
"192121","Kittitas",53037,"WA",1.128827431,-0.697541733,1.058275716,-12.60370382,-121.237869262695,47.0570259094238,2909,85871,"Washington"
"192192","Kittson",27069,"MN",0,-100,1.352874859,105.6820744,-97.225212097168,48.9993515014648,1315,40816,"Minnesota"
"192211","Klamath",41035,"OR",0.549996181,-25.40255885,1.008326331,9.857980267,-121.472785949707,42.0092658996582,2194,63849,"Oregon"
"192248","Kleberg",48273,"TX",0.869835353,10.9074868,0.714507611,-5.101480791,-97.8096237182617,27.2899799346924,2629,77055,"Texas"
"192300","Klickitat",53039,"WA",0.431427065,73.98590672,0.86285413,24.27564765,-120.962852478027,45.6418151855469,2910,85889,"Washington"
"192328","Knott",21119,"KY",0.31462371,73.49400118,0.125849484,108.1928014,-82.729377746582,37.2766342163086,1018,29722,"Kentucky"
"192372","Knox",21121,"KY",0.597521857,-13.30501061,0.345933707,-21.12711491,-83.82373046875,36.7323226928711,1019,29773,"Kentucky"
"192662","Knox",29103,"MO",0,0,0.75,-22.91875,-83.82373046875,36.7323226928711,1019,29773,"Kentucky"
"192952","Knox",31107,"NE",0.117896722,NA,1.178967225,2.57014855,-83.82373046875,36.7323226928711,1019,29773,"Kentucky"
"193242","Knox",39083,"OH",0.65394739,20.15391544,0.441414488,-16.36161043,-83.82373046875,36.7323226928711,1019,29773,"Kentucky"
"193532","Knox",17095,"IL",0.749006126,6.919612385,0.787416697,1.43655534,-83.82373046875,36.7323226928711,1019,29773,"Kentucky"
"193822","Knox",23013,"ME",0.756124609,0.62506301,1.663474141,-10.25332218,-83.82373046875,36.7323226928711,1019,29773,"Kentucky"
"194112","Knox",18083,"IN",0.658969898,15.31673688,0.896199062,18.97506094,-83.82373046875,36.7323226928711,1019,29773,"Kentucky"
"194402","Knox",47093,"TN",0.873743993,5.704563774,0.713260402,-0.86488306,-83.82373046875,36.7323226928711,1019,29773,"Kentucky"
"194692","Knox",48275,"TX",0.259201659,-52.7345775,0.518403318,-5.469155003,-83.82373046875,36.7323226928711,1019,29773,"Kentucky"
"194982","Kodiak Island",2150,"AK",0.500500501,12.65432099,0.786500787,18.01881246,NA,NA,NA,NA,NA
"194983","Koochiching",27071,"MN",0.622277536,3.266957063,1.244555072,-8.207149277,-93.409309387207,48.6040077209473,1316,40838,"Minnesota"
"195014","Kootenai",16055,"ID",0.671979148,-11.21669343,0.787369507,-11.31960503,-116.48804473877,47.3950691223145,544,21247,"Idaho"
"195037","Kosciusko",18085,"IN",0.687337712,26.44231818,0.814622473,8.517545107,-86.081184387207,41.0868034362793,705,24461,"Indiana"
"195052","Kossuth",19109,"IA",0.656943897,14.08925678,1.051110235,9.525686506,-94.4520874023438,43.2640419006348,809,25878,"Iowa"
"195060","La Crosse",55063,"WI",0.677902907,-9.064508942,0.88127378,18.21613838,NA,NA,NA,NA,NA
"195061","La Paz",4012,"AZ",0.741436409,1.398843359,1.482872819,26.7485542,NA,NA,NA,NA,NA
"195062","La Plata",8067,"CO",0.852025413,24.40788203,1.259515827,-13.01681574,NA,NA,NA,NA,NA
"195063","La Salle",22059,"LA",0.606509873,-10.73994205,0.202169958,-0.822157827,NA,NA,NA,NA,NA
"195064","La Salle",48283,"TX",0.936580145,217.0792079,0.535188654,20.79207921,NA,NA,NA,NA,NA
"195065","Labette",20099,"KS",0.477099237,73.02003817,0.90648855,40.88774537,-95.4203948974609,37.0130767822266,903,26910,"Kansas"
"195072","Lac qui Parle",27073,"MN",0.435350457,58.94645189,1.015817733,48.35002177,NA,NA,NA,NA,NA
"195073","Lackawanna",42069,"PA",0.68165044,-0.022423,1.095341742,11.16317058,-75.4700012207031,41.6425743103027,2247,65928,"Pennsylvania"
"195103","Laclede",29105,"MO",0.649002511,20.76570415,0.761872513,-7.117232038,-92.4180908203125,37.8495941162109,1502,44876,"Missouri"
"195121","Lafayette",5073,"AR",0.421881592,61.45408522,0.140627197,-64.1213144,-93.4264984130859,33.3003082275391,118,5364,"Arkansas"
"195300","Lafayette",28071,"MS",0.812393728,5.41259945,1.001322501,-8.28671238,-93.4264984130859,33.3003082275391,118,5364,"Arkansas"
"195479","Lafayette",22055,"LA",0.946342788,12.87503607,0.836006858,3.075888233,-93.4264984130859,33.3003082275391,118,5364,"Arkansas"
"195658","Lafayette",55065,"WI",0.296683083,-16.6765561,0.949385866,-5.893522187,-93.4264984130859,33.3003082275391,118,5364,"Arkansas"
"195837","Lafayette",12067,"FL",0.226372383,-4.527447651,0.226372383,-4.527447651,-93.4264984130859,33.3003082275391,118,5364,"Arkansas"
"196016","Lafayette",29107,"MO",0.550660793,-12.82252989,0.856583456,23.81727638,-93.4264984130859,33.3003082275391,118,5364,"Arkansas"
"196195","Lafourche",22057,"LA",0.520301979,2.021661552,0.397877984,-11.097403,-90.7450561523438,29.6906719207764,1107,33654,"Louisiana"
"196263","LaGrange",18087,"IN",0.208138204,10.36974265,0.676449162,0.436465813,NA,NA,NA,NA,NA
"196264","Lake",41037,"OR",0.765501403,-13.59676302,1.913753509,8.004046222,-85.8176193237305,44.175048828125,1240,39368,"Michigan"
"196636","Lake",26085,"MI",0.176351292,-31.85198248,1.146283397,-21.8302152,-85.8176193237305,44.175048828125,1240,39368,"Michigan"
"197008","Lake",8065,"CO",0.679624847,-36.91382357,1.359249694,-8.238288828,-85.8176193237305,44.175048828125,1240,39368,"Michigan"
"197380","Lake",39085,"OH",0.785237534,-11.0499941,0.772150242,-1.901084655,-85.8176193237305,44.175048828125,1240,39368,"Michigan"
"197752","Lake",18089,"IN",0.826146201,11.60604878,0.607880415,1.817710469,-85.8176193237305,44.175048828125,1240,39368,"Michigan"
"198124","Lake",47095,"TN",0.262088848,2.267068536,0.65522212,2.267068536,-85.8176193237305,44.175048828125,1240,39368,"Michigan"
"198496","Lake",12069,"FL",0.446640692,-4.35707429,0.658874212,-5.022157427,-85.8176193237305,44.175048828125,1240,39368,"Michigan"
"198868","Lake",46079,"SD",0.404269082,-10.38163001,1.131953428,-21.58392626,-85.8176193237305,44.175048828125,1240,39368,"Michigan"
"199240","Lake",17097,"IL",0.772845746,1.270528454,0.689179876,4.125870387,-85.8176193237305,44.175048828125,1240,39368,"Michigan"
"199612","Lake",30047,"MT",0.618577958,-11.3330355,0.6529434,-28.00545618,-85.8176193237305,44.175048828125,1240,39368,"Michigan"
"199984","Lake",27075,"MN",0.74906367,16.34028893,1.966292135,25.75016524,-85.8176193237305,44.175048828125,1240,39368,"Michigan"
"200356","Lake",6033,"CA",0.514146828,14.19910215,0.65436869,10.92065903,-85.8176193237305,44.175048828125,1240,39368,"Michigan"
"200728","Lake and Peninsula",2164,"AK",0,0,0,0,NA,NA,NA,NA,NA
"200729","Lake of the Woods",27077,"MN",0.510464523,-48.40479837,1.78662583,80.58320572,NA,NA,NA,NA,NA
"200730","Lamar",13171,"GA",0.439391443,-10.98417581,0.494315373,-39.91431867,-89.4559020996094,31.3579788208008,1404,42762,"Mississippi"
"200798","Lamar",48277,"TX",0.706742322,20.87730744,0.72693496,12.67491873,-89.4559020996094,31.3579788208008,1404,42762,"Mississippi"
"200866","Lamar",28073,"MS",0.948435082,-1.149353567,0.632290055,-7.383178116,-89.4559020996094,31.3579788208008,1404,42762,"Mississippi"
"200934","Lamar",1075,"AL",0.425954849,-10.61641752,0.709924748,4.28084623,-89.4559020996094,31.3579788208008,1404,42762,"Mississippi"
"201002","Lamb",48279,"TX",0.442021512,-23.80101665,0.663032268,-8.561219979,-102.61100769043,33.8274269104004,2632,77111,"Texas"
"201008","Lamoille",50015,"VT",0.717646121,24.01437571,1.87385376,25.9281778,-72.3588409423828,44.5933036804199,2783,80940,"Vermont"
"201035","LaMoure",38045,"ND",0.241021933,-0.168715353,1.687153531,39.76379851,NA,NA,NA,NA,NA
"201036","Lampasas",48281,"TX",0.496130185,-30.35749724,0.843421314,-2.50049613,-98.4570693969727,31.0199356079102,2633,77114,"Texas"
"201051","Lancaster",45057,"SC",0.481000481,9.892576559,0.517075517,25.75610172,-96.4631729125977,41.0065879821777,1676,49875,"Nebraska"
"201163","Lancaster",42071,"PA",0.611265282,10.79494224,0.611265282,11.97361184,-96.4631729125977,41.0065879821777,1676,49875,"Nebraska"
"201275","Lancaster",31109,"NE",0.931095611,7.587907861,0.669328518,15.53957035,-96.4631729125977,41.0065879821777,1676,49875,"Nebraska"
"201387","Lancaster",51103,"VA",0.905469033,14.72292648,1.267656646,-19.69395147,-96.4631729125977,41.0065879821777,1676,49875,"Nebraska"
"201499","Lander",32015,"NV",0.332834082,88.38409053,0.998502247,13.03045432,-117.003707885742,40.6513557434082,1722,50599,"Nevada"
"201543","Lane",20101,"KS",0.592768228,NA,0.592768228,NA,-122.005630493164,43.6250038146973,2196,63999,"Oregon"
"201638","Lane",41039,"OR",0.820456721,3.545769975,0.901386125,10.19209829,-122.005630493164,43.6250038146973,2196,63999,"Oregon"
"201733","Langlade",55067,"WI",0.566718187,26.47890549,1.391035549,-12.6864374,-88.9287796020508,45.3839874267578,3021,89684,"Wisconsin"
"201747","Lanier",13173,"GA",0.385616504,-36.95170153,0.48202063,-5.427552299,-83.2049331665039,31.0084743499756,443,17485,"Georgia"
"201766","Lapeer",26087,"MI",0.408380883,3.581727224,0.555851758,9.655964315,-83.462760925293,43.2239379882812,1241,39377,"Michigan"
"201778","LaPorte",18091,"IN",0.628118158,-11.37570825,0.798607372,-1.092476939,NA,NA,NA,NA,NA
"201779","Laramie",56021,"WY",0.674350808,-17.59250873,0.549855274,3.590442547,-104.656471252441,41.6540298461914,3069,90640,"Wyoming"
"201788","Larimer",8069,"CO",0.777485021,-5.460370569,0.87312802,3.208601965,-106.163352966309,40.8862686157227,249,10975,"Colorado"
"201814","Larue",21123,"KY",0.564174894,14.22123716,0.352609309,24.92947814,-85.6113510131836,37.4657135009766,1020,29807,"Kentucky"
"201852","Las Animas",8071,"CO",0.782806718,2.906466458,0.853970965,-15.80380017,NA,NA,NA,NA,NA
"201853","LaSalle",17099,"IL",0.620274899,-5.719042439,1.132675902,11.31372426,NA,NA,NA,NA,NA
"201854","Lassen",6035,"CA",0.409461715,19.97228259,0.472455825,-2.285018704,-120.573234558105,40.2903900146484,174,7813,"California"
"201879","Latah",16057,"ID",0.75499206,11.55460675,0.807060477,6.47145349,-116.688591003418,46.5299034118652,545,21287,"Idaho"
"201901","Latimer",40077,"OK",0.187038249,4.320583559,0.187038249,-47.83970822,-95.5235214233398,34.8874015808105,2138,62198,"Oklahoma"
"201914","Lauderdale",28075,"MS",0.827700372,5.466106984,0.614504822,-6.925708331,-87.4276275634766,34.801456451416,39,1838,"Alabama"
"202020","Lauderdale",1077,"AL",0.773395205,17.31010612,0.751912005,14.05149206,-87.4276275634766,34.801456451416,39,1838,"Alabama"
"202126","Lauderdale",47097,"TN",0.292162735,-9.559402365,0.219122051,-38.9525966,-87.4276275634766,34.801456451416,39,1838,"Alabama"
"202232","Laurel",21125,"KY",0.649837541,-2.502707656,0.499875031,-2.502707656,-84.1961441040039,36.9500503540039,1021,29891,"Kentucky"
"202294","Laurens",45059,"SC",0.480964333,3.790551669,0.465934198,29.87333353,-82.9700164794922,32.7101631164551,444,17519,"Georgia"
"202367","Laurens",13175,"GA",0.815029989,-5.687446448,0.73143717,18.49525959,-82.9700164794922,32.7101631164551,444,17519,"Georgia"
"202440","Lavaca",48285,"TX",0.45636631,75.48197353,0.507073678,39.27140756,-97.2423934936523,29.4041938781738,2635,77139,"Texas"
"202454","Lawrence",47099,"TN",0.544069641,2.599169057,0.473104036,22.67291953,-93.6098480224609,37.0990142822266,1504,44919,"Missouri"
"202700","Lawrence",39087,"OH",0.616652873,1.69417263,0.275871022,-13.55995326,-93.6098480224609,37.0990142822266,1504,44919,"Missouri"
"202946","Lawrence",28077,"MS",0.479923212,-21.68852984,0.159974404,-47.79235322,-93.6098480224609,37.0990142822266,1504,44919,"Missouri"
"203192","Lawrence",29109,"MO",0.447097809,-3.9931971,0.657496778,-5.875683431,-93.6098480224609,37.0990142822266,1504,44919,"Missouri"
"203438","Lawrence",21127,"KY",0.506200962,14.90038688,0.316375601,25.67229815,-93.6098480224609,37.0990142822266,1504,44919,"Missouri"
"203684","Lawrence",5075,"AR",0.35437954,53.58809285,0.649695824,25.14585343,-93.6098480224609,37.0990142822266,1504,44919,"Missouri"
"203930","Lawrence",18093,"IN",0.481358306,-28.35835644,0.393838614,-4.363547588,-93.6098480224609,37.0990142822266,1504,44919,"Missouri"
"204176","Lawrence",1079,"AL",0.477940078,-34.39794486,0.507811333,16.17030598,-93.6098480224609,37.0990142822266,1504,44919,"Missouri"
"204422","Lawrence",46081,"SD",0.932797988,-11.26852415,1.257249463,6.780890967,-93.6098480224609,37.0990142822266,1504,44919,"Missouri"
"204668","Lawrence",17101,"IL",0.363218112,22.05581452,0.726436225,10.95983138,-93.6098480224609,37.0990142822266,1504,44919,"Missouri"
"204914","Lawrence",42073,"PA",0.563247006,-2.876024233,0.585776887,-12.23813862,-93.6098480224609,37.0990142822266,1504,44919,"Missouri"
"205160","Le Flore",40079,"OK",0.361729065,-9.587628866,0.381825124,-13.24065396,NA,NA,NA,NA,NA
"205161","Le Sueur",27079,"MN",0.216060497,-0.144040331,0.828231905,43.54294202,NA,NA,NA,NA,NA
"205162","Lea",35025,"NM",0.628580408,1.33187617,0.542864898,-20.4419154,-103.716819763184,32.1314735412598,1775,52347,"New mexico"
"205181","Leake",28079,"MS",0.517397491,2.574052516,0.388048118,53.86107877,-89.3183898925781,32.9336166381836,1407,42803,"Mississippi"
"205188","Leavenworth",20103,"KS",0.444179347,-4.233663718,0.431488508,20.59464569,-95.0938110351562,38.9783172607422,905,26924,"Kansas"
"205214","Lebanon",42075,"PA",0.572019449,7.119906866,0.484016457,-9.360078806,-76.4211120605469,40.238826751709,2250,65989,"Pennsylvania"
"205227","Lee",13177,"GA",0.445342743,57.6847316,0.239799938,13.20955089,-85.4337310791016,32.7502670288086,41,1923,"Alabama"
"205587","Lee",19111,"IA",0.538457178,7.260669954,0.935215099,-18.21201803,-85.4337310791016,32.7502670288086,41,1923,"Alabama"
"205947","Lee",1081,"AL",0.82979482,6.464212097,0.706622152,4.163622407,-85.4337310791016,32.7502670288086,41,1923,"Alabama"
"206307","Lee",48287,"TX",0.657030223,-1.057221359,0.716760244,-37.50982402,-85.4337310791016,32.7502670288086,41,1923,"Alabama"
"206667","Lee",21129,"KY",0.52673163,38.44263015,0.263365815,107.6639452,-85.4337310791016,32.7502670288086,41,1923,"Alabama"
"207027","Lee",37105,"NC",0.771010023,-3.860078442,0.670443498,3.935050333,-85.4337310791016,32.7502670288086,41,1923,"Alabama"
"207387","Lee",12071,"FL",0.522432978,5.572325072,0.887400241,2.326272203,-85.4337310791016,32.7502670288086,41,1923,"Alabama"
"207747","Lee",5077,"AR",0.304259635,6.064908722,0.101419878,-46.96754564,-85.4337310791016,32.7502670288086,41,1923,"Alabama"
"208107","Lee",28081,"MS",0.938460456,-8.9847928,0.973652723,21.61217553,-85.4337310791016,32.7502670288086,41,1923,"Alabama"
"208467","Lee",51105,"VA",0.280549878,19.59841289,0.320628432,-8.877399703,-85.4337310791016,32.7502670288086,41,1923,"Alabama"
"208827","Lee",45061,"SC",0.490650384,18.68832797,0.272583547,-12.08272002,-85.4337310791016,32.7502670288086,41,1923,"Alabama"
"209187","Lee",17103,"IL",0.374262271,-35.50391742,0.921260976,4.18597956,-85.4337310791016,32.7502670288086,41,1923,"Alabama"
"209547","Leelanau",26089,"MI",0.593201004,61.0837326,1.688341319,-0.871549167,-85.628547668457,44.8053016662598,1242,39418,"Michigan"
"209582","Leflore",28083,"MS",0.668321558,35.78623258,0.668321558,20.6988734,-90.3210678100586,33.3690643310547,1409,42838,"Mississippi"
"209629","Lehigh",42077,"PA",0.687490743,9.005581278,0.721026876,-0.647932744,-75.4757308959961,40.4279022216797,2251,66017,"Pennsylvania"
"209652","Lemhi",16059,"ID",0.388299249,-38.88169816,1.812063163,18.84114246,-114.327995300293,44.8053016662598,546,21357,"Idaho"
"209774","Lenawee",26091,"MI",0.585580583,-0.500926371,0.656254102,-4.65293669,-84.0070724487305,42.0780181884766,1243,39427,"Michigan"
"209783","Lenoir",37107,"NC",0.889116868,25.79098426,0.581345644,23.37192687,-77.5441055297852,35.3916015625,1912,57046,"North carolina"
"209813","Leon",48289,"TX",0.593084633,11.11770094,1.008243876,70.01008244,-84.3050079345703,30.6417827606201,326,13491,"Florida"
"209880","Leon",12073,"FL",0.894403989,11.09432601,0.764116794,1.361576402,-84.3050079345703,30.6417827606201,326,13491,"Florida"
"209947","Leslie",21131,"KY",0.183183733,-30.62832021,0.183183733,108.1150394,-83.4283828735352,37.2995529174805,1024,30025,"Kentucky"
"209997","Letcher",21133,"KY",0.642150777,-17.65599194,0.214050259,4.302410206,-83.1533660888672,36.9729652404785,1025,30064,"Kentucky"
"210050","Levy",12075,"FL",0.429152046,-2.534801987,0.63110595,7.498380161,-82.9356384277344,29.5932693481445,327,13495,"Florida"
"210110","Lewis",47101,"TN",0.839912649,26.8058122,0.33596506,-32.3702335,-87.6396255493164,35.6265144348145,2447,72813,"Tennessee"
"210356","Lewis",54041,"WV",1.096624832,28.63409285,0.487388814,-19.9610089,-87.6396255493164,35.6265144348145,2447,72813,"Tennessee"
"210602","Lewis",21135,"KY",0.360230548,67.08693564,0.216138329,0.252161383,-87.6396255493164,35.6265144348145,2447,72813,"Tennessee"
"210848","Lewis",29111,"MO",0.295916354,NA,0.789110278,-38.06091324,-87.6396255493164,35.6265144348145,2447,72813,"Tennessee"
"211094","Lewis",16061,"ID",1.042209484,99.68733716,0.521104742,-50.07816571,-87.6396255493164,35.6265144348145,2447,72813,"Tennessee"
"211340","Lewis",36049,"NY",0.477590007,7.644807739,0.918442322,-4.457271237,-87.6396255493164,35.6265144348145,2447,72813,"Tennessee"
"211586","Lewis",53041,"WA",0.638909594,-7.461317301,0.758705143,-3.148073615,-87.6396255493164,35.6265144348145,2447,72813,"Tennessee"
"211832","Lewis and Clark",30049,"MT",0.652939747,-9.065806878,1.017371234,6.266121032,NA,NA,NA,NA,NA
"211833","Lexington",45063,"SC",0.791685859,9.060201508,0.698122985,-6.80310053,-81.0276870727539,33.7644004821777,2316,68719,"South carolina"
"211879","Lexington",51678,"VA",1.367801942,-12.88345084,1.778142525,-11.01666764,-81.0276870727539,33.7644004821777,2316,68719,"South carolina"
"211925","Liberty",13179,"GA",0.659529433,2.857449615,0.414123133,-18.31908413,-81.6121063232422,31.7418632507324,446,17607,"Georgia"
"212080","Liberty",12077,"FL",0,-100,0.4784689,299.3779904,-81.6121063232422,31.7418632507324,446,17607,"Georgia"
"212235","Liberty",48291,"TX",0.512052434,-1.474546891,0.371238015,-20.40550895,-81.6121063232422,31.7418632507324,446,17607,"Georgia"
"212390","Liberty",30051,"MT",0,-100,0.847816872,-3.221704112,-81.6121063232422,31.7418632507324,446,17607,"Georgia"
"212545","Licking",39089,"OH",0.714327882,-3.22438083,0.543125332,18.11761087,-82.2022552490234,40.2502861022949,2056,60718,"Ohio"
"212558","Limestone",48293,"TX",0.46760755,-27.76086833,0.680156436,-1.492093181,-86.9119644165039,34.5894622802734,42,1945,"Alabama"
"212587","Limestone",1083,"AL",0.561754436,1.522758398,0.429576922,-0.183506449,-86.9119644165039,34.5894622802734,42,1945,"Alabama"
"212616","Lincoln",20105,"KS",0,0,0.947268709,-38.44647932,-101.276023864746,41.0524253845215,1677,49887,"Nebraska"
"213230","Lincoln",55069,"WI",0.526445092,8.421366651,1.052890184,-2.07102367,-101.276023864746,41.0524253845215,1677,49887,"Nebraska"
"213844","Lincoln",23015,"ME",0.731635938,5.559823432,1.521802751,14.55535621,-101.276023864746,41.0524253845215,1677,49887,"Nebraska"
"214458","Lincoln",46083,"SD",0.310390316,-28.90101408,0.387987895,12.57339438,-101.276023864746,41.0524253845215,1677,49887,"Nebraska"
"215072","Lincoln",53043,"WA",0.87804878,54.68292683,0.487804878,-26.34146342,-101.276023864746,41.0524253845215,1677,49887,"Nebraska"
"215686","Lincoln",32017,"NV",0.192901235,-49.40200617,0.385802469,-32.53600823,-101.276023864746,41.0524253845215,1677,49887,"Nebraska"
"216300","Lincoln",47103,"TN",0.624312513,21.69687092,0.683770848,33.2870491,-101.276023864746,41.0524253845215,1677,49887,"Nebraska"
"216914","Lincoln",30053,"MT",0.418300654,-31.4788671,1.307189542,28.47712418,-101.276023864746,41.0524253845215,1677,49887,"Nebraska"
"217528","Lincoln",8073,"CO",0.54446461,47.63157895,1.451905626,-1.578947368,-101.276023864746,41.0524253845215,1677,49887,"Nebraska"
"218142","Lincoln",31111,"NE",0.698031551,1.298338685,0.642189027,1.298338685,-101.276023864746,41.0524253845215,1677,49887,"Nebraska"
"218756","Lincoln",41041,"OR",0.689566004,-6.728085364,2.241089514,-2.768428611,-101.276023864746,41.0524253845215,1677,49887,"Nebraska"
"219370","Lincoln",29113,"MO",0.331803351,-8.76630275,0.497705027,8.340015484,-101.276023864746,41.0524253845215,1677,49887,"Nebraska"
"219984","Lincoln",21137,"KY",0.368173451,1.354060135,0.204540806,-15.53828322,-101.276023864746,41.0524253845215,1677,49887,"Nebraska"
"220598","Lincoln",16063,"ID",0,-100,0.752445448,-3.103837472,-101.276023864746,41.0524253845215,1677,49887,"Nebraska"
"221212","Lincoln",54043,"WV",0.23190019,-36.8245907,0.46380038,12.31183876,-101.276023864746,41.0524253845215,1677,49887,"Nebraska"
"221826","Lincoln",22061,"LA",0.840036122,29.56157115,0.609026188,17.41517385,-101.276023864746,41.0524253845215,1677,49887,"Nebraska"
"222440","Lincoln",13181,"GA",0.393597481,5.917082131,0.655995802,5.917082131,-101.276023864746,41.0524253845215,1677,49887,"Nebraska"
"223054","Lincoln",5079,"AR",0.357909807,153.8475304,0.429491768,-39.0765927,-101.276023864746,41.0524253845215,1677,49887,"Nebraska"
"223668","Lincoln",37109,"NC",0.688972679,11.34516174,0.513597815,-9.45153789,-101.276023864746,41.0524253845215,1677,49887,"Nebraska"
"224282","Lincoln",35027,"NM",1.014919314,9.616627583,1.573124937,-15.04711362,-101.276023864746,41.0524253845215,1677,49887,"Nebraska"
"224896","Lincoln",40081,"OK",0.462173951,-25.11241419,0.722146798,29.32888998,-101.276023864746,41.0524253845215,1677,49887,"Nebraska"
"225510","Lincoln",56023,"WY",0.646307966,6.241278515,1.184897937,-10.72781458,-101.276023864746,41.0524253845215,1677,49887,"Nebraska"
"226124","Lincoln",27081,"MN",0,-100,1.036627505,22.15618521,-101.276023864746,41.0524253845215,1677,49887,"Nebraska"
"226738","Lincoln",28085,"MS",0.805176132,0.293314162,0.431344357,25.3666427,-101.276023864746,41.0524253845215,1677,49887,"Nebraska"
"227352","Linn",29115,"MO",0.48736902,3.768987085,0.56859719,3.768987085,-122.320762634277,44.2495307922363,2197,64047,"Oregon"
"227451","Linn",41043,"OR",0.519454405,0.42871745,0.678642046,9.337716579,-122.320762634277,44.2495307922363,2197,64047,"Oregon"
"227550","Linn",19113,"IA",0.734784226,-2.237888835,0.84500186,11.71934339,-122.320762634277,44.2495307922363,2197,64047,"Oregon"
"227649","Linn",20107,"KS",0.210482004,-32.16165018,0.631446011,52.6362871,-122.320762634277,44.2495307922363,2197,64047,"Oregon"
"227748","Lipscomb",48295,"TX",0.281452294,-6.38896707,0.844356882,180.8330988,-100.542633056641,36.0447769165039,2640,77244,"Texas"
"227753","Litchfield",9005,"CT",0.518938554,45.00898444,1.070310769,-3.154713962,-73.0349349975586,41.6196556091309,280,11841,"Connecticut"
"227785","Little River",5081,"AR",0.478774338,111.1075646,0.239387169,-54.76266472,NA,NA,NA,NA,NA
"227786","Live Oak",48297,"TX",0.744355306,21.32991481,1.240592176,57.2795192,NA,NA,NA,NA,NA
"227787","Livingston",36051,"NY",0.727711888,25.28134662,0.83609451,5.18712081,-88.4474945068359,37.1677703857422,1028,30215,"Kentucky"
"227947","Livingston",17105,"IL",0.527662718,-6.330273689,0.844260349,6.360463424,-88.4474945068359,37.1677703857422,1028,30215,"Kentucky"
"228107","Livingston",26093,"MI",0.522640574,4.000879614,0.554968857,2.545786305,-88.4474945068359,37.1677703857422,1028,30215,"Kentucky"
"228267","Livingston",22063,"LA",0.530382833,9.754467286,0.324122843,-9.079941298,-88.4474945068359,37.1677703857422,1028,30215,"Kentucky"
"228427","Livingston",29117,"MO",0.265727762,0.378662061,0.664319405,-22.78564457,-88.4474945068359,37.1677703857422,1028,30215,"Kentucky"
