"","County","FIPS","State","FFRPTH14","PCH_FFRPTH_09_14","FSRPTH14","PCH_FSRPTH_09_14","long","lat","group","order","State_name"
"31544","Carroll",13045,"GA",0.709947148,-12.8871184,0.745006267,9.697702751,-85.004020690918,33.4206275939941,379,15550,"Georgia"
"31860","Carroll",47017,"TN",0.422982023,-13.97149907,0.599224533,13.74879568,-85.004020690918,33.4206275939941,379,15550,"Georgia"
"32176","Carroll",17015,"IL",0.679578661,-4.389460353,0.88345226,51.91452411,-85.004020690918,33.4206275939941,379,15550,"Georgia"
"32492","Carroll",19027,"IA",0.729501021,-15.93311286,1.02130143,-3.705202005,-85.004020690918,33.4206275939941,379,15550,"Georgia"
"32808","Carroll",39019,"OH",0.532160216,-9.479547309,0.425728173,-5.301680262,-85.004020690918,33.4206275939941,379,15550,"Georgia"
"33124","Carroll",18015,"IN",0.652512172,19.24956537,0.652512172,9.312101591,-85.004020690918,33.4206275939941,379,15550,"Georgia"
"33440","Carroll",5015,"AR",0.540657439,-22.72013295,1.838235294,-0.154411765,-85.004020690918,33.4206275939941,379,15550,"Georgia"
"33756","Carroll",29033,"MO",0.331748314,-22.75240518,0.995244941,32.42444827,-85.004020690918,33.4206275939941,379,15550,"Georgia"
"34072","Carroll",33003,"NH",0.970484609,-5.401517555,2.2363341,-2.00548109,-85.004020690918,33.4206275939941,379,15550,"Georgia"
"34388","Carroll",28015,"MS",0,-100,0.292568754,-48.29334894,-85.004020690918,33.4206275939941,379,15550,"Georgia"
"34704","Carroll",24013,"MD",0.679258774,10.15071307,0.60179944,6.93335835,-85.004020690918,33.4206275939941,379,15550,"Georgia"
"35020","Carson",48065,"TX",0.665225345,3.442541161,0.166306336,-65.51915295,-101.081214904785,35.6150550842285,2524,75275,"Texas"
"35025","Carson City",32510,"NV",0.898719783,1.612193243,0.990425883,9.741168703,NA,NA,NA,NA,NA
"35026","Carter",21043,"KY",0.661205598,-3.307381336,0.514271021,29.90018467,-91.2435302734375,36.8698310852051,1467,44245,"Missouri"
"35182","Carter",47019,"TN",0.580107584,19.41721789,0.369159371,11.98935267,-91.2435302734375,36.8698310852051,1467,44245,"Missouri"
"35338","Carter",29035,"MO",0.479386385,-1.917545542,0.479386385,-1.917545542,-91.2435302734375,36.8698310852051,1467,44245,"Missouri"
"35494","Carter",40019,"OK",0.614489666,-6.000921074,0.757870588,15.93219734,-91.2435302734375,36.8698310852051,1467,44245,"Missouri"
"35650","Carter",30011,"MT",0,0,0.855431993,NA,-91.2435302734375,36.8698310852051,1467,44245,"Missouri"
"35806","Carteret",37031,"NC",0.886486172,5.846448969,1.46778858,-3.610323931,-76.4784088134766,35.0249099731445,1872,55561,"North carolina"
"35897","Carver",27019,"MN",0.554767922,6.517801755,0.462306602,-7.290061435,-93.7015228271484,44.6792488098145,1290,40251,"Minnesota"
"35918","Cascade",30013,"MT",0.83794812,-6.103257878,0.813659769,-10.07387651,-111.921577453613,47.4981994628906,1571,46584,"Montana"
"35973","Casey",21045,"KY",0.188786105,-24.74041911,0.377572211,-13.98905041,-84.8607788085938,37.4370613098145,981,28331,"Kentucky"
"36000","Cass",19029,"IA",0.669244497,3.725461035,1.115407496,11.13442254,-93.8390274047852,47.3148536682129,1291,40294,"Minnesota"
"36217","Cass",17017,"IL",0.608087565,18.34252704,0.608087565,-36.27710083,-93.8390274047852,47.3148536682129,1291,40294,"Minnesota"
"36434","Cass",31025,"NE",0.391788121,-29.69642018,0.587682181,13.56732125,-93.8390274047852,47.3148536682129,1291,40294,"Minnesota"
"36651","Cass",26027,"MI",0.271275771,-5.30305379,0.561928383,33.74406364,-93.8390274047852,47.3148536682129,1291,40294,"Minnesota"
"36868","Cass",48067,"TX",0.561779188,30.92480039,0.495687519,7.270319648,-93.8390274047852,47.3148536682129,1291,40294,"Minnesota"
"37085","Cass",27021,"MN",0.350152316,42.47697749,1.29556357,-14.1824717,-93.8390274047852,47.3148536682129,1291,40294,"Minnesota"
"37302","Cass",29037,"MO",0.505506051,-2.035900842,0.574889235,-5.301370813,-93.8390274047852,47.3148536682129,1291,40294,"Minnesota"
"37519","Cass",38017,"ND",0.688602138,8.324441809,0.65267507,-2.512759704,-93.8390274047852,47.3148536682129,1291,40294,"Minnesota"
"37736","Cass",18017,"IN",0.806493574,8.370488256,0.494302513,-3.69009834,-93.8390274047852,47.3148536682129,1291,40294,"Minnesota"
"37953","Cassia",16031,"ID",0.807136788,-9.293967715,0.807136788,6.712979159,-113.932655334473,42.5535736083984,532,20637,"Idaho"
"37982","Castro",48069,"TX",0.771109112,0.96388639,0.771109112,0.96388639,-102.066696166992,34.3029823303223,2526,75299,"Texas"
"37989","Caswell",37033,"NC",0.259942813,23.34286457,0.21661901,-26.58162823,-79.2171401977539,36.5432472229004,1873,55629,"North carolina"
"37996","Catahoula",22025,"LA",0.492562309,3.152398778,0.197024924,106.3047976,-91.8394088745117,31.4267349243164,1091,32793,"Louisiana"
"38094","Catawba",37035,"NC",0.808883482,-5.256458224,0.828296686,1.63726234,-81.1365585327148,35.8270492553711,1874,55644,"North carolina"
"38120","Catoosa",13047,"GA",0.700995108,4.128747781,0.441931699,-5.906848925,-84.998291015625,34.9217758178711,380,15556,"Georgia"
"38136","Catron",35003,"NM",0,-100,0.562429696,-58.50393701,-108.29475402832,34.5780029296875,1764,52067,"New mexico"
"38155","Cattaraugus",36009,"NY",0.623409669,14.0428811,0.992366412,7.941303899,-78.9249420166016,42.0035362243652,1799,53023,"New york"
"38179","Cavalier",38019,"ND",0.518806744,-31.25810636,1.815823606,20.29831388,-98.3138275146484,48.5409812927246,1968,58857,"North dakota"
"38189","Cayuga",36011,"NY",0.672392576,1.711429405,0.811945752,-1.370735122,-76.6846694946289,42.6796264648438,1800,53076,"New york"
"38230","Cecil",24015,"MD",0.537198558,2.185301621,0.566500298,32.81928845,-75.9799346923828,39.4825248718262,1166,36914,"Maryland"
"38264","Cedar",31027,"NE",0.116144019,-48.58304297,0.696864111,-11.8566451,-94.0853958129883,37.7636489868164,1469,44283,"Missouri"
"38304","Cedar",29039,"MO",0.860091743,50.12901376,0.716743119,-16.59499236,-94.0853958129883,37.7636489868164,1469,44283,"Missouri"
"38344","Cedar",19031,"IA",0.488838195,-17.97295095,0.706099614,8.609889016,-94.0853958129883,37.7636489868164,1469,44283,"Missouri"
"38384","Centre",42027,"PA",0.617353945,3.832149506,0.686648776,5.092968465,-77.6300506591797,41.0868034362793,2226,65140,"Pennsylvania"
"38441","Cerro Gordo",19033,"IA",0.878531465,2.277246035,1.063485458,2.277246035,NA,NA,NA,NA,NA
"38442","Chaffee",8015,"CO",0.925774656,-33.8922834,2.23275064,4.892274797,-106.191993713379,39.0413436889648,222,10161,"Colorado"
"38516","Chambers",1017,"AL",0.763000352,19.25001868,0.469538678,-15.02832677,-94.3890686035156,29.6104583740234,2527,75308,"Texas"
"38583","Chambers",48071,"TX",0.655393892,40.21333071,0.471883602,46.84159725,-94.3890686035156,29.6104583740234,2527,75308,"Texas"
"38650","Champaign",17019,"IL",0.830384342,7.129223346,0.849695606,4.240448455,-83.5143280029297,40.0153732299805,2022,60127,"Ohio"
"38672","Champaign",39021,"OH",0.48558577,-6.894709427,0.357800041,-27.96590677,-83.5143280029297,40.0153732299805,2022,60127,"Ohio"
"38694","Chariton",29041,"MO",0.129971406,-49.52560437,1.03977125,15.37004716,-92.9165649414062,39.2361526489258,1470,44296,"Missouri"
"38729","Charles",24017,"MD",0.781921459,17.94307806,0.432964775,-15.27698481,-77.1545028686523,38.6402702331543,1167,36999,"Maryland"
"38796","Charles City",51036,"VA",0,0,0.284778585,105.4962267,NA,NA,NA,NA,NA
"38797","Charles Mix",46023,"SD",0.538386993,-18.53307491,0.538386993,-18.53307491,NA,NA,NA,NA,NA
"38798","Charleston",45019,"SC",0.876605908,-7.032860602,1.385772214,17.78893991,-79.4807052612305,33.1914443969727,2294,67651,"South carolina"
"38919","Charlevoix",26029,"MI",0.65081735,-19.21187295,1.454768194,26.40965762,-84.7347259521484,45.2865867614746,1212,38789,"Michigan"
"38940","Charlotte",12015,"FL",0.439236915,-3.952123989,0.747889882,15.90768349,-78.6384506225586,36.6922149658203,2810,81984,"Virginia"
"39032","Charlotte",51037,"VA",0.245398773,2.969325153,0.408997955,28.71165644,-78.6384506225586,36.6922149658203,2810,81984,"Virginia"
"39124","Charlottesville",51540,"VA",1.447590639,-1.072115289,2.895181278,13.31739521,NA,NA,NA,NA,NA
"39125","Charlton",13049,"GA",0.465224471,-46.43574616,0.310149647,30.93484273,-81.9616165161133,30.8079414367676,381,15584,"Georgia"
"39171","Chase",31029,"NE",0.251382604,-50.71644042,1.256913022,-1.432880845,-102.066696166992,40.3476905822754,1636,49384,"Nebraska"
"39188","Chase",20017,"KS",0,0,1.114413076,-22.57615156,-102.066696166992,40.3476905822754,1636,49384,"Nebraska"
"39205","Chatham",13051,"GA",1.019835626,17.76271105,1.150402817,-3.659460923,-81.2912521362305,31.9767742156982,382,15664,"Georgia"
"39298","Chatham",37037,"NC",0.465806865,26.96882512,0.524032723,-13.54425395,-81.2912521362305,31.9767742156982,382,15664,"Georgia"
"39391","Chattahoochee",13053,"GA",0.16896173,101.9937484,0.084480865,-49.5015629,-84.9409942626953,32.3778457641602,383,15696,"Georgia"
"39415","Chattooga",13055,"GA",0.400978387,-13.475547,0.360880549,3.829343598,-85.2274703979492,34.4061164855957,384,15714,"Georgia"
"39430","Chautauqua",20019,"KS",0,-100,1.43636886,-46.9836254,-95.9761581420898,37.0130767822266,863,26492,"Kansas"
"39455","Chautauqua",36013,"NY",0.73455355,11.58363636,1.029889514,6.288528727,-95.9761581420898,37.0130767822266,863,26492,"Kansas"
"39480","Chaves",35005,"NM",0.637542123,15.3065768,0.5920034,-24.42089924,-103.837142944336,33.8217010498047,1765,52087,"New mexico"
"39510","Cheatham",47021,"TN",0.477819133,3.978752417,0.352077256,-23.38407717,-86.9176940917969,36.3484420776367,2407,71323,"Tennessee"
"39541","Cheboygan",26031,"MI",0.467380721,2.551119766,1.518987342,14.27124774,-84.4711685180664,45.670467376709,1213,38814,"Michigan"
"39556","Chelan",53007,"WA",0.710570065,-10.64394442,1.206628412,8.112397437,-121.174850463867,47.9164619445801,2894,85145,"Washington"
"39654","Chemung",36015,"NY",0.706391706,12.07535116,0.854506095,10.03190156,-76.9654159545898,42.2785568237305,1802,53112,"New york"
"39673","Chenango",36017,"NY",0.526038927,40.20044852,0.930684255,4.730933337,-75.4184341430664,42.2499084472656,1803,53144,"New york"
"39697","Cherokee",48073,"TX",0.510785431,-19.47627303,0.353620683,-10.80448705,-85.8348083496094,34.1196365356445,10,517,"Alabama"
"39897","Cherokee",40021,"OK",0.537845721,-10.69455978,0.599904843,16.21156644,-85.8348083496094,34.1196365356445,10,517,"Alabama"
"40097","Cherokee",13057,"GA",0.640734247,22.50838799,0.610429249,-11.26532856,-85.8348083496094,34.1196365356445,10,517,"Alabama"
"40297","Cherokee",45021,"SC",0.678280737,-6.483739112,0.642581751,-1.561830644,-85.8348083496094,34.1196365356445,10,517,"Alabama"
"40497","Cherokee",1019,"AL",0.576103238,-6.908918078,0.422475708,9.226869455,-85.8348083496094,34.1196365356445,10,517,"Alabama"
"40697","Cherokee",19035,"IA",0.760392024,13.61207334,0.591416019,-35.73458478,-85.8348083496094,34.1196365356445,10,517,"Alabama"
"40897","Cherokee",20021,"KS",0.529176889,27.34347856,0.721604849,20.21936787,-85.8348083496094,34.1196365356445,10,517,"Alabama"
"41097","Cherokee",37039,"NC",0.810581777,0.873217641,0.810581777,10.96053941,-85.8348083496094,34.1196365356445,10,517,"Alabama"
"41297","Cherry",31031,"NE",0.867754252,23.28618535,1.214855953,15.06710633,-102.026596069336,42.0894813537598,1637,49390,"Nebraska"
"41316","Chesapeake",51550,"VA",0.771304061,-12.4625552,0.788444151,12.72498664,NA,NA,NA,NA,NA
"41317","Cheshire",33005,"NH",0.630624713,18.89890618,0.748866846,-12.28953796,-72.502082824707,42.9661026000977,1734,50927,"New hampshire"
"41350","Chester",42029,"PA",0.657196792,0.0493415,0.668897626,4.39241241,-81.4516830444336,34.6925926208496,2296,67763,"South carolina"
"41450","Chester",47023,"TN",0.51786639,-20.60637446,0.51786639,24.76141156,-81.4516830444336,34.6925926208496,2296,67763,"South carolina"
"41550","Chester",45023,"SC",0.494789251,17.37107869,0.556637907,8.740852311,-81.4516830444336,34.6925926208496,2296,67763,"South carolina"
"41650","Chesterfield",51041,"VA",0.709776571,11.1141026,0.652633542,5.328325458,-77.3206481933594,37.4026870727539,2811,82052,"Virginia"
"41751","Chesterfield",45025,"SC",0.411924119,-23.15473171,0.60704607,-8.672856019,-77.3206481933594,37.4026870727539,2811,82052,"Virginia"
"41852","Cheyenne",31033,"NE",0.492707923,-29.38791599,1.281040599,16.83090264,-103.178237915039,38.686107635498,223,10187,"Colorado"
"41881","Cheyenne",8017,"CO",0,0,1.068947087,-34.33101728,-103.178237915039,38.686107635498,223,10187,"Colorado"
"41910","Cheyenne",20023,"KS",0.371333086,NA,1.485332343,35.80888724,-103.178237915039,38.686107635498,223,10187,"Colorado"
"41939","Chickasaw",19037,"IA",0.407697326,69.39823875,0.978473581,1.638943249,-92.0743179321289,43.08642578125,773,25474,"Iowa"
"41957","Chickasaw",28017,"MS",0.462080518,-10.46419839,0.346560388,-24.45416739,-92.0743179321289,43.08642578125,773,25474,"Iowa"
"41975","Chicot",5017,"AR",0.447227191,-11.66517591,0.178890877,-73.49955277,-91.2148818969727,33.5294914245605,90,4335,"Arkansas"
"42037","Childress",48075,"TX",0.987445338,38.8348145,1.551699817,9.084497108,-100.416580200195,34.3144416809082,2529,75383,"Texas"
"42044","Chilton",1021,"AL",0.455259384,-13.92826498,0.409733446,4.804994999,-86.4020385742188,32.7961044311523,11,557,"Alabama"
"42077","Chippewa",26033,"MI",0.574097753,-2.218672246,0.991623392,17.71471137,-95.5006103515625,44.8053016662598,1292,40352,"Minnesota"
"42188","Chippewa",27023,"MN",0.578034682,-10.69364162,0.660611065,-9.276080374,-95.5006103515625,44.8053016662598,1292,40352,"Minnesota"
"42299","Chippewa",55017,"WI",0.551528522,31.51197605,0.819413804,15.45726728,-95.5006103515625,44.8053016662598,1292,40352,"Minnesota"
"42410","Chisago",27025,"MN",0.481258677,-8.000528856,0.481258677,-11.17292441,-92.8879165649414,45.7048416137695,1293,40391,"Minnesota"
"42429","Chittenden",50007,"VT",0.747519171,5.871140154,1.02783886,1.993693938,-73.229736328125,44.7193565368652,2779,80810,"Vermont"
"42464","Choctaw",1023,"AL",0.45034902,57.35194776,0.37529085,-25.07050107,-88.0464248657227,32.1257438659668,12,591,"Alabama"
"42566","Choctaw",28019,"MS",0.482276344,3.400048228,0.241138172,-48.29997589,-88.0464248657227,32.1257438659668,12,591,"Alabama"
"42668","Choctaw",40023,"OK",0.395752259,-40.13455577,0.593628389,-35.85845261,-88.0464248657227,32.1257438659668,12,591,"Alabama"
"42770","Chouteau",30015,"MT",0.169664065,-50.85680353,1.017984391,96.57278588,-111.394454956055,48.1227264404297,1572,46655,"Montana"
"42808","Chowan",37041,"NC",0.686247598,-6.951064308,0.480373319,-20.39146613,-76.4554901123047,36.0848846435547,1877,55754,"North carolina"
"42844","Christian",17021,"IL",0.501593296,2.702702703,0.796648177,15.54054054,-87.261474609375,37.0359916687012,982,28382,"Kentucky"
"42904","Christian",29043,"MO",0.511565024,-2.407461541,0.548105382,2.013106403,-87.261474609375,37.0359916687012,982,28382,"Kentucky"
"42964","Christian",21047,"KY",0.579124579,-5.464990647,0.430976431,-22.784791,-87.261474609375,37.0359916687012,982,28382,"Kentucky"
"43024","Churchill",32001,"NV",0.708658135,18.42622313,0.500229272,-3.544252654,-117.582405090332,40.0153732299805,1715,50388,"Nevada"
"43076","Cibola",35006,"NM",0.511901715,-0.921423087,0.329079674,-10.82928078,-107.733253479004,34.5608139038086,1794,52925,"New mexico"
"43097","Cimarron",40025,"OK",1.307759372,8.761987794,1.307759372,8.761987794,-102.124000549316,36.9844245910645,2112,61707,"Oklahoma"
"43112","Citrus",12017,"FL",0.337214892,-6.518081091,0.60985672,-5.250381466,-82.2137145996094,28.8426971435547,298,12491,"Florida"
"43161","Clackamas",41005,"OR",0.59751071,-9.1382952,0.777270288,3.475144308,-121.77645111084,44.9886474609375,2179,63217,"Oregon"
"43211","Claiborne",47025,"TN",0.443150165,-5.295855491,0.253228665,15.96425858,-83.6231842041016,36.302604675293,2409,71392,"Tennessee"
"43326","Claiborne",28021,"MS",0.550660793,-9.856828194,0,-100,-83.6231842041016,36.302604675293,2409,71392,"Tennessee"
"43441","Claiborne",22027,"LA",0.548379235,34.97963163,0.243724104,-16.01267365,-83.6231842041016,36.302604675293,2409,71392,"Tennessee"
"43556","Clallam",53009,"WA",0.536340507,-15.28561278,1.16894726,0.102728179,-123.375007629395,48.1284523010254,2895,85192,"Washington"
"43595","Clare",26035,"MI",0.489364479,-20.52720867,0.717734569,5.459132629,-85.0842361450195,43.8140830993652,1215,38895,"Michigan"
"43601","Clarendon",45027,"SC",0.439715065,-30.16125551,0.469029402,-8.950970142,-80.3286819458008,33.449275970459,2298,67840,"South carolina"
"43646","Clarion",42031,"PA",0.592462842,19.00504881,0.927333144,-13.36336183,-79.6525955200195,41.2300453186035,2228,65205,"Pennsylvania"
"43693","Clark",32003,"NV",0.824281616,0.859150581,0.617969629,7.10407726,-91.5873031616211,40.5081176757812,1472,44343,"Missouri"
"44025","Clark",20025,"KS",0.46641791,4.570895522,1.399253731,4.570895522,-91.5873031616211,40.5081176757812,1472,44343,"Missouri"
"44357","Clark",5019,"AR",0.841601701,-2.795003544,0.48724309,2.321048901,-91.5873031616211,40.5081176757812,1472,44343,"Missouri"
"44689","Clark",17023,"IL",0.927070457,38.47904259,0.927070457,-15.37391842,-91.5873031616211,40.5081176757812,1472,44343,"Missouri"
"45021","Clark",29045,"MO",0.289142692,2.804684112,0.72285673,28.50585514,-91.5873031616211,40.5081176757812,1472,44343,"Missouri"
"45353","Clark",55019,"WI",0.319553787,22.81162143,0.813409639,4.2038,-91.5873031616211,40.5081176757812,1472,44343,"Missouri"
"45685","Clark",53011,"WA",0.538793103,-6.601213282,0.576486448,-2.081917151,-91.5873031616211,40.5081176757812,1472,44343,"Missouri"
"46017","Clark",16033,"ID",0,0,1.153402537,NA,-91.5873031616211,40.5081176757812,1472,44343,"Missouri"
"46349","Clark",18019,"IN",0.74390436,14.275235,0.638882568,-12.89874368,-91.5873031616211,40.5081176757812,1472,44343,"Missouri"
"46681","Clark",39023,"OH",0.915388784,22.1498314,0.388124844,9.924876845,-91.5873031616211,40.5081176757812,1472,44343,"Missouri"
"47013","Clark",46025,"SD",0,-100,0.548696845,1.179698217,-91.5873031616211,40.5081176757812,1472,44343,"Missouri"
"47345","Clark",21049,"KY",0.894904637,9.878859999,0.391520779,-36.63236199,-91.5873031616211,40.5081176757812,1472,44343,"Missouri"
"47677","Clarke",13059,"GA",0.99224396,8.35211307,1.041856158,9.66990904,-88.1380996704102,31.7647819519043,13,738,"Alabama"
"47845","Clarke",28023,"MS",0.245413829,36.37646481,0.429474201,19.32940671,-88.1380996704102,31.7647819519043,13,738,"Alabama"
"48013","Clarke",19039,"IA",0.433980688,-33.25377021,0.650971032,20.14321363,-88.1380996704102,31.7647819519043,13,738,"Alabama"
"48181","Clarke",1025,"AL",1.042293045,17.99663608,0.60132291,20.44035339,-88.1380996704102,31.7647819519043,13,738,"Alabama"
"48349","Clarke",51043,"VA",0.416002219,-35.21921006,0.554669625,-13.62561341,-88.1380996704102,31.7647819519043,13,738,"Alabama"
"48517","Clatsop",41007,"OR",0.800555052,-10.30872314,2.855313017,12.30492858,-123.953681945801,45.9626770019531,2180,63247,"Oregon"
"48556","Clay",48077,"TX",0.385728062,4.455159113,0.192864031,4.455159113,-81.5949249267578,29.9026679992676,299,12537,"Florida"
"48986","Clay",29047,"MO",0.659015243,-6.603084258,0.629060005,-2.686632285,-81.5949249267578,29.9026679992676,299,12537,"Florida"
"49416","Clay",5021,"AR",0.595316841,-13.10538912,0.529170525,-5.595978304,-81.5949249267578,29.9026679992676,299,12537,"Florida"
"49846","Clay",31035,"NE",0.158353127,3.119556611,0.950118765,23.74346793,-81.5949249267578,29.9026679992676,299,12537,"Florida"
"50276","Clay",13061,"GA",0,-100,0.644745326,NA,-81.5949249267578,29.9026679992676,299,12537,"Florida"
"50706","Clay",54015,"WV",0.111844313,6.308019237,0.223688625,-29.12798718,-81.5949249267578,29.9026679992676,299,12537,"Florida"
"51136","Clay",20027,"KS",0.480942648,36.26708348,1.322592281,2.200312613,-81.5949249267578,29.9026679992676,299,12537,"Florida"
"51566","Clay",1027,"AL",0.295159386,3.350059032,0.442739079,-11.41423512,-81.5949249267578,29.9026679992676,299,12537,"Florida"
"51996","Clay",19041,"IA",1.211020285,6.493299552,1.029367242,7.491674236,-81.5949249267578,29.9026679992676,299,12537,"Florida"
"52426","Clay",17025,"IL",0.591715976,16.87235841,0.73964497,2.263313609,-81.5949249267578,29.9026679992676,299,12537,"Florida"
"52856","Clay",46027,"SD",0.574217628,13.58024691,0.861326443,-0.617283951,-81.5949249267578,29.9026679992676,299,12537,"Florida"
"53286","Clay",47027,"TN",0.515132003,34.44945267,0.515132003,0.837089504,-81.5949249267578,29.9026679992676,299,12537,"Florida"
"53716","Clay",37043,"NC",0.567054154,99.22502599,1.228617333,84.99466699,-81.5949249267578,29.9026679992676,299,12537,"Florida"
"54146","Clay",18021,"IN",0.527068745,-11.3832731,0.60236428,1.276259318,-81.5949249267578,29.9026679992676,299,12537,"Florida"
"54576","Clay",28025,"MS",0.543881335,25.72119214,0.64276885,-10.85224557,-81.5949249267578,29.9026679992676,299,12537,"Florida"
"55006","Clay",12019,"FL",0.595601558,-1.202763036,0.500505511,-2.426708708,-81.5949249267578,29.9026679992676,299,12537,"Florida"
"55436","Clay",27027,"MN",0.522142088,1.558376573,0.342655745,-20.02277845,-81.5949249267578,29.9026679992676,299,12537,"Florida"
"55866","Clay",21051,"KY",0.520168345,26.86327979,0.283728188,24.55667471,-81.5949249267578,29.9026679992676,299,12537,"Florida"
"56296","Clayton",13063,"GA",0.70643114,11.34510741,0.321444857,-21.87177599,-84.4081420898438,33.3862533569336,388,15795,"Georgia"
"56339","Clayton",19043,"IA",0.734795388,33.62254126,1.526113498,32.15416169,-84.4081420898438,33.3862533569336,388,15795,"Georgia"
"56382","Clear Creek",8019,"CO",1.197344073,19.65458438,2.176989224,-11.00072237,NA,NA,NA,NA,NA
"56383","Clearfield",42033,"PA",0.652781712,21.56872515,0.837531253,16.32031521,-78.3061447143555,40.8232421875,2229,65278,"Pennsylvania"
"56420","Clearwater",16035,"ID",0.350385424,-23.25683252,1.051156272,-7.908199019,-114.637390136719,46.713249206543,534,20702,"Idaho"
"56479","Clearwater",27029,"MN",0.227505403,-1.660789444,1.251279718,8.173131612,-114.637390136719,46.713249206543,534,20702,"Idaho"
"56538","Cleburne",1029,"AL",0.530503979,13.05797651,0.132625995,-50.53713528,-85.8519973754883,33.4893836975098,15,806,"Alabama"
"56595","Cleburne",5023,"AR",0.624171023,-5.015856698,0.936256534,0.920652259,-85.8519973754883,33.4893836975098,15,806,"Alabama"
"56652","Clermont",39025,"OH",0.654891844,9.062801672,0.520936694,-0.611347991,-84.2763671875,39.2533378601074,2024,60169,"Ohio"
"56674","Cleveland",40027,"OK",0.829912415,22.20727236,0.626139277,-0.212817476,-97.4142837524414,35.1280403137207,2113,61717,"Oklahoma"
"56733","Cleveland",37045,"NC",0.618072438,-12.02679389,0.659277267,7.913799497,-97.4142837524414,35.1280403137207,2113,61717,"Oklahoma"
"56792","Cleveland",5025,"AR",0.118357202,-48.81642798,0.118357202,NA,-97.4142837524414,35.1280403137207,2113,61717,"Oklahoma"
"56851","Clinch",13065,"GA",0.731957254,-0.468452642,0.292782901,-50.23422632,-82.5861358642578,30.9454498291016,389,15827,"Georgia"
"56883","Clinton",26037,"MI",0.47867317,15.54243853,0.413987606,-11.49181543,-90.8768310546875,42.0379104614258,777,25544,"Iowa"
"57073","Clinton",42035,"PA",0.427726758,-16.43502327,0.679330733,-1.688262675,-90.8768310546875,42.0379104614258,777,25544,"Iowa"
"57263","Clinton",18023,"IN",0.640712717,-3.077639958,0.48816207,1.53771052,-90.8768310546875,42.0379104614258,777,25544,"Iowa"
"57453","Clinton",21053,"KY",0.590260698,20.73192327,0.590260698,20.73192327,-90.8768310546875,42.0379104614258,777,25544,"Iowa"
"57643","Clinton",29049,"MO",0.295581063,22.75481551,0.788216168,48.79371577,-90.8768310546875,42.0379104614258,777,25544,"Iowa"
"57833","Clinton",39027,"OH",0.741006334,-1.774979084,0.501972033,6.463248476,-90.8768310546875,42.0379104614258,777,25544,"Iowa"
"58023","Clinton",19045,"IA",0.520280535,-1.652971282,0.728392749,5.289171922,-90.8768310546875,42.0379104614258,777,25544,"Iowa"
"58213","Clinton",36019,"NY",0.539004312,19.86290485,0.85750686,2.254586153,-90.8768310546875,42.0379104614258,777,25544,"Iowa"
"58403","Clinton",17027,"IL",0.475473492,-15.18684976,0.977362179,26.24486156,-90.8768310546875,42.0379104614258,777,25544,"Iowa"
"58593","Cloud",20029,"KS",0.532765051,-15.24595987,0.852424081,-26.0328377,-97.9299468994141,39.2934455871582,868,26531,"Kansas"
"58600","Coahoma",28027,"MS",0.685290442,19.95780761,0.604668037,22.12898965,-90.5788955688477,34.4233016967773,1381,42255,"Mississippi"
"58638","Coal",40029,"OK",0.172205958,2.669192354,0.861029792,71.11532059,-96.0792922973633,34.7728080749512,2114,61736,"Oklahoma"
"58650","Cobb",13067,"GA",0.824918842,9.686334934,0.752413537,-4.938241236,-84.5857620239258,34.0737991333008,390,15857,"Georgia"
"58671","Cochise",4003,"AZ",0.478626577,19.73119957,0.753248384,-2.016697006,-110.466262817383,31.6559181213379,69,3221,"Arizona"
"58685","Cochran",48079,"TX",0,-100,0.340715503,-47.42759796,-102.599548339844,33.3919792175293,2531,75416,"Texas"
"58691","Cocke",47029,"TN",0.452309606,-19.01170351,0.76327246,-2.380178339,-83.2049331665039,36.1421775817871,2411,71450,"Tennessee"
"58743","Coconino",4005,"AZ",0.871573626,3.870565091,1.176624395,-1.842315989,-113.11905670166,36.1708221435547,70,3344,"Arizona"
"58892","Codington",46029,"SD",0.680077314,-19.75974752,1.324361085,8.906626578,-97.2194747924805,45.1548042297363,2344,69673,"South dakota"
"58901","Coffee",47031,"TN",0.708651139,10.07644876,0.801894709,-15.29906943,-83.0387725830078,31.7647819519043,391,15908,"Georgia"
"59006","Coffee",1031,"AL",0.667858335,-5.660239699,0.550000982,-12.28371433,-83.0387725830078,31.7647819519043,391,15908,"Georgia"
"59111","Coffee",13069,"GA",0.677395996,29.59509132,0.350377239,-13.25277863,-83.0387725830078,31.7647819519043,391,15908,"Georgia"
"59216","Coffey",20031,"KS",0.711490573,-12.9338822,0.948654097,35.43618325,-95.5235214233398,38.428279876709,869,26539,"Kansas"
"59225","Coke",48081,"TX",0,0,0.921942225,-23.70928089,-100.829109191895,31.6902942657471,2532,75421,"Texas"
"59231","Colbert",1033,"AL",0.953376235,26.55720727,0.696698018,-5.20378417,-87.6797332763672,34.7842674255371,17,866,"Alabama"
"59272","Cole",29051,"MO",0.796791933,11.2675668,0.862102747,20.38785916,-92.3034973144531,38.3308792114258,1475,44418,"Missouri"
"59305","Coleman",48083,"TX",0.711743772,-9.842399593,0.830367734,-26.371293,-99.6316299438477,32.0741806030273,2533,75450,"Texas"
"59329","Coles",17029,"IL",0.731432858,-4.357125867,0.825206302,10.6024006,-88.0693435668945,39.6830558776855,575,22183,"Illinois"
